siIRF4 KMS12BM	CTRL KMS12BM	CTRL MM1R	siIRF4 MM1R	CTRL KMS12PE	siIRF4 MM1S	CTRL MM1S	siIRF4 KMS12PE
AAAS	91.8672052633333	88.8205327466667	94.95747591	97.6448184166667	68.5372160533333	88.4251762366667	81.3089453766667	73.13092465
AACS	22.9685070933333	19.8569772866667	20.8714581533333	18.9715002766667	31.1574468166667	23.1651021833333	23.09998841	32.5935122933333
AAED1	34.4322687966667	36.1571269	4.23181200933333	3.92929262133333	56.2239651833333	3.74151235266667	2.82995040033333	51.14428131
AAGAB	47.6976030966667	47.99331283	44.4561567066667	49.36294734	93.9941821266667	60.2291721066667	59.7270772533333	90.5704839966667
AAK1	3.387100254	3.12431085633333	5.89608099833333	5.21116648133333	2.50623991533333	3.792106215	3.81798067233333	2.61551091666667
AAMDC	48.0783607	45.92878887	27.35954837	25.8010105366667	65.2645465133333	21.7181284633333	24.2691850433333	60.5141770466667
AAMP	191.950389	211.3309447	189.031290233333	181.9801092	181.678880433333	164.055194866667	174.965823633333	168.891850033333
AAR2	39.8111017266667	38.7926999633333	39.7137803033333	40.97518598	53.5248244633333	47.6698816033333	45.8036977233333	50.10535064
AARS	141.9750372	163.7371283	203.974194433333	140.2814876	129.8887585	105.562467766667	153.8447347	90.6348861566667
AARS2	33.33875706	33.3579259833333	29.73413848	23.8933247233333	25.4616042033333	17.70969249	22.9435346833333	23.9419800933333
AASDH	9.14086035133333	8.517299501	7.072427097	7.952069535	12.6508446933333	10.44569157	8.38620275233333	13.77350871
AASDHPPT	92.34137944	89.6434874766667	55.2098874566667	56.8417842266667	162.255941666667	68.07560019	70.6080938733333	135.652342
AASS	4.60447519866667	3.51235252966667	23.5485684733333	24.0463149333333	7.872664695	10.1116013633333	9.77731334833333	6.44791148266667
AATF	152.606361066667	167.3355416	125.574995566667	109.025787133333	120.979132166667	88.5790465966667	110.339263233333	106.668996433333
ABAT	3.535179651	1.600523034	0.946831094666667	2.184106072	16.8208976466667	2.62643517366667	1.09047144433333	36.55265713
ABCA1	0.0758069393333333	0.0330799386666667	0.972849956333333	2.81874016633333	6.68441051333333	1.17504199866667	0.329934212333333	7.386552614
ABCA11P	9.591519331	9.604324995	3.042639005	4.05071574266667	9.250975854	8.62667673966667	7.46348725333333	8.00088472866667
ABCA2	50.11076114	38.58922547	0.952616139	0.783489164	11.1842906603333	1.05324241966667	0.868675840333333	17.4843581533333
ABCA3	51.7923641066667	51.71719839	0.323670225	0.479173276	21.4440549866667	0.435197704	0.366407703	24.38477983
ABCA7	12.6417585933333	12.6495190233333	61.61599865	67.55471202	7.24855836733333	22.9260812333333	19.4405986166667	10.3106804533333
ABCB10	83.3866155166667	89.36046376	74.67571458	59.22592972	95.63564426	79.19936542	87.30225532	85.8102472466667
ABCB6	4.01687403766667	3.65873902533333	32.6457297133333	20.2727519733333	2.49338261866667	21.6309721666667	38.0916665666667	3.11104303366667
ABCB7	48.0079622166667	44.5188693766667	29.21095688	29.6771169933333	53.0408720666667	31.8415202033333	31.9611793733333	52.34771505
ABCB8	37.90462051	38.6164394166667	47.8208365633333	46.4346911366667	14.8088868733333	42.17737853	44.3707003033333	14.4231430366667
ABCB9	9.767991988	8.852328738	3.93043288833333	3.125837036	25.6287534133333	2.58868731066667	3.518399866	23.1231533266667
ABCC1	48.2660667766667	56.5553501366667	15.9701290666667	16.7685703	51.4392993833333	21.0648056566667	21.4789370933333	58.4876989966667
ABCC10	14.1431015633333	12.21438896	17.50209759	22.0038112366667	9.147497647	16.5653545633333	13.5194051566667	11.32061233
ABCC2	0.143266941	0.194538177666667	1.41896053766667	1.61712149833333	0.184007439333333	1.229205512	0.686641255333333	0.155723827666667
ABCC5	17.21773695	18.24373319	17.7928067733333	24.0729794733333	10.3346811576667	18.3833642866667	15.48129226	9.738234124
ABCD1	47.86544355	40.4703683033333	4.671469508	7.08776064333333	16.8114548333333	7.13596792966667	3.780549111	22.5541380666667
ABCD2	0.964514822666667	1.416251724	1.787824833	2.58290943333333	12.83199374	3.094046951	1.91248438133333	14.8331305166667
ABCD3	37.2937276733333	36.3136808466667	15.4518167833333	14.9448258	26.9457779266667	14.56722365	18.15542273	22.6469128666667
ABCD4	29.7786709833333	28.33653671	6.90890099233333	9.27733008566667	13.67699478	7.90630560766667	5.223568784	14.9843280866667
ABCE1	91.36408835	97.2393873066667	117.447123433333	107.151915533333	140.861298333333	140.865677533333	162.695864466667	115.4876804
ABCF1	25.1338990466667	26.43444737	15.8953379166667	14.1473392433333	31.5198062466667	12.40614604	14.7292574266667	28.4994893733333
ABCF2	101.710460313333	127.726140266667	86.5718195733333	75.6877929066667	124.381473566667	68.79331659	82.9759417933333	100.138467623333
ABCF3	68.46466417	66.8923082133333	78.6475457166667	78.3428270666667	68.6876268966667	73.34897743	69.5347885566667	62.81457646
ABCG2	1.63268761466667	1.82740262166667	14.30656873	27.75979512	21.55256811	16.9865627933333	6.34852850366667	14.09239877
ABHD1	12.7225415333333	11.84182812	1.40814859466667	1.91317194766667	5.379452806	0.913257809	1.08912837733333	7.768749244
ABHD10	17.0384471533333	15.8520626666667	27.77124578	24.6570625033333	21.02579899	23.86171415	27.0119816833333	20.58960929
ABHD11	27.60744731	25.9721075466667	35.84694049	25.4136151833333	43.8849773333333	24.1694960966667	32.6208450766667	42.7815542533333
ABHD12	61.1463087966667	56.6350454566667	303.3327707	259.809083666667	45.8558127	136.235876866667	148.228159966667	45.09017805
ABHD13	17.41519219	17.18566991	10.0378763103333	10.0738454916667	24.9565026266667	14.4631734066667	13.49347229	19.5063487466667
