CTRL MM1R	siIRF4 MM1S	LOG2_FOLD_CHANGE	P_VALUE
AAAS	94.95747591	88.4251762366667	-0.102824397521132	0.201488415449549
AACS	20.8714581533333	23.1651021833333	0.150421650483106	0.120754036455677
AAED1	4.23181200933333	3.74151235266667	-0.177654001526921	0.292645790869638
AAGAB	44.4561567066667	60.2291721066667	0.438079197306879	0.000634835945832278
AAK1	5.89608099833333	3.792106215	-0.636756969848287	0.00125816470759575
AAMDC	27.35954837	21.7181284633333	-0.333144629755447	0.0673526150399781
AAMP	189.031290233333	164.055194866667	-0.204443784600916	0.00851031884963838
AAR2	39.7137803033333	47.6698816033333	0.263438346549117	0.0330794880503683
AARS	203.974194433333	105.562467766667	-0.950289660292808	0.00285849942776215
AARS2	29.73413848	17.70969249	-0.747581114084256	0.00565944129893975
AASDH	7.072427097	10.44569157	0.562630705561893	0.00579265272405184
AASDHPPT	55.2098874566667	68.07560019	0.302211136625291	0.00947253251832171
AASS	23.5485684733333	10.1116013633333	-1.21962786712661	0.00423896503103076
AATF	125.574995566667	88.5790465966667	-0.503511849824386	0.00180019115357829
ABAT	0.946831094666667	2.62643517366667	1.47192698478435	0.00100253078976132
ABCA1	0.972849956333333	1.17504199866667	0.272423103994955	0.160628627575431
ABCA11P	3.042639005	8.62667673966667	1.5034817211372	0.00898822418581588
ABCA2	0.952616139	1.05324241966667	0.144870636835249	0.653262834296139
ABCA3	0.323670225	0.435197704	0.427146289724149	0.401456582531455
ABCA7	61.61599865	22.9260812333333	-1.42631522123955	0.000697671228662788
ABCB10	74.67571458	79.19936542	0.0848497329395141	0.0554797124207289
ABCB6	32.6457297133333	21.6309721666667	-0.593795783456143	0.0118009316647582
ABCB7	29.21095688	31.8415202033333	0.124399597700063	0.0660186371782498
ABCB8	47.8208365633333	42.17737853	-0.181169938913574	0.119027751864586
ABCB9	3.93043288833333	2.58868731066667	-0.602467504534284	0.0830840722066088
ABCC1	15.9701290666667	21.0648056566667	0.399458633391943	0.0278715889591555
ABCC10	17.50209759	16.5653545633333	-0.0793587533579967	0.460151894132505
ABCC2	1.41896053766667	1.229205512	-0.207108326161914	0.519891980117711
ABCC5	17.7928067733333	18.3833642866667	0.0471067039626241	0.646752649608617
ABCD1	4.671469508	7.13596792966667	0.611232680445105	0.00907799084765102
ABCD2	1.787824833	3.094046951	0.791289697832845	0.0374590949739541
ABCD3	15.4518167833333	14.56722365	-0.0850505342783958	0.217071694724043
ABCD4	6.90890099233333	7.90630560766667	0.194547484152619	0.150299399798826
ABCE1	117.447123433333	140.865677533333	0.262308757582809	0.00257692796781566
ABCF1	15.8953379166667	12.40614604	-0.357548673915754	0.000483934736197808
ABCF2	86.5718195733333	68.79331659	-0.331629071488566	0.00380053989831847
ABCF3	78.6475457166667	73.34897743	-0.10062489226169	0.144014350354546
ABCG2	14.30656873	16.9865627933333	0.247716255444979	0.0412498223503108
ABHD1	1.40814859466667	0.913257809	-0.624705492368144	0.316925064952702
ABHD10	27.77124578	23.86171415	-0.218894210529259	0.0475554279960373
ABHD11	35.84694049	24.1694960966667	-0.568662596165543	0.0060146120546926
ABHD12	303.3327707	136.235876866667	-1.1547946905202	4.47387681875281e-05
ABHD13	10.0378763103333	14.4631734066667	0.526930058902023	0.00258034406289628
ABHD14A	18.31002975	14.7200823433333	-0.314848393442879	0.0574302556439354
ABHD14B	53.9047367666667	49.1462512766667	-0.133330675907437	0.0279950512955328
ABHD15	17.7290554866667	23.8939309833333	0.430528543843346	0.0152911193956482
ABHD16A	4.900759433	5.076302848	0.0507728118241008	0.29705231359268
ABHD16B	8.74352183266667	5.43596659533333	-0.685677914196378	0.0139050655993665
ABHD17A	197.8218257	129.383842133333	-0.612544147329728	0.00586748491520764
ABHD17B	25.6677638566667	39.55985191	0.624079409853609	0.00155018631079923
ABHD17C	9.17948127833333	16.6712823033333	0.860880540161711	0.0101830476504553
ABHD2	114.725413866667	180.527640366667	0.654034732085252	0.00408771183179571
ABHD3	91.36458638	95.18685708	0.0591273133672252	0.132434604656612
ABHD4	62.5351062333333	68.34340438	0.128135790624295	0.00502240960630451
ABHD5	10.7750883293333	11.6753616633333	0.115767544525862	0.411727778889222
ABHD6	6.423806455	9.942226013	0.630140473842212	0.0340821994534819
ABHD8	16.7221743833333	17.6057987233333	0.0742882263527582	0.27922554860609
ABI1	71.4985205833333	121.978908533333	0.770646416159542	0.000160797806561367
ABI2	12.6056564833333	17.5080187566667	0.473944581169687	0.0157870728883466
ABL1	12.38650454	15.0746403933333	0.283354469216926	0.016520249175666
ABL2	12.9794967733333	11.10961023	-0.224426247802206	0.0437554339823422
ABLIM1	14.4656307	65.95776819	2.1889133572017	0.00266726166829511
ABR	100.200218346667	87.1460955	-0.201377720020583	0.027659100243724
ABRACL	88.5590961433333	132.8166261	0.584723353006486	0.000330789048066526
ABT1	74.7841729766667	64.0198559866667	-0.224213544678124	0.00238167771317249
ABTB1	23.59754934	46.3145385766667	0.972828100199923	0.000163025937490443
ABTB2	0.998408824333333	0.673802694	-0.567304488708765	0.12242806890353
ACAA1	40.9398147766667	40.6271038433333	-0.0110620513982894	0.829287107486724
ACAA2	81.7159312933333	103.1057971	0.335436172244919	0.0123856669003401
ACACA	18.5519590333333	10.5586621866667	-0.813144486722064	0.000881184999172057
ACACB	11.12357657	5.51729508566667	-1.0115876848242	0.00194989158739875
ACAD10	4.59839687366667	5.48653485133333	0.254764283186621	0.103887195199676
ACAD11	1.905806505	1.36799528733333	-0.478338390787945	0.025753411141998
ACAD8	38.19399566	35.2962606766667	-0.113830504266418	0.00296173775662341
ACAD9	97.00527244	64.2353215333333	-0.594696342406283	0.000553706651620505
ACADM	65.02239896	82.8349304833333	0.349302478669119	0.00801815492483567
ACADS	5.785622833	6.16698864033333	0.092093912374098	0.147073187298092
ACADSB	8.78619351666667	14.8535398033333	0.757496605744858	0.000678940141121098
ACADVL	250.446831566667	226.002176133333	-0.148167695848594	0.0430106886832741
ACAP1	49.1439496066667	94.48210097	0.943027236823882	0.000312579627165788
ACAP2	31.8646116933333	49.5838819533333	0.63791614537802	0.000850817088304324
ACAP3	35.94761873	22.47001773	-0.677894942828691	0.00143195719015212
ACAT1	100.467602953333	127.770811333333	0.346827935567015	0.00629700375378151
ACAT2	95.22330062	36.3649296	-1.38876685296007	5.69480702142268e-05
ACBD3	75.36944296	78.9787482866667	0.0674847730336757	0.326298582273427
ACBD4	14.7881206266667	13.57544962	-0.123438735747496	0.230459678050285
ACBD5	14.6788135666667	26.3780175466667	0.845600776908383	0.00123715449294113
ACBD6	127.852890933333	131.6344759	0.0420526071904222	0.155892845674185
ACCS	8.08745250466667	6.65987219366667	-0.280190843077044	0.0896371611930742
ACD	50.67580717	24.78595706	-1.03177419662723	2.20771832382839e-05
ACER2	0.579433186	0.329153282333333	-0.815882730297533	0.0302234654166718
ACER3	9.711715329	11.10405785	0.193288950340671	0.166917390348742
ACIN1	61.2630827166667	50.89567604	-0.267474870187295	0.035047069038259
ACKR4	1.31540507866667	1.30932555133333	-0.00668329124510183	0.971400408683929
ACLY	136.586924366667	102.717125833333	-0.411142639734308	0.00499995053660567
ACN9	21.12754954	18.9630289866667	-0.155936021278819	0.140054921180942
ACO1	21.4400239566667	18.64177022	-0.201767653211159	0.0826669157486867
ACO2	151.417065466667	143.234949833333	-0.0801442552530584	0.319751060717835
ACOT11	0.845610893333333	1.13956369866667	0.430415702735721	0.278954575638002
ACOT13	20.8753985566667	18.1129448133333	-0.20478262245485	0.0438792334661004
ACOT2	1.086018244	0.198130253333333	-2.45452724587958	0.000878254175658432
ACOT7	68.9427507933333	45.4104228266667	-0.602375392833493	5.00737876746552e-05
ACOT8	41.57619402	41.3513335833333	-0.00782383947287998	0.845588210333603
ACOT9	31.7253404566667	27.0436350233333	-0.230346564249933	0.0635525590113696
ACOX1	8.816574601	12.33925397	0.484965015348127	0.00273247454886373
ACOX3	9.52871202233333	13.38605234	0.490377434308505	0.0273636068195528
ACOXL	20.6816752833333	28.66187048	0.470779709866839	0.00201785417122262
ACP1	175.109508966667	192.8723171	0.139388660176679	0.00256073084795074
ACP2	35.6440401633333	28.6612049866667	-0.314561606745686	0.034247446985523
ACP5	3.22621627866667	1.637387704	-0.978447190402244	0.032522630267787
ACP6	64.4026386066667	70.7534523533333	0.135680747263844	0.0323686443901885
ACPT	0.959661054666667	0.280402574333333	-1.77502535178592	0.0781617960774204
ACRC	3.08911237	3.43499874066667	0.153117218520783	0.0751777667874833
ACRV1	1.40756566433333	1.04802781033333	-0.425525226472677	0.169140114424951
ACSBG2	0.827411800666667	0.498204023666667	-0.73186886031888	0.00409403564001678
ACSF2	6.95105518833333	7.53278216666667	0.115950810677713	0.259042907700758
ACSF3	12.9434616966667	15.27000948	0.238477443655923	0.0131482510161195
ACSL1	4.83350688133333	9.36814400366667	0.954692957006493	0.0169661501398608
ACSL3	42.90006135	35.07407186	-0.290574783531667	0.00685195311157531
ACSL4	33.0354754233333	27.4635675933333	-0.266497059385483	0.0825024635651021
ACSL5	40.0336061	55.48571599	0.470904842937623	0.00224064325117626
ACSM3	3.417844959	4.953829869	0.535457367823982	0.0118798446626117
ACSS1	149.662696766667	279.7122941	0.90222898916348	0.000609765434675727
ACSS2	22.6441533233333	21.65666382	-0.0643275824510649	0.38872566095636
ACTA1	0.588142269333333	0.811786750333333	0.464935613511261	0.253517494174185
