siIRF4 MM1R	CTRL KMS12PE	LOG2_FOLD_CHANGE	P_VALUE
AAAS	97.6448184166667	68.5372160533333	-0.510655897116555	0.000370215476724737
AACS	18.9715002766667	31.1574468166667	0.715743244852503	0.00818189064958706
AAED1	3.92929262133333	56.2239651833333	3.83884368612338	0.000529401554204504
AAGAB	49.36294734	93.9941821266667	0.929142925530222	0.000394440100303958
AAK1	5.21116648133333	2.50623991533333	-1.05608181890965	0.00250153294316056
AAMDC	25.8010105366667	65.2645465133333	1.3388719210091	0.00558983684881068
AAMP	181.9801092	181.678880433333	-0.00239004869740143	0.937903930245092
AAR2	40.97518598	53.5248244633333	0.385457661737985	0.00431171825091049
AARS	140.2814876	129.8887585	-0.111048059624138	0.157510936628716
AARS2	23.8933247233333	25.4616042033333	0.0917157020215064	0.235697773431237
AASDH	7.952069535	12.6508446933333	0.669831439101613	0.000889395981726017
AASDHPPT	56.8417842266667	162.255941666667	1.51324756372287	0.00040236966439669
AASS	24.0463149333333	7.872664695	-1.61089188102587	0.00175377137794211
AATF	109.025787133333	120.979132166667	0.150088810508354	0.0156410658402943
ABAT	2.184106072	16.8208976466667	2.94513986887881	0.00247035057626794
ABCA1	2.81874016633333	6.68441051333333	1.24574984185044	0.0171494759375884
ABCA11P	4.05071574266667	9.250975854	1.19142871061515	0.00428288879905921
ABCA2	0.783489164	11.1842906603333	3.83541662750362	0.00747017049559816
ABCA3	0.479173276	21.4440549866667	5.48388647959603	0.00183869720446026
ABCA7	67.55471202	7.24855836733333	-3.22029040498107	0.000807018627706189
ABCB10	59.22592972	95.63564426	0.691319482920779	0.00205794578793725
ABCB6	20.2727519733333	2.49338261866667	-3.02336575244495	0.000953340686448491
ABCB7	29.6771169933333	53.0408720666667	0.837753548553225	0.0011706611352665
ABCB8	46.4346911366667	14.8088868733333	-1.6487398358668	1.2764195481658e-05
ABCB9	3.125837036	25.6287534133333	3.03544883621489	0.00207773641458835
ABCC1	16.7685703	51.4392993833333	1.61711130395691	0.00500217855406146
ABCC10	22.0038112366667	9.147497647	-1.26630438717668	0.000361249916957622
ABCC2	1.61712149833333	0.184007439333333	-3.13559207607738	0.00875146240645359
ABCC5	24.0729794733333	10.3346811576667	-1.21992083299496	0.00351330667030406
ABCD1	7.08776064333333	16.8114548333333	1.24604278882545	0.0212904369052182
ABCD2	2.58290943333333	12.83199374	2.31267638003793	0.000629994193921952
ABCD3	14.9448258	26.9457779266667	0.850413157284565	4.42429885180029e-05
ABCD4	9.27733008566667	13.67699478	0.559969686100934	0.000459810975805828
ABCE1	107.151915533333	140.861298333333	0.394617644357106	0.000222417170465291
ABCF1	14.1473392433333	31.5198062466667	1.1557279224014	7.38595898274335e-05
ABCF2	75.6877929066667	124.381473566667	0.71663907115179	0.0017928777142522
ABCF3	78.3428270666667	68.6876268966667	-0.189750948724194	0.0349799535053812
ABCG2	27.75979512	21.55256811	-0.365137135400696	0.0069909738048256
ABHD1	1.91317194766667	5.379452806	1.49149288762515	0.00158527628944491
ABHD10	24.6570625033333	21.02579899	-0.229840311224288	0.0063650415448949
ABHD11	25.4136151833333	43.8849773333333	0.788125543336993	0.000360858406880988
ABHD12	259.809083666667	45.8558127	-2.50227534531283	0.00358201457901646
ABHD13	10.0738454916667	24.9565026266667	1.30880126203216	0.00292030304955911
ABHD14A	15.65439109	42.8201581	1.45172272947911	0.00134916290091655
ABHD14B	63.9371027	44.5619923366667	-0.520839634051593	0.000797728103484819
ABHD15	18.7771202566667	19.3189233533333	0.0410388730122506	0.804653597937069
ABHD16A	5.28634280133333	4.59035059066667	-0.203665637364043	0.0191635655439003
ABHD16B	7.844522558	9.993668256	0.349328685037396	0.0133753383724969
ABHD17A	185.066531166667	56.1185882566667	-1.7214933894284	0.000579418012790517
ABHD17B	26.3023009766667	44.6737999866667	0.764239961755592	0.00153835417994194
ABHD17C	6.64659941033333	22.66864953	1.77001013543406	4.78929972152704e-05
ABHD2	149.916136066667	28.8740321266667	-2.37631118209077	1.54474998922758e-06
ABHD3	69.07647131	32.1252063766667	-1.10448866397177	0.00462098286846203
ABHD4	81.6074769266667	18.1953141333333	-2.16513438001993	4.67549681544347e-06
ABHD5	9.30569867166667	9.89320682433333	0.0883237659706408	0.14505798355549
ABHD6	6.941835228	23.3527338633333	1.75020242683207	8.93259235846242e-05
ABHD8	17.5498696733333	6.13615560033333	-1.51605334479898	0.00390696559076537
ABI1	87.6680266433333	137.705805566667	0.651466704413184	0.00052745705956186
ABI2	12.0427769033333	30.99562087	1.36389630610021	5.02700632442398e-05
ABL1	14.63894878	44.1893291	1.59388606999269	0.00604067458814601
ABL2	11.73026812	15.9063749033333	0.439369090282781	0.0554614092543614
ABLIM1	34.1735097566667	5.36587465466667	-2.67099316679856	0.00175065485155394
ABR	120.510403233333	0.946206295	-6.99278722024791	0.000110308387085097
ABRACL	92.7058500833333	215.017982066667	1.213725031954	0.00432558442121871
ABT1	70.98308137	111.1418329	0.646854829710891	0.00216169042708521
ABTB1	48.6085846833333	3.779085602	-3.68510202506151	0.000553234622484167
ABTB2	0.877369466333333	1.02312492533333	0.221725906845358	0.315977868179422
ACAA1	46.92185648	49.2417169866667	0.0696209721259704	0.277616582937692
ACAA2	72.6674422133333	88.4084836833333	0.282875690880466	0.0129532058396006
ACACA	13.6470344	62.06647504	2.18522673577103	0.00271308417910193
ACACB	7.77912208933333	7.293132837	-0.0930686778985862	0.349800296540181
ACAD10	5.083455474	7.84801375166667	0.626518068490206	0.0237504414139186
ACAD11	3.12225495633333	1.05998596666667	-1.55854318453415	0.0142084896796183
ACAD8	39.2778465933333	52.09373815	0.407394129810806	0.00105981320736245
ACAD9	79.86857211	37.3165305066667	-1.09781306313664	9.21333296095909e-05
ACADM	63.6325801866667	110.2046262	0.792347260450897	7.53783412047819e-05
ACADS	4.72886056866667	12.78358755	1.43472825757535	0.0121943752973638
ACADSB	12.4405241633333	7.65702933466667	-0.700190583091542	8.04010262152111e-05
ACADVL	219.045943233333	79.0757144733333	-1.46992690485397	0.000136135642948524
ACAP1	68.3269533233333	26.40033499	-1.37189856309639	1.36501292766872e-05
ACAP2	34.8774921233333	49.8513041366667	0.515334940368689	0.00219479065906851
ACAP3	29.6733774666667	28.2756024633333	-0.0696113820023858	0.655457852770819
ACAT1	92.9046822933333	203.6247046	1.13208939203414	0.000517023278842588
ACAT2	57.2554548966667	198.413525066667	1.79302531720469	0.000550830850415413
ACBD3	75.8883969866667	81.0162271766667	0.0943315815409703	0.00587192713513809
ACBD4	15.78140964	7.67879895566667	-1.0392734955589	0.000457221736296532
ACBD5	18.85830252	40.6328038333333	1.10744509849712	0.000468075898776765
ACBD6	122.337203066667	82.24213099	-0.572913645913369	0.00166705865168038
ACCS	15.28059001	2.319902221	-2.71956434421422	0.000179325555931088
ACD	36.7125187433333	26.6702292433333	-0.461041871515009	0.00862718149072727
ACER2	0.551806214	0.502005277666667	-0.136459171706156	0.612607549388815
ACER3	7.523221924	7.17740270866667	-0.0678887788741988	0.421620687258522
ACIN1	64.5000274666667	71.0952711566667	0.140453828472221	0.0797036765024342
ACKR4	1.05159387466667	0.539561984	-0.962717034872483	0.0191369790922083
ACLY	119.916576633333	218.194555166667	0.86358399798653	0.00418366368705552
ACN9	20.1994053466667	49.0809267933333	1.28084966972952	0.00023375187929898
ACO1	19.8660038666667	31.5898002433333	0.669157116925986	0.00451138505685931
ACO2	146.088245866667	44.0483201166667	-1.72968119998575	3.20106365051815e-05
ACOT11	1.10419608733333	0.0425235093333333	-4.69859192097537	0.0125305291764221
ACOT13	18.93137004	29.2435061766667	0.627337474001538	0.000150167357689386
ACOT2	1.139081765	27.2891453333333	4.58238399697074	0.0025527039239695
ACOT7	41.7243821033333	57.86514681	0.471803964483173	0.00805712577290946
ACOT8	46.7576177666667	46.45530959	-0.00935793025338773	0.886694188803376
ACOT9	25.87756431	50.7790137033333	0.972530541298035	0.00119675601785156
ACOX1	10.4603957933333	15.1962970533333	0.538782378495174	0.00160834221745209
ACOX3	12.1381525133333	6.25339778033333	-0.956836657499177	0.00191750922577035
ACOXL	20.5488113266667	1.312799075	-3.96833690915397	2.79647361469189e-05
ACP1	168.656263633333	202.703825666667	0.26528741849299	0.0112285786851059
ACP2	39.9601219266667	33.76892405	-0.242864772366279	0.0278101886195709
ACP5	11.51961546	2.57078218333333	-2.16381327440081	0.00498972328876628
ACP6	83.5095158766667	34.43722005	-1.27797191583798	4.40044470570829e-06
ACPT	0.992004041	0.263838382	-1.91069154101942	0.00431960191258905
ACRC	5.142117087	1.240364592	-2.05159821315463	0.00700239943553113
ACRV1	0.978337859333333	2.31600429766667	1.24323325360489	0.000297744045311794
ACSBG2	0.453003972666667	2.60605819566667	2.52427369365985	0.00268740732602451
ACSF2	8.14813060566667	6.13240253733333	-0.410016705200369	0.0437652879788762
ACSF3	14.731405	9.422910258	-0.644650424279419	0.00392555293632613
ACSL1	5.601966569	16.4267999	1.55204617772615	0.00405825694530586
ACSL3	34.35357822	61.3765807133333	0.837227899624736	2.09989511075006e-05
ACSL4	25.6997282466667	44.93606906	0.80612082104175	7.38008045177796e-05
ACSL5	45.2140451333333	26.13474709	-0.790801797836883	0.000287717771565292
ACSM3	3.76533658066667	14.6355691	1.95862810840712	5.87485053325608e-06
ACSS1	253.1854242	46.15999543	-2.45547936542279	0.00376476730644509
ACSS2	26.6801787966667	17.7206192933333	-0.590339311224926	0.00871883600376322
ACTA1	0.705707693333333	1.11194653233333	0.655944775250561	0.308303110751272
ACTA2	0.573700218333333	1.05026078733333	0.872378631815553	0.135112370091825
ACTB	4730.96611033333	2912.31917766667	-0.699966348948157	0.000948107524818421
ACTG1	2627.72085366667	1616.746164	-0.700718837003341	0.00125796629886332
ACTL10	4.525535072	6.149019126	0.442267916355595	0.0605794314041493
ACTL6A	156.7018079	151.777670266667	-0.0460622694207313	0.428411327665221
ACTL8	3.509700066	0.501663765333333	-2.80655510254797	0.0842015999285728
ACTN1	2.01279024366667	6.18512113833333	1.61960501693794	0.0223767559580941
ACTN4	175.7516626	108.022646773333	-0.702204534387271	0.00118107292007881
ACTR10	24.2753958066667	27.4083206633333	0.175119116666127	0.0294104206140729
ACTR1A	63.13512779	50.02422123	-0.335816127887185	0.00162140756240251
ACTR1B	106.725018833333	51.23018758	-1.05883233781065	9.18092789260269e-05
ACTR2	361.8851364	394.6707572	0.125117774362049	0.00095866979909254
ACTR3	173.875036433333	151.864859433333	-0.195262739104465	0.000418004527938386
ACTR3B	12.0689092066667	14.80461418	0.294751602655796	0.156451855188012
ACTR3C	7.27553448266667	4.56776122466667	-0.671565999461708	0.0405312537625764
ACTR5	18.60862322	27.3752505866667	0.55690085094464	0.0105420757890662
ACTR6	22.7332143266667	48.99442558	1.10781592745572	0.000177979267759555
ACTR8	26.4606810433333	29.81723997	0.172296526783481	0.00232955952810139
ACVR1	4.60680715033333	8.56873955933333	0.895315797765516	0.00773702335989108
ACVR1B	3.626132071	9.45647133066667	1.38287047241542	0.00288108927510421
ACVR1C	1.44874210933333	1.21488335433333	-0.253983001792723	0.213068904298337
ACVR2A	3.85816911166667	10.5809719133333	1.4554838657969	0.00200935641575408
ACVR2B	1.750109733	7.84838952166667	2.16495126261353	0.0114901969911627
ACVR2B-AS1	0.113302092333333	0.439897000666667	1.95699126116286	0.0203267275075067
ACY1	2.58889332166667	2.73136952966667	0.0772889923861508	0.764359037226703
ACY3	11.75609848	1.23896207633333	-3.2462054160136	0.000507078448286273
ACYP1	32.4102977933333	56.1263982933333	0.79222720605061	0.000526151014931764
ACYP2	30.5644642866667	9.150334144	-1.73995894817504	0.000239658115545791
ADA	287.748953133333	75.1317775866667	-1.93731553831466	0.000146986852147892
ADAL	7.939974811	8.02406474266667	0.0151988159428819	0.810185906498238
ADAM10	186.5485153	156.997636266667	-0.248808039821111	0.000616017563053556
ADAM11	1.570644305	6.26201480766667	1.99527042142067	0.00602068168074019
ADAM15	148.6024843	86.7713277466667	-0.776167924605433	0.000418415751921926
ADAM17	27.76108051	41.79248787	0.590179922348767	0.000103557232979054
ADAM19	0.567140014333333	0.137028371	-2.04923032216003	0.0102912031824249
ADAM1A	3.90234632933333	6.49337992766667	0.734627802552399	0.0153774108450815
ADAM22	4.54932999333333	24.19063469	2.41072262996432	0.000268542588851194
ADAM8	242.125610466667	3.29018767033333	-6.20144199927901	6.31006400332079e-05
ADAM9	48.1684935233333	80.2517339233333	0.736442759386863	5.04945698517554e-05
ADAMTS13	0.202895475333333	1.43689055566667	2.8241415817608	0.0366929976435811
ADAMTS17	0.479139204	2.5284689	2.39974726630003	0.00938537991320021
ADAMTSL2	0.441787676666667	17.90787838	5.34109743884128	0.00197986202352097
ADAMTSL5	0.749491962666667	4.27095976433333	2.51057539443953	0.00514364552479889
ADAP2	0.302279896666667	4.00010573966667	3.72608119718073	0.00251542175673593
ADAR	278.391082233333	205.037937866667	-0.441222123577958	0.00685026990264101
ADAT1	8.71210566	9.32195528833333	0.09761114207842	0.506317475387782
ADAT2	9.15431830066667	14.3342662233333	0.646943693127069	0.000825056573889497
ADAT3	25.54101977	11.679380337	-1.12885239592147	0.00636961018178378
ADC	1.19020335066667	0.179001469	-2.73316475207835	0.00267129862278582
ADCK1	5.15618018933333	10.794868541	1.06597108792599	0.0123989721992065
ADCK2	65.7372579533333	22.5850237933333	-1.54134484601075	7.44338639207544e-05
ADCK3	150.503078166667	131.0926396	-0.199206308552418	0.011157385336191
ADCK4	20.26685106	7.251608009	-1.48274910267823	0.00485785589579521
