CTRL KMS12PE	siIRF4 MM1S	LOG2_FOLD_CHANGE	P_VALUE
AAAS	68.5372160533333	88.4251762366667	0.367569597794132	0.0239713461707472
AACS	31.1574468166667	23.1651021833333	-0.427623970988022	0.012434368653669
AAED1	56.2239651833333	3.74151235266667	-3.90949175975219	0.000610507572180634
AAGAB	93.9941821266667	60.2291721066667	-0.64210903418147	0.000193999078254419
AAK1	2.50623991533333	3.792106215	0.59747484753996	0.0142953417756023
AAMDC	65.2645465133333	21.7181284633333	-1.58739970737221	0.00399535329021475
AAMP	181.678880433333	164.055194866667	-0.147209442774114	0.0266751853425244
AAR2	53.5248244633333	47.6698816033333	-0.167130117024936	0.0690917587234482
AARS	129.8887585	105.562467766667	-0.299179592563209	0.0322535508293766
AARS2	25.4616042033333	17.70969249	-0.523784157378094	0.0135076975080105
AASDH	12.6508446933333	10.44569157	-0.27632570549051	0.00216982451481941
AASDHPPT	162.255941666667	68.07560019	-1.25306160739693	9.22629196114547e-06
AASS	7.872664695	10.1116013633333	0.361087554623181	0.0274215486786453
AATF	120.979132166667	88.5790465966667	-0.449720842536916	0.00117390790348396
ABAT	16.8208976466667	2.62643517366667	-2.67907681593929	0.00277799039178485
ABCA1	6.68441051333333	1.17504199866667	-2.50808801422857	0.00882981527229351
ABCA11P	9.250975854	8.62667673966667	-0.100800662581928	0.528361482373104
ABCA2	11.1842906603333	1.05324241966667	-3.40856432168557	0.00776303873883742
ABCA3	21.4440549866667	0.435197704	-5.62276298404821	0.00196809856601934
ABCA7	7.24855836733333	22.9260812333333	1.66122377765639	0.000394075365453026
ABCB10	95.63564426	79.19936542	-0.272059552933498	0.00922234593035342
ABCB6	2.49338261866667	21.6309721666667	3.116922314441	0.00499365431859759
ABCB7	53.0408720666667	31.8415202033333	-0.736195279757849	0.000273995174286333
ABCB8	14.8088868733333	42.17737853	1.51000622652597	0.00297743481167596
ABCB9	25.6287534133333	2.58868731066667	-3.30747069067715	0.00189664502901106
ABCC1	51.4392993833333	21.0648056566667	-1.28803638722142	0.00294822586143677
ABCC10	9.147497647	16.5653545633333	0.85672003848774	0.00296697308787147
ABCC2	0.184007439333333	1.229205512	2.7398901413382	0.0215672280414077
ABCC5	10.3346811576667	18.3833642866667	0.830906934386098	0.000424923167865853
ABCD1	16.8114548333333	7.13596792966667	-1.23626354158116	0.018074447646651
ABCD2	12.83199374	3.094046951	-2.05217834867588	0.000322459999832584
ABCD3	26.9457779266667	14.56722365	-0.887333295992335	4.62083266652459e-05
ABCD4	13.67699478	7.90630560766667	-0.790675637618748	0.000263369254355731
ABCE1	140.861298333333	140.865677533333	4.48508709834092e-05	0.998820172048449
ABCF1	31.5198062466667	12.40614604	-1.34520365359624	9.71987312403197e-06
ABCF2	124.381473566667	68.79331659	-0.854431298111332	9.26849143002586e-05
ABCF3	68.6876268966667	73.34897743	0.0947266118279255	0.220465359883088
ABCG2	21.55256811	16.9865627933333	-0.343465830027484	0.00337112502066306
ABHD1	5.379452806	0.913257809	-2.55836534054663	3.18914150789717e-05
ABHD10	21.02579899	23.86171415	0.182537060805127	0.0986823290678345
ABHD11	43.8849773333333	24.1694960966667	-0.860539767123274	0.00294211440907153
ABHD12	45.8558127	136.235876866667	1.57093015101735	0.00202174285677776
ABHD13	24.9565026266667	14.4631734066667	-0.787031637962485	0.00210645549025386
ABHD14A	42.8201581	14.7200823433333	-1.54050438065765	9.63218338581791e-05
ABHD14B	44.5619923366667	49.1462512766667	0.141267640424196	0.0458280085429151
ABHD15	19.3189233533333	23.8939309833333	0.306629527929364	0.0128303561223483
ABHD16A	4.59035059066667	5.076302848	0.145173797220464	0.067031428193939
ABHD16B	9.993668256	5.43596659533333	-0.878477737404533	0.0016576424083852
ABHD17A	56.1185882566667	129.383842133333	1.20510683875339	0.00969752972728341
ABHD17B	44.6737999866667	39.55985191	-0.175391951111946	0.0313740063207282
ABHD17C	22.66864953	16.6712823033333	-0.443333369802704	0.00539720550208342
ABHD2	28.8740321266667	180.527640366667	2.64437525077519	0.00205952088629472
ABHD3	32.1252063766667	95.18685708	1.56705666484248	0.00010276805796722
ABHD4	18.1953141333333	68.34340438	1.90923515548458	7.03318765547112e-05
ABHD5	9.89320682433333	11.6753616633333	0.238957097506091	0.00669721078541531
ABHD6	23.3527338633333	9.942226013	-1.23195064855725	4.30101186886397e-06
ABHD8	6.13615560033333	17.6057987233333	1.52064370731118	0.00281490646230887
ABI1	137.705805566667	121.978908533333	-0.174957671778375	0.00627898243928659
ABI2	30.99562087	17.5080187566667	-0.824048568067974	0.000136176133242995
ABL1	44.1893291	15.0746403933333	-1.55157444075184	0.00511176485778428
ABL2	15.9063749033333	11.10961023	-0.517796877816165	0.0268302921611337
ABLIM1	5.36587465466667	65.95776819	3.61965732404338	0.00234662298554866
ABR	0.946206295	87.1460955	6.52513745799699	0.00113868661732277
ABRACL	215.017982066667	132.8166261	-0.695021562402375	0.00565059209195545
ABT1	111.1418329	64.0198559866667	-0.795810601218173	6.15090935165591e-06
