siIRF4 KMS12BM	siIRF4 KMS12PE	LOG2_FOLD_CHANGE	P_VALUE
AAAS	91.8672052633333	73.13092465	-0.329068337194499	0.000747700789556079
AACS	22.9685070933333	32.5935122933333	0.504927738505887	0.000964421905033375
AAED1	34.4322687966667	51.14428131	0.570811688764477	0.00233690062694894
AAGAB	47.6976030966667	90.5704839966667	0.925124197525629	0.000296668381567454
AAK1	3.387100254	2.61551091666667	-0.372957897887077	0.0721962245197875
AAMDC	48.0783607	60.5141770466667	0.331885465308718	0.063613053593432
AAMP	191.950389	168.891850033333	-0.184633772106355	0.0703943025699187
AAR2	39.8111017266667	50.10535064	0.331793876956396	0.0190208547131499
AARS	141.9750372	90.6348861566667	-0.647498921612094	0.00239280187730915
AARS2	33.33875706	23.9419800933333	-0.477657844963531	0.00698435389740042
AASDH	9.14086035133333	13.77350871	0.591494257902368	0.0153717320142014
AASDHPPT	92.34137944	135.652342	0.554864766229638	0.000186312099011037
AASS	4.60447519866667	6.44791148266667	0.485795206039787	0.0147137970489628
AATF	152.606361066667	106.668996433333	-0.516674184292359	0.0018986463481583
ABAT	3.535179651	36.55265713	3.37012084713908	0.00033781829905861
ABCA1	0.0758069393333333	7.386552614	6.60642747134956	0.000826975012675506
ABCA11P	9.591519331	8.00088472866667	-0.261599821018741	0.139589775230224
ABCA2	50.11076114	17.4843581533333	-1.51905561523631	0.00871077728159952
ABCA3	51.7923641066667	24.38477983	-1.08675846666877	0.00251442231345809
ABCA7	12.6417585933333	10.3106804533333	-0.294057624084262	0.152450968143374
ABCB10	83.3866155166667	85.8102472466667	0.0413341074904576	0.622925207015364
ABCB6	4.01687403766667	3.11104303366667	-0.368674870466119	0.0604095027460962
ABCB7	48.0079622166667	52.34771505	0.124852866117536	0.109871139114145
ABCB8	37.90462051	14.4231430366667	-1.39398813576021	1.99464709710517e-05
ABCB9	9.767991988	23.1231533266667	1.24320423086883	4.24905044051847e-05
ABCC1	48.2660667766667	58.4876989966667	0.27712396646373	0.00140982624820315
ABCC10	14.1431015633333	11.32061233	-0.321146540533783	0.0206395029308376
ABCC2	0.143266941	0.155723827666667	0.120283966867987	0.748342796865977
ABCC5	17.21773695	9.738234124	-0.822163440472	0.000748575326848733
ABCD1	47.86544355	22.5541380666667	-1.08559232548456	0.00377080945686263
ABCD2	0.964514822666667	14.8331305166667	3.94287588919339	0.00480399976136957
ABCD3	37.2937276733333	22.6469128666667	-0.719618606617354	0.00442744289174828
ABCD4	29.7786709833333	14.9843280866667	-0.990824974829848	0.00450583773729943
ABCE1	91.36408835	115.4876804	0.338039846145202	0.000375206992062938
ABCF1	25.1338990466667	28.4994893733333	0.181301575383861	0.0177828309617786
ABCF2	101.710460313333	100.138467623333	-0.0224717756429102	0.705445233837214
ABCF3	68.46466417	62.81457646	-0.124260196502476	0.005731876430638
ABCG2	1.63268761466667	14.09239877	3.1095965154622	0.000593723675201441
ABHD1	12.7225415333333	7.768749244	-0.711632650183561	0.00526679554319149
ABHD10	17.0384471533333	20.58960929	0.273122596042227	0.0293446433297686
ABHD11	27.60744731	42.7815542533333	0.631931399547683	0.00147275202835641
ABHD12	61.1463087966667	45.09017805	-0.439452203750798	0.00762800760719729
ABHD13	17.41519219	19.5063487466667	0.163597361235677	0.0491113178490271
ABHD14A	37.6959880166667	34.8926599533333	-0.111487403739066	0.219990438117881
ABHD14B	90.1236557533333	51.8838458333333	-0.796620414134179	0.000306640891976863
ABHD15	60.1484455166667	20.3202434966667	-1.56560976273609	0.00359613409155855
ABHD16A	3.84814107366667	4.76749155633333	0.309068693811333	0.0193101915904777
ABHD16B	35.9127867033333	12.1996906	-1.55765304567061	0.000531417176938398
ABHD17A	111.876264133333	62.24924843	-0.845775660106044	3.15538315217981e-05
ABHD17B	34.2393449766667	42.8985218733333	0.325272836362107	0.012770957363894
ABHD17C	25.76037189	19.0658999633333	-0.43415878921501	0.000693593381847974
ABHD2	94.58664109	28.5986639533333	-1.72568868939227	2.27688187737963e-05
ABHD3	71.3370248133333	23.5919188466667	-1.59635828309954	5.03157751541114e-05
ABHD4	15.42945388	20.20392407	0.388948525845617	0.00673622451749234
ABHD5	7.67683927966667	8.72417118	0.184505633355805	0.0933242779936672
ABHD6	15.10119849	18.3473729533333	0.280910455292408	0.0560327335125643
ABHD8	11.5246360466667	7.68976826033333	-0.58370916365272	0.00520201472729819
ABI1	43.8911538933333	147.199827866667	1.74577388023568	0.000757043134161801
ABI2	18.4197311833333	34.5548153366667	0.907634762357354	0.000156030237753434
ABL1	46.4406773433333	45.8873105866667	-0.0172937600619946	0.65243976237326
ABL2	8.21872706366667	12.1874482266667	0.568409221958773	0.000921545715788156
ABLIM1	18.2904954866667	6.306466695	-1.5361903157154	1.58033181895702e-05
ABR	26.1318653666667	0.373448214666667	-6.12875810058736	0.000723138180303098
ABRACL	105.427570333333	217.642528933333	1.04570830216487	0.000518855637730882
ABT1	125.436596866667	106.1773278	-0.24048258609098	0.0078157121206762
ABTB1	31.77935632	7.41825222766667	-2.09893867688949	0.0023053046799354
ABTB2	0.335656391	0.901065089	1.42464621175264	0.00134670379990847
ACAA1	118.0211366	58.55711672	-1.01112883339647	3.66162948083155e-05
ACAA2	172.876921566667	97.43420784	-0.827245010169449	0.000467595346418259
ACACA	22.8072783166667	49.7807392633333	1.12609336068228	0.000902999160555166
ACACB	2.61769966166667	4.330977514	0.726393101040233	1.89682592545049e-05
ACAD10	12.4291451666667	8.82186098533333	-0.494572144490895	0.00312022330320749
ACAD11	4.016365857	0.957168939666667	-2.06904520561391	0.000526781142156794
ACAD8	52.2209907233333	61.6787423466667	0.240143520091623	0.0203310251078687
ACAD9	70.7491050566667	41.5574556566667	-0.767604570282628	0.00031076546310096
ACADM	108.919941166667	118.602029933333	0.122860594325908	0.0401075161088799
ACADS	26.98328634	16.55303021	-0.704970725217725	0.00158945301559019
ACADSB	16.0164709266667	6.32819500966667	-1.33969033526466	1.21170895042441e-05
ACADVL	164.0550469	94.52589636	-0.7953984467992	6.25438220003099e-06
ACAP1	108.364355433333	45.6702295166667	-1.24656434018433	0.00915024183892125
ACAP2	45.1981185433333	42.6308298333333	-0.0843655805425678	0.39694485077399
ACAP3	76.24411866	43.2537656466667	-0.817800316469796	0.00307278860679521
ACAT1	256.632069066667	187.844780166667	-0.45016043577543	0.00484359736680838
ACAT2	150.765880233333	163.708181433333	0.118816453527157	0.0720917291497075
ACBD3	41.4781554833333	61.9215169333333	0.578089075075433	0.000150491351244547
ACBD4	32.0041700433333	8.379954361	-1.93324560417817	0.00189716335843801
ACBD5	10.1954339133333	39.5874896566667	1.95712140816049	0.00267104185296568
ACBD6	91.8944848333333	88.7754431566667	-0.0498176218691092	0.0937461403030564
ACCS	2.03249685866667	4.17560621133333	1.03873253962141	0.0202038074422647
ACD	28.7443494566667	27.64368023	-0.0563286840811894	0.303582481391976
ACER2	1.442080825	0.347799991333333	-2.05182222446277	0.0287336230982531
