siIRF4 MM1R	siIRF4 KMS12PE	LOG2_FOLD_CHANGE	P_VALUE
AAAS	97.6448184166667	73.13092465	-0.417061885395268	0.0008730844977883
AACS	18.9715002766667	32.5935122933333	0.780751053621945	0.00269863928939761
AAED1	3.92929262133333	51.14428131	3.70223141731554	0.000832412104236362
AAGAB	49.36294734	90.5704839966667	0.875612430338023	1.54194857052903e-05
AAK1	5.21116648133333	2.61551091666667	-0.99451355376384	0.00148124404381315
AAMDC	25.8010105366667	60.5141770466667	1.22984559931172	0.00145955600807369
AAMP	181.9801092	168.891850033333	-0.107681057710579	0.0474796536994694
AAR2	40.97518598	50.10535064	0.290214176363711	0.014800066511313
AARS	140.2814876	90.6348861566667	-0.630186266526772	0.00232125569179855
AARS2	23.8933247233333	23.9419800933333	0.00293485681707637	0.909245411301566
AASDH	7.952069535	13.77350871	0.79249384591087	0.00388653751714053
AASDHPPT	56.8417842266667	135.652342	1.25489020990005	0.000560749599581261
AASS	24.0463149333333	6.44791148266667	-1.89891197607881	0.000635149632709886
AATF	109.025787133333	106.668996433333	-0.0315284915193571	0.525279459777451
ABAT	2.184106072	36.55265713	4.06486145598059	0.00102032806378231
ABCA1	2.81874016633333	7.386552614	1.38985070439158	0.000564370333478685
ABCA11P	4.05071574266667	8.00088472866667	0.981982692348345	0.0118614080345474
ABCA2	0.783489164	17.4843581533333	4.48000770405912	0.00081546804508775
ABCA3	0.479173276	24.38477983	5.66928968638105	1.23352240847651e-05
ABCA7	67.55471202	10.3106804533333	-2.71191685621952	0.00176418713423553
ABCB10	59.22592972	85.8102472466667	0.534921000212704	0.0117908606952118
ABCB6	20.2727519733333	3.11104303366667	-2.70407168791852	0.000306172965832159
ABCB7	29.6771169933333	52.34771505	0.818775618625615	0.000731845389897102
ABCB8	46.4346911366667	14.4231430366667	-1.68681745329657	0.000118723906010157
ABCB9	3.125837036	23.1231533266667	2.887023681762	0.000115698270855741
ABCC1	16.7685703	58.4876989966667	1.80237354321292	3.71124387176857e-06
ABCC10	22.0038112366667	11.32061233	-0.958801436340702	0.00257749352450272
ABCC2	1.61712149833333	0.155723827666667	-3.37636645956774	0.00644057138521798
ABCC5	24.0729794733333	9.738234124	-1.30568262184922	0.00343731278229409
ABCD1	7.08776064333333	22.5541380666667	1.66999036338795	4.81036576050339e-05
ABCD2	2.58290943333333	14.8331305166667	2.52175414614625	0.00467878219431837
ABCD3	14.9448258	22.6469128666667	0.599668320703303	0.000223591577826198
ABCD4	9.27733008566667	14.9843280866667	0.691672814997166	0.000148349916810465
ABCE1	107.151915533333	115.4876804	0.108081319943978	0.030739067705691
ABCF1	14.1473392433333	28.4994893733333	1.01040532655121	0.000454855225698244
ABCF2	75.6877929066667	100.138467623333	0.403863740687317	0.00141838803644071
ABCF3	78.3428270666667	62.81457646	-0.318701806985616	0.000404588265102234
ABCG2	27.75979512	14.09239877	-0.978079716007716	0.000398738482290092
ABHD1	1.91317194766667	7.768749244	2.02171580303537	0.000205509845142659
ABHD10	24.6570625033333	20.58960929	-0.260084482280758	0.0186411382015895
ABHD11	25.4136151833333	42.7815542533333	0.751387277706083	0.000144149221027323
ABHD12	259.809083666667	45.09017805	-2.52656676045502	0.00346161338761639
ABHD13	10.0738454916667	19.5063487466667	0.953329246655255	1.1172428753665e-06
ABHD14A	15.65439109	34.8926599533333	1.15635618896476	0.00508905463600968
ABHD14B	63.9371027	51.8838458333333	-0.301367948349829	0.0014094121674835
ABHD15	18.7771202566667	20.3202434966667	0.113941868192748	0.48952657896364
ABHD16A	5.28634280133333	4.76749155633333	-0.149039598480196	0.0802866430394735
ABHD16B	7.844522558	12.1996906	0.637087011553675	0.0320486790963038
ABHD17A	185.066531166667	62.24924843	-1.57191568696444	0.00174920308435351
ABHD17B	26.3023009766667	42.8985218733333	0.70573892375112	1.01884359099591e-05
ABHD17C	6.64659941033333	19.0658999633333	1.52030632128747	0.000498754764543577
ABHD2	149.916136066667	28.5986639533333	-2.39013601945563	2.18658353761423e-07
ABHD3	69.07647131	23.5919188466667	-1.54990162155071	0.00261753880240531
ABHD4	81.6074769266667	20.20392407	-2.01406581386631	3.60118416484192e-05
ABHD5	9.30569867166667	8.72417118	-0.0930963939870954	0.2565701147815
ABHD6	6.941835228	18.3473729533333	1.40218448053919	0.00179215906913175
ABHD8	17.5498696733333	7.68976826033333	-1.19044829026149	0.00225431485686623
ABI1	87.6680266433333	147.199827866667	0.74765330511802	0.00394076568319535
ABI2	12.0427769033333	34.5548153366667	1.52071867267427	7.5193652885362e-05
ABL1	14.63894878	45.8873105866667	1.64828329649259	0.000702753694566165
ABL2	11.73026812	12.1874482266667	0.0551601006030476	0.301310174967137
ABLIM1	34.1735097566667	6.306466695	-2.43797458366603	0.00123708457638081
ABR	120.510403233333	0.373448214666667	-8.33403377802609	0.000115711280260889
ABRACL	92.7058500833333	217.642528933333	1.23122821099178	0.000745335598753894
ABT1	70.98308137	106.1773278	0.580928630097381	0.000906439843080293
ABTB1	48.6085846833333	7.41825222766667	-2.71205990156715	6.27322793911994e-05
ABTB2	0.877369466333333	0.901065089	0.0384468243261982	0.85561039841403
ACAA1	46.92185648	58.55711672	0.319584423611468	0.00931550589324432
ACAA2	72.6674422133333	97.43420784	0.423119245588659	0.000352614849576887
ACACA	13.6470344	49.7807392633333	1.86700017799941	0.0018871245297491
ACACB	7.77912208933333	4.330977514	-0.844914667351874	0.00639950604136836
ACAD10	5.083455474	8.82186098533333	0.795273525627857	0.00124981765567234
ACAD11	3.12225495633333	0.957168939666667	-1.7057428623744	0.00871594055790161
ACAD8	39.2778465933333	61.6787423466667	0.651057512332949	0.000195984514273859
ACAD9	79.86857211	41.5574556566667	-0.942520593063989	0.000247865298166563
ACADM	63.6325801866667	118.602029933333	0.898291175968587	1.83289463490881e-05
ACADS	4.72886056866667	16.55303021	1.80753083263013	0.00203194972277754
ACADSB	12.4405241633333	6.32819500966667	-0.975181308898732	0.000120782783378292
ACADVL	219.045943233333	94.52589636	-1.21245196593702	6.12652543241396e-05
ACAP1	68.3269533233333	45.6702295166667	-0.581200758915475	0.000149848440907585
ACAP2	34.8774921233333	42.6308298333333	0.289600832035051	0.0684412745648417
ACAP3	29.6733774666667	43.2537656466667	0.543656592577636	0.0125917328838053
ACAT1	92.9046822933333	187.844780166667	1.0157178131182	6.79798579143163e-05
ACAT2	57.2554548966667	163.708181433333	1.51564136863194	2.0050916617198e-05
ACBD3	75.8883969866667	61.9215169333333	-0.293438505969869	0.000569765290806053
ACBD4	15.78140964	8.379954361	-0.913211784858338	0.00236490795861277
ACBD5	18.85830252	39.5874896566667	1.06984476381337	0.0033548457696333
ACBD6	122.337203066667	88.7754431566667	-0.462630635819051	0.00384160175139715
ACCS	15.28059001	4.17560621133333	-1.87164268212582	9.28243102750918e-05
ACD	36.7125187433333	27.64368023	-0.40932240120423	0.0272150267417065
ACER2	0.551806214	0.347799991333333	-0.665903806565048	0.0479569590591477
ACER3	7.523221924	5.86719144466667	-0.358680580902041	0.0169834995988407
ACIN1	64.5000274666667	63.9210415133333	-0.013008859526085	0.44354963889887
ACKR4	1.05159387466667	0.650143207333333	-0.693748202334134	0.044564820504056
ACLY	119.916576633333	214.624264	0.839782083805876	0.00114704707226476
ACN9	20.1994053466667	47.14244281	1.22271369568745	0.000737477915898483
ACO1	19.8660038666667	27.90453978	0.49019815533908	0.0219141430843852
ACO2	146.088245866667	43.6614752133333	-1.74240732345693	0.000203335013915161
ACOT11	1.10419608733333	0.0604011653333333	-4.19227619984422	0.0134184715840194
ACOT13	18.93137004	27.1408487	0.519687013948994	0.000405829757785431
ACOT2	1.139081765	34.0562520433333	4.90197645766912	0.000728962652208583
ACOT7	41.7243821033333	61.1682214733333	0.551891644032131	0.00339511792351467
ACOT8	46.7576177666667	54.11101799	0.210720954476086	0.0581706389765097
ACOT9	25.87756431	49.8466997	0.945796156351086	0.000775654799310752
ACOX1	10.4603957933333	17.7364304433333	0.761778248007887	7.30161535960623e-05
ACOX3	12.1381525133333	8.347656741	-0.540105670373433	0.0298989199640519
ACOXL	20.5488113266667	4.40343889633333	-2.22235238990989	4.192198040261e-06
ACP1	168.656263633333	213.613769266667	0.340918745456751	2.77609174031246e-07
ACP2	39.9601219266667	34.46006193	-0.213635690791768	0.0115681303403025
ACP5	11.51961546	4.66796317	-1.30322747510559	0.00961388213159027
ACP6	83.5095158766667	31.61648278	-1.40126371950107	8.05358089451417e-06
ACPT	0.992004041	0.528097964	-0.909540418213873	0.013039267396112
ACRC	5.142117087	1.374729892	-1.90321427635486	0.00484199499533757
ACRV1	0.978337859333333	2.34461094466667	1.26094387072858	0.00975632726274113
ACSBG2	0.453003972666667	2.11741328433333	2.22470727992441	0.0229466637111322
ACSF2	8.14813060566667	8.628450761	0.0826324413298146	0.345312994279992
ACSF3	14.731405	10.53693233	-0.483440124160683	0.00391042839903652
ACSL1	5.601966569	19.0110400366667	1.76283218069778	0.000214297879771378
ACSL3	34.35357822	49.30049694	0.521141812839059	0.00438577151416002
ACSL4	25.6997282466667	42.12576076	0.712949636337271	0.00713310643152767
