GENE	H3k27me3_25_DMSO_compare_TSS_SIGNAL	H3k27me3_25_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
TMEM200B	17633.7582	3294.3335	-14339.4247	0.157412034848834	-2.42028146424941
CHST3	7856.198	572.5596	-7283.6384	0.0679292995684204	-3.77833350840966
KIF26B	7696	1666.8448	-6029.1552	0.178027601183777	-2.20698901793539
CADM3	5225.1134	1658.1788	-3566.9346	0.240899086050713	-1.65586276837587
MT1G	15990.8808	12441.7506	-3549.1302	0.437587025448513	-0.362059914419217
SORBS3	19329	16794.916	-2534.084	0.464925120521264	-0.202742420661482
LOC641518	5290.584	3060.3182	-2230.2658	0.366465577815053	-0.789745316173678
C17orf102	5427.3739	3309.6748	-2117.6991	0.378809242530604	-0.713564832997961
PTRF	4590.837	2986.6288	-1604.2082	0.394146127323993	-0.620239269205606
CCDC48	4272.8	2993.389	-1279.411	0.41196134589948	-0.51340201571751
WHAMML1	6653.2	5419.8195	-1233.3805	0.448919965713631	-0.295803597519683
MAP6	6102	5440.5916	-661.4084	0.471349224553696	-0.165518643885701
NPR1	13484	12866.3032	-617.6968	0.48827913297028	-0.0676509405043288
TMEM132E	3742.5391	3309.6748	-432.8643	0.46931004177284	-0.177327920300216
EGR4	5103.5824	4826.0384	-277.544	0.486024441134751	-0.0806708907001553
SLC26A10	13374	13188.1963	-185.803700000002	0.496502478599633	-0.0201837563244085
HELT	6683.6	6546.8316	-136.768400000001	0.494831294846043	-0.0298285237164219
NCRNA00114	15843.721	16211.5623	367.841300000002	0.505737608002984	0.0331119279002358
CRABP1	8989.8	9407.3067	417.5067	0.511347075026749	0.0654927204740388
FAM138E	3129.5739	3679.6701	550.0962	0.540393338819992	0.233610183904567
D4S234E	3637.01	4274.3141	637.304099999999	0.540277966870299	0.232940036517717
LOC441617	4924.2916	5713.5069	789.2153	0.537094860369841	0.214460335011222
SFRP5	11927.2	12717.901	790.700999999997	0.516041748013124	0.0926051843537859
OTOP1	4058.9096	4912.924	854.0144	0.547594195237861	0.275489712929156
KCNJ9	3586.0082	4580.0948	994.086600000001	0.560866645938705	0.352998672739985
GDF7	4226.7279	5660.7644	1434.0365	0.572517705020109	0.421455639834046
MIR129-2	3101.2531	4596.1553	1494.9022	0.597104253946042	0.567576273959453
LOC440461	4691.2	6273.4725	1582.2725	0.572153203846262	0.41930721781932
LHX9	6812	8405.1887	1593.1887	0.552348325679894	0.303201773915336
RNF39	3881.1136	5575.664	1694.5504	0.5895944935831	0.522672962956339
CHRNB2	3416.9405	5125.3719	1708.4314	0.599998180820453	0.584951565223984
HAND1	3094.1704	4843.304	1749.1336	0.610181999453126	0.646438909449279
C9orf44	2556.8	4506.6136	1949.8136	0.638022046450742	0.817704444360235
RFX4	3369.1716	5451.6027	2082.4311	0.618041286919676	0.694286515494385
NCKAP1	8923.8	11043.1453	2119.3453	0.55307134536999	0.307421052507575
TNFRSF10C	3566.8	5721.4128	2154.6128	0.615986403756813	0.681741116281571
GH2	3367.287	5540.8538	2173.5668	0.621998902397232	0.718521610914172
TRIM7	3946.1147	6152.8052	2206.6905	0.609253787625348	0.640811426163769
CAMKV	6507.6	8894.0371	2386.4371	0.57747348819172	0.450712846478038
SLC6A7	2220.8376	4764.2143	2543.3767	0.682058539894313	1.10113440993786
FAM138C	2737.8648	5334.1013	2596.2365	0.660818099818333	0.962194017551309
ICAM5	5245.8	7880.1745	2634.3745	0.600349673085225	0.587064772496314
TMEM51	2108.1436	4832.4282	2724.2846	0.696257936557907	1.1967751550034
SMAD6	3265.5636	6045.2638	2779.7002	0.649272458857953	0.888473290007421
ADAMTS8	4085.4741	7082.2374	2996.7633	0.634170877354774	0.793701698329513
TUBB4	4280.8	7364.0025	3083.2025	0.632385349601249	0.782609682415508
PLXND1	3377.5732	6625.8683	3248.2951	0.662358879191726	0.972122491270089
NTN3	6055.4	9394.7501	3339.3501	0.608068532615745	0.633632523719276
HPCA	3668.8	7285.7957	3616.9957	0.665090332818034	0.989778281202352
NKX1-2	4352.4	8066.1005	3713.7005	0.649522903348919	0.890060230047915
FNDC5	3539.0335	7285.7957	3746.7622	0.673063340343513	1.04173112305486
BMP7	2243.2992	6005.1593	3761.8601	0.728034129043627	1.420580464395
PAX6	1580.173	5372.9613	3792.7883	0.772739468012289	1.76563493100593
CPLX3	2404.5619	6350.6567	3946.0948	0.725356726101619	1.40113171822131
SP9	3449.739	7403.1036	3953.3646	0.682134982774006	1.10164300324387
MT1H	8143.4096	12441.7506	4298.341	0.604403875370375	0.61148461781064
EPHA10	3004.2624	7392.2636	4388.0012	0.711032088988187	1.29900537554311
MT1E	7853.769	12441.7506	4587.9816	0.613029419557211	0.663732421955251
TUBB2B	1894.4	6626.5568	4732.1568	0.77767754907524	1.80651844565957
CLIP2	2333.344	7102.0302	4768.6862	0.75270254782264	1.60583247865286
EGR1	1317.1956	6134.6476	4817.452	0.823238953820177	2.21951087395618
C2orf54	1618.5838	6535.9985	4917.4147	0.801512359498781	2.01367559131098
ATP2B2	6030.5138	11055.5193	5025.0055	0.647050092627996	0.87441396289073
CADM4	1551.4702	6689.6162	5138.146	0.811739602681511	2.1082874557798
FBLIM1	4942.8902	10302.3647	5359.4745	0.675775168573928	1.05954875264625
GALP	8120.4	13643.3055	5522.9055	0.626883390790231	0.74857052336635
OVOL1	7716.1085	13425.754	5709.6455	0.635031752760666	0.799057778189512
LOC100130386	558.525	6365.0026	5806.4776	0.919329418142278	3.5104673400602
KRTAP5-11	1169.2272	6993.848	5824.6208	0.856766332374348	2.5805311453358
CERCAM	695.0208	6535.178	5840.1572	0.903872518692017	3.23309847217731
FAM138A	850.2186	6735.1041	5884.8855	0.887912665864565	2.98579451875219
TNFSF9	942.9728	6874.8975	5931.9247	0.879382393949411	2.86605014194094
ADAM11	4048.291	9988.4542	5940.1632	0.711593325780395	1.30294842787981
CSH1	439.7152	6403.3544	5963.6392	0.935742988789709	3.86418655019976
GAD1	637.6416	6635.4799	5997.8383	0.912329032314392	3.37938315034903
PDGFRA	1249.6084	7253.6391	6004.0307	0.853043393127155	2.53722891018545
KRTAP5-7	875.644	6993.848	6118.204	0.888729285194013	2.99767008667952
RAB34	4955.0144	11093.0368	6138.0224	0.691238871421347	1.16269321267991
RSPO1	6670.4	12875.1156	6204.7156	0.658724786978759	0.94874020330665
TMEM54	1004.0048	7285.7957	6281.7909	0.878886735573432	2.85932037461469
TUBB2A	336.2671	6626.5568	6290.2897	0.951705356213303	4.30057989253956
SEZ6	786.046	7094.8468	6308.8008	0.900259270117213	3.17408588465014
ODZ4	1302.6756	7621.0596	6318.384	0.85402126230729	2.54851373773997
SYT15	7720.032	14050.0557	6330.0237	0.645383514003942	0.863897117196897
THRA	3136.994	9551.086	6414.092	0.752760543754453	1.60628201337278
KRTAP5-9	419.5611	6993.848	6574.2869	0.943405106295834	4.05913361332021
MT1JP	5854.8	12441.7506	6586.9506	0.680005257384417	1.08749769803073
MRC2	3705.2698	10296.96	6591.6902	0.73538001783116	1.47456796780911
GPR124	1309.4811	7918.4237	6608.9426	0.858095512645514	2.59621802820344
BSX	2309.5332	8983.4394	6673.9062	0.795489347065271	1.95966661565131
KRTAP5-8	218.0192	6993.848	6775.8288	0.969769382331389	5.00355934415857
THAP1	0	6832.663	6832.663	1	8
DNAJB1	0	6847.278	6847.278	1	8
MIR639	0	6847.278	6847.278	1	8
TECR	0	6847.278	6847.278	1	8
TCHHL1	0	6849.6998	6849.6998	1	8
HMOX2	0	6856.2218	6856.2218	1	8
LOC283174	0	6877.2415	6877.2415	1	8
MMP17	1987.0164	8913.7296	6926.7132	0.817717392919714	2.16542541709804
DECR2	0	6929.1158	6929.1158	1	8
NME4	0	6929.1158	6929.1158	1	8
OR2V2	0	6935.1	6935.1	1	8
KCNC1	0	6957.8123	6957.8123	1	8
MYOD1	0	6957.8123	6957.8123	1	8
S100PBP	0	6959.7667	6959.7667	1	8
