From	To
ARF1	ARF1
ARF1	ARID3A
ARF1	ARID5A
ARF1	ARX
ARF1	ATF4
ARF1	BHLHE41
ARF1	CHD2
ARF1	CTCF
ARF1	CUX1
ARF1	DMRTC2
ARF1	ELK3
ARF1	ERF
ARF1	FLI1
ARF1	FOXN3
ARF1	FOXO3
ARF1	GZF1
ARF1	HIVEP2
ARF1	IKZF1
ARF1	IKZF3
ARF1	IRF1
ARF1	IRF2
ARF1	IRF4
ARF1	ISL2
ARF1	JUNB
ARF1	KLF2
ARF1	KLF6
ARF1	KLF9
ARF1	MAFF
ARF1	MEF2C
ARF1	MEF2D
ARF1	MIXL1
ARF1	NR1D1
ARF1	NR1I3
ARF1	PAX5
ARF1	PBX2
ARF1	POU5F1
ARF1	PPARD
ARF1	PRDM1
ARF1	RARA
ARF1	RFX1
ARF1	RREB1
ARF1	RUNX1
ARF1	SMAD3
ARF1	SOX30
ARF1	THRA
ARF1	USF1
ARF1	XBP1
ARF1	ZBTB1
ARF1	ZBTB38
ARF1	ZBTB7B
ARF1	ZFP62
ARF1	ZNF217
ARF1	ZNF283
ARF1	ZNF460
ARF1	ZNF526
ARF1	ZNF543
ARF1	ZNF643
ARF1	ZNF76
ARF1	ZNF805
ARID3A	ARF1
ARID3A	ARID3A
ARID3A	ARID5A
ARID3A	ARX
ARID3A	ATF4
ARID3A	ATF6
ARID3A	BCLAF1
ARID3A	BHLHA15
ARID3A	BHLHE41
ARID3A	CHD2
ARID3A	CREB3L2
ARID3A	CTCF
ARID3A	CTCFL
ARID3A	CUX1
ARID3A	DBP
ARID3A	DMRTC2
ARID3A	ELK3
ARID3A	ESR1
ARID3A	ETV6
ARID3A	ETV7
ARID3A	FIZ1
ARID3A	FLI1
ARID3A	FOXK2
ARID3A	FOXN3
ARID3A	FOXO3
ARID3A	FOXP2
ARID3A	GZF1
ARID3A	HES7
ARID3A	HEY2
ARID3A	HIVEP2
ARID3A	IKZF1
ARID3A	IKZF3
ARID3A	IRF1
ARID3A	IRF2
ARID3A	IRF4
ARID3A	ISL2
ARID3A	JUN
ARID3A	JUNB
ARID3A	KLF12
ARID3A	KLF13
ARID3A	KLF2
ARID3A	KLF6
ARID3A	KLF9
ARID3A	MAFF
ARID3A	MEF2C
ARID3A	MEF2D
ARID3A	MIXL1
ARID3A	MYBL2
ARID3A	NFATC2
ARID3A	NR1D1
ARID3A	NR1I3
ARID3A	NR4A2
ARID3A	PAX5
ARID3A	PBX2
ARID3A	POU2F2
ARID3A	POU5F1
ARID3A	POU5F1B
ARID3A	PPARD
ARID3A	PRDM1
ARID3A	RARA
ARID3A	RERE
ARID3A	RFX1
ARID3A	RORA
ARID3A	RREB1
ARID3A	RUNX1
ARID3A	RUNX3
ARID3A	SMAD3
ARID3A	SMAD7
ARID3A	SNAI3
ARID3A	SOX30
ARID3A	TCF3
ARID3A	TEF
ARID3A	TFEB
ARID3A	THRA
ARID3A	USF1
ARID3A	USF2
ARID3A	VSX1
ARID3A	XBP1
ARID3A	ZBED6
ARID3A	ZBTB1
ARID3A	ZBTB20
ARID3A	ZBTB38
ARID3A	ZBTB7B
ARID3A	ZFP62
ARID3A	ZNF114
