From	To
ARF1	ARF1
ARF1	ARID3A
ARF1	ATF4
ARF1	BHLHE41
ARF1	CAMTA2
ARF1	CHD2
ARF1	CREB3L4
ARF1	FBP1
ARF1	FBP2
ARF1	FLI1
ARF1	FOXO3
ARF1	GZF1
ARF1	IKZF1
ARF1	IRF2
ARF1	IRF4
ARF1	IRF9
ARF1	KLF6
ARF1	KLF9
ARF1	MEF2D
ARF1	MNT
ARF1	MXI1
ARF1	PBX4
ARF1	POU2F1
ARF1	PPARD
ARF1	PRDM1
ARF1	RFX1
ARF1	RUNX1
ARF1	SMAD3
ARF1	SP3
ARF1	USF1
ARF1	XBP1
ARF1	ZBTB1
ARF1	ZBTB3
ARF1	ZBTB32
ARF1	ZBTB38
ARF1	ZBTB7A
ARF1	ZBTB7B
ARF1	ZFP62
ARF1	ZNF367
ARF1	ZNF460
ARF1	ZNF543
ARF1	ZNF76
ARF1	ZNF805
ARF4	ARF1
ARF4	ARF4
ARF4	ARID3A
ARF4	ATF4
ARF4	BCL11A
ARF4	BCLAF1
ARF4	BHLHE41
ARF4	CHD2
ARF4	CREB3L2
ARF4	CREB3L4
ARF4	DMRT2
ARF4	ESRRG
ARF4	FLI1
ARF4	FOXO3
ARF4	GZF1
ARF4	HBP1
ARF4	HINFP
ARF4	IKZF1
ARF4	IRF2
ARF4	IRF4
ARF4	JUND
ARF4	KLF1
ARF4	KLF13
ARF4	KLF3
ARF4	KLF9
ARF4	MEF2A
ARF4	MEF2B
ARF4	MEF2C
ARF4	MEF2D
ARF4	MEIS2
ARF4	MNT
ARF4	MYNN
ARF4	NFIX
ARF4	NR4A2
ARF4	PBX2
ARF4	PBX4
ARF4	POU2F1
ARF4	POU2F2
ARF4	PRDM1
ARF4	RXRB
ARF4	SIN3A
ARF4	SMAD3
ARF4	SNAPC4
ARF4	TCF3
ARF4	TCF4
ARF4	USF1
ARF4	ZBED6
ARF4	ZBTB20
ARF4	ZBTB3
ARF4	ZBTB38
ARF4	ZBTB7A
ARF4	ZBTB7B
ARF4	ZFP91
ARF4	ZNF217
ARF4	ZNF490
ARF4	ZNF519
ARF4	ZNF574
ARF4	ZNF592
ARF4	ZNF681
ARF4	ZNF791
ARID3A	ARF1
ARID3A	ARF4
ARID3A	ARID3A
ARID3A	ATF4
ARID3A	BCL11A
ARID3A	BCL6B
ARID3A	BCLAF1
ARID3A	BHLHE40
ARID3A	BHLHE41
ARID3A	CAMTA2
ARID3A	CHD2
ARID3A	CREB3L2
ARID3A	CREB3L4
ARID3A	DMRT2
ARID3A	E2F3
ARID3A	ELK4
ARID3A	ESRRG
ARID3A	ETV6
ARID3A	FBP1
ARID3A	FBP2
ARID3A	FLI1
ARID3A	FOSL1
ARID3A	FOXO3
ARID3A	GABPA
ARID3A	GZF1
ARID3A	HAP1
ARID3A	HBP1
ARID3A	HES7
ARID3A	HEY2
ARID3A	HIVEP2
ARID3A	IKZF1
ARID3A	IKZF3
ARID3A	IRF1
ARID3A	IRF2
ARID3A	IRF4
ARID3A	JUNB
ARID3A	JUND
ARID3A	KLF1
ARID3A	KLF13
ARID3A	KLF2
ARID3A	KLF3
ARID3A	KLF6
ARID3A	KLF9
