Tf	In_Degree	Out_Degree	Total_Connections
ARF1	112	48	160
ARF4	109	69	178
ARID3B	100	97	197
ARID5A	103	100	203
ATF4	116	117	233
ATF5	93	116	209
BACH1	110	104	214
BCL11A	117	118	235
BCL6B	105	119	224
BCLAF1	96	119	215
BHLHE40	109	98	207
BHLHE41	118	68	186
BRCA1	97	45	142
CAD	114	116	230
CAMTA2	113	31	144
CHD2	111	114	225
CREB1	99	112	211
CREB3L2	114	105	219
CREB3L4	112	97	209
DDIT3	102	109	211
DMRT2	104	84	188
ELF1	103	118	221
ELF2	88	103	191
ERF	93	100	193
ESRRA	80	118	198
FLI1	117	118	235
FOXO3	119	118	237
GZF1	108	55	163
HBP1	94	115	209
HES5	102	85	187
HES7	108	115	223
HIVEP2	106	112	218
IKZF1	112	118	230
IKZF3	108	119	227
IRF1	111	118	229
IRF2	118	101	219
IRF4	116	113	229
JUNB	118	112	230
KLF1	115	119	234
KLF13	118	91	209
KLF2	114	115	229
KLF3	109	117	226
KLF6	102	115	217
KLF7	92	119	211
KLF9	110	117	227
LBX2	97	105	202
MAZ	114	119	233
MEF2A	103	116	219
MEF2C	113	114	227
MEF2D	114	110	224
MEIS2	117	116	233
MIXL1	110	91	201
MNT	108	67	175
MXD1	103	62	165
MXI1	107	112	219
MYBL2	92	85	177
MYNN	85	88	173
MZF1	112	119	231
NFE2L1	102	99	201
NFE2L2	113	107	220
NFE2L3	107	113	220
NFIX	115	113	228
NFKB2	101	116	217
NHLH1	97	113	210
NR1D1	108	117	225
NR3C1	110	115	225
NR4A2	109	116	225
PBX2	102	99	201
POU2F1	93	118	211
POU5F1	107	115	222
PRDM1	115	119	234
PRDM14	100	116	216
RARA	103	119	222
RFX1	96	119	215
RFX3	107	116	223
RORA	111	118	229
RXRB	106	117	223
SIN3A	103	119	222
SMAD3	117	119	236
SP3	113	119	232
TBX6	97	103	200
TCF12	103	119	222
TCF4	108	113	221
TFEB	103	78	181
THRA	108	115	223
USF1	99	110	209
XBP1	116	93	209
ZBTB20	111	88	199
ZBTB3	97	119	216
ZBTB32	106	93	199
ZBTB34	110	91	201
ZBTB38	117	102	219
ZBTB5	91	119	210
ZBTB7A	103	111	214
ZBTB7B	118	115	233
ZFP62	114	119	233
ZFP91	109	112	221
ZNF114	105	86	191
ZNF217	113	81	194
ZNF460	108	119	227
ZNF483	91	117	208
ZNF497	103	110	213
ZNF513	90	119	209
ZNF526	93	118	211
ZNF543	108	118	226
ZNF584	103	107	210
ZNF592	99	60	159
ZNF595	99	119	218
ZNF619	101	109	210
ZNF620	101	72	173
ZNF643	113	108	221
ZNF672	108	117	225
ZNF687	90	70	160
ZNF689	91	116	207
ZNF692	108	117	225
ZNF718	99	118	217
ZNF79	101	109	210
ZNF805	108	118	226
ZNF837	103	119	222
