Tf	In_Degree	Out_Degree	Total_Connections
ARID3A	103	112	215
ARID3B	110	109	219
ARID5A	114	116	230
ATF4	121	121	242
ATF5	123	122	245
BARX2	124	102	226
BCL6B	113	124	237
BCLAF1	99	124	223
BHLHE41	120	81	201
CAMTA2	111	34	145
CHD2	113	122	235
CREB1	111	120	231
CREB3L2	121	115	236
DMRTC2	119	83	202
E2F3	116	123	239
ELK3	119	97	216
ERF	111	115	226
ESRRA	114	124	238
FIZ1	114	123	237
FLI1	124	124	248
FOSB	114	67	181
FOSL1	119	101	220
FOXO3	120	123	243
GZF1	114	63	177
HAP1	99	21	120
HES1	111	121	232
HES5	113	93	206
HES7	116	122	238
HINFP	112	117	229
HIVEP2	120	121	241
IKZF1	118	122	240
IKZF3	123	124	247
IRF1	123	124	247
IRF2	114	105	219
IRF3	116	123	239
IRF4	121	115	236
JUNB	122	116	238
JUND	102	124	226
KLF1	119	124	243
KLF12	118	124	242
KLF13	123	105	228
KLF16	108	122	230
KLF2	114	123	237
KLF3	114	123	237
KLF6	103	120	223
LHX6	107	110	217
MAZ	117	124	241
MEF2C	123	121	244
MEF2D	120	122	242
MNT	108	80	188
MZF1	116	123	239
NFE2L2	114	103	217
NFE2L3	114	123	237
NFIX	119	121	240
NFKB1	97	123	220
NFKB2	108	120	228
NR1D1	119	122	241
NR3C1	122	118	240
NR4A2	114	124	238
NR4A3	93	87	180
OVOL1	108	102	210
PAX5	116	124	240
PBX2	110	101	211
POU2F2	122	124	246
POU5F1	113	123	236
PRDM1	124	122	246
PRDM10	89	97	186
RARA	102	124	226
RAX2	94	71	165
RELA	113	124	237
RELB	115	112	227
RFX1	90	124	214
RFX3	107	121	228
SF1	109	112	221
SIN3A	109	124	233
SIX5	108	124	232
SMAD7	123	112	235
SOX15	106	123	229
TBX6	103	115	218
TCF3	108	124	232
TCF4	113	120	233
TFEB	116	93	209
TGIF2	98	107	205
THRA	119	122	241
USF1	104	120	224
XBP1	122	105	227
ZBTB1	115	98	213
ZBTB32	106	100	206
ZBTB38	123	111	234
ZBTB5	90	122	212
ZBTB7A	109	122	231
ZFP62	122	124	246
ZFP91	115	116	231
ZNF114	121	96	217
ZNF143	101	116	217
ZNF215	119	115	234
ZNF217	119	80	199
ZNF283	121	123	244
ZNF335	102	114	216
ZNF367	105	98	203
ZNF460	108	124	232
ZNF48	105	116	221
ZNF490	104	109	213
ZNF524	114	124	238
ZNF526	93	123	216
ZNF543	108	124	232
ZNF557	115	121	236
ZNF574	122	124	246
ZNF579	94	124	218
ZNF580	116	122	238
ZNF581	116	112	228
ZNF592	111	73	184
ZNF595	114	124	238
ZNF643	121	114	235
ZNF688	107	100	207
ZNF689	105	120	225
ZNF718	114	123	237
ZNF764	107	85	192
ZNF768	107	124	231
ZNF771	105	95	200
ZNF784	116	118	234
ZNF785	107	104	211
ZNF791	104	112	216
ZNF805	108	122	230
