From	To
ARF1	CHD2
ARF1	MIXL1
ARF1	NR5A2
ARF1	PAX4
ARF1	PBX4
ARF1	RFX1
ARF1	ZBTB38
ARF1	ZBTB7B
ARID3A	ARF1
ARID3A	ARID3A
ARID3A	BCL6B
ARID3A	CHD2
ARID3A	ELK4
ARID3A	FOSB
ARID3A	FOXO3
ARID3A	HBP1
ARID3A	JUNB
ARID3A	JUND
ARID3A	KLF13
ARID3A	KLF2
ARID3A	MEF2C
ARID3A	MEF2D
ARID3A	MEIS2
ARID3A	MIXL1
ARID3A	MYBL2
ARID3A	MYC
ARID3A	NHLH1
ARID3A	NR3C1
ARID3A	NR4A2
ARID3A	NR5A2
ARID3A	PAX4
ARID3A	POU2F1
ARID3A	PRDM1
ARID3A	RFX1
ARID3A	SIN3A
ARID3A	TCF3
ARID3A	USF1
ARID3A	XBP1
ARID3A	ZBTB38
ARID3A	ZBTB7B
ARID3A	ZFP91
ARID3A	ZNF490
ARID3A	ZNF687
ARID3A	ZNF775
ARID3A	ZNF791
BCL6B	ARF1
BCL6B	ARID3A
BCL6B	BCL6B
BCL6B	CHD2
BCL6B	DDIT3
BCL6B	ELF2
BCL6B	ELK4
BCL6B	FOSB
BCL6B	FOXO3
BCL6B	HBP1
BCL6B	JUNB
BCL6B	JUND
BCL6B	KLF13
BCL6B	KLF16
BCL6B	KLF2
BCL6B	MEF2C
BCL6B	MEF2D
BCL6B	MEIS2
BCL6B	MIXL1
BCL6B	MYBL2
BCL6B	MYC
BCL6B	NHLH1
BCL6B	NR3C1
BCL6B	NR4A2
BCL6B	NR5A2
BCL6B	PAX4
BCL6B	PBX4
BCL6B	POU2F1
BCL6B	PRDM1
BCL6B	RAX2
BCL6B	RFX1
BCL6B	RFX3
BCL6B	SIN3A
BCL6B	TCF3
BCL6B	USF1
BCL6B	XBP1
BCL6B	ZBTB38
BCL6B	ZBTB7B
BCL6B	ZFP91
BCL6B	ZNF490
BCL6B	ZNF672
BCL6B	ZNF687
BCL6B	ZNF692
BCL6B	ZNF775
BCL6B	ZNF791
CHD2	ARF1
CHD2	ARID3A
CHD2	BCL6B
CHD2	CHD2
CHD2	DDIT3
CHD2	ELF2
CHD2	ELK4
CHD2	FOSB
CHD2	FOXO3
CHD2	HBP1
CHD2	JUNB
CHD2	JUND
CHD2	KLF13
CHD2	KLF16
CHD2	KLF2
CHD2	MEF2C
CHD2	MEF2D
CHD2	MYC
CHD2	NR3C1
CHD2	NR4A2
CHD2	NR5A2
CHD2	PBX4
CHD2	POU2F1
CHD2	PRDM1
CHD2	RAX2
CHD2	RFX1
CHD2	RFX3
CHD2	SIN3A
CHD2	TCF3
CHD2	USF1
CHD2	XBP1
CHD2	ZBTB38
CHD2	ZBTB7B
CHD2	ZFP91
CHD2	ZNF672
CHD2	ZNF687
CHD2	ZNF692
CHD2	ZNF775
DDIT3	ARF1
DDIT3	ARID3A
DDIT3	CHD2
DDIT3	DDIT3
DDIT3	ELF2
DDIT3	HBP1
DDIT3	JUND
DDIT3	KLF13
DDIT3	KLF2
DDIT3	MEF2C
DDIT3	MEF2D
DDIT3	MEIS2
DDIT3	MYBL2
DDIT3	MYC
DDIT3	NR3C1
DDIT3	NR4A2
DDIT3	NR5A2
DDIT3	PBX4
DDIT3	PRDM1
DDIT3	RAX2
DDIT3	RFX1
DDIT3	RFX3
DDIT3	SIN3A
DDIT3	TCF3
DDIT3	XBP1
DDIT3	ZBTB38
DDIT3	ZBTB7B
DDIT3	ZFP91
DDIT3	ZNF775
ELF2	ARF1
ELF2	ARID3A
ELF2	BCL6B
ELF2	CHD2
ELF2	DDIT3
ELF2	ELK4
ELF2	FOSB
ELF2	JUNB
ELF2	JUND
ELF2	KLF13
ELF2	KLF16
ELF2	KLF2
ELF2	MEF2C
ELF2	MEF2D
ELF2	MIXL1
ELF2	NHLH1
ELF2	NR3C1
ELF2	NR4A2
ELF2	NR5A2
ELF2	PAX4
ELF2	PBX4
ELF2	PRDM1
ELF2	RAX2
ELF2	RFX1
ELF2	RFX3
ELF2	SIN3A
ELF2	TCF3
ELF2	USF1
ELF2	XBP1
ELF2	ZBTB38
ELF2	ZBTB7B
ELF2	ZFP91
ELF2	ZNF490
ELF2	ZNF687
ELF2	ZNF775
ELF2	ZNF791
ELK4	ARF1
ELK4	ARID3A
ELK4	BCL6B
ELK4	CHD2
ELK4	DDIT3
ELK4	ELK4
ELK4	HBP1
ELK4	JUNB
ELK4	JUND
ELK4	KLF13
ELK4	KLF16
ELK4	KLF2
ELK4	MEF2C
ELK4	MEF2D
ELK4	MIXL1
ELK4	NHLH1
ELK4	NR3C1
ELK4	NR4A2
ELK4	NR5A2
ELK4	PAX4
ELK4	PBX4
ELK4	POU2F1
ELK4	PRDM1
ELK4	RAX2
ELK4	RFX1
ELK4	RFX3
ELK4	SIN3A
ELK4	USF1
ELK4	XBP1
ELK4	ZBTB38
ELK4	ZBTB7B
ELK4	ZFP91
ELK4	ZNF490
ELK4	ZNF687
ELK4	ZNF791
FOSB	BCL6B
FOSB	CHD2
FOSB	FOSB
FOSB	FOXO3
FOSB	HBP1
FOSB	JUND
FOSB	KLF16
FOSB	MEF2C
FOSB	PAX4
FOSB	PBX4
FOSB	PRDM1
FOSB	RFX1
FOSB	XBP1
FOSB	ZFP91
FOSB	ZNF687
FOXO3	ARF1
FOXO3	ARID3A
FOXO3	BCL6B
FOXO3	CHD2
FOXO3	DDIT3
FOXO3	ELF2
FOXO3	ELK4
FOXO3	FOSB
FOXO3	FOXO3
FOXO3	HBP1
FOXO3	JUNB
FOXO3	JUND
FOXO3	KLF13
FOXO3	KLF16
FOXO3	KLF2
FOXO3	MEF2C
FOXO3	MEF2D
FOXO3	MEIS2
FOXO3	MIXL1
FOXO3	MYBL2
FOXO3	MYC
FOXO3	NHLH1
FOXO3	NR3C1
FOXO3	NR4A2
FOXO3	NR5A2
FOXO3	PAX4
FOXO3	PBX4
FOXO3	POU2F1
FOXO3	PRDM1
FOXO3	RAX2
FOXO3	RFX1
FOXO3	RFX3
FOXO3	SIN3A
FOXO3	TCF3
FOXO3	USF1
FOXO3	XBP1
FOXO3	ZBTB38
FOXO3	ZBTB7B
FOXO3	ZFP91
FOXO3	ZNF490
FOXO3	ZNF672
FOXO3	ZNF687
FOXO3	ZNF692
FOXO3	ZNF775
FOXO3	ZNF791
HBP1	ARF1
HBP1	ARID3A
HBP1	BCL6B
HBP1	CHD2
HBP1	DDIT3
HBP1	ELK4
HBP1	FOSB
HBP1	FOXO3
HBP1	HBP1
HBP1	JUNB
HBP1	JUND
HBP1	KLF13
HBP1	KLF2
HBP1	MEF2C
HBP1	MEF2D
HBP1	MEIS2
HBP1	MIXL1
HBP1	MYBL2
HBP1	MYC
HBP1	NHLH1
HBP1	NR4A2
HBP1	NR5A2
HBP1	PBX4
HBP1	POU2F1
HBP1	PRDM1
HBP1	RAX2
HBP1	RFX1
HBP1	RFX3
HBP1	SIN3A
HBP1	TCF3
HBP1	USF1
HBP1	XBP1
HBP1	ZBTB38
HBP1	ZBTB7B
HBP1	ZFP91
HBP1	ZNF687
HBP1	ZNF775
JUNB	ARF1
JUNB	ARID3A
JUNB	BCL6B
JUNB	CHD2
JUNB	DDIT3
JUNB	ELK4
JUNB	FOSB
JUNB	FOXO3
JUNB	HBP1
JUNB	JUNB
JUNB	JUND
JUNB	KLF13
JUNB	KLF16
JUNB	KLF2
JUNB	MEF2C
JUNB	MEF2D
JUNB	MEIS2
JUNB	MIXL1
JUNB	MYBL2
JUNB	MYC
JUNB	NR4A2
JUNB	NR5A2
JUNB	PAX4
JUNB	PBX4
JUNB	POU2F1
JUNB	PRDM1
JUNB	RAX2
JUNB	RFX1
JUNB	SIN3A
JUNB	TCF3
JUNB	XBP1
JUNB	ZBTB38
JUNB	ZBTB7B
JUNB	ZFP91
JUNB	ZNF687
JUND	ARF1
JUND	ARID3A
JUND	BCL6B
JUND	CHD2
JUND	DDIT3
JUND	ELF2
JUND	ELK4
JUND	FOSB
JUND	FOXO3
