From	To
ARF1	BHLHE41
ARF1	CHD2
ARF1	GFI1
ARF1	HES1
ARF1	IRF5
ARF1	KLF10
ARF1	KLF15
ARF1	KLF16
ARF1	KLF6
ARF1	KLF9
ARF1	MAZ
ARF1	MNT
ARF1	NR1D1
ARF1	PAX4
ARF1	PBX4
ARF1	PRDM1
ARF1	RARA
ARF1	RUNX1
ARF1	SP4
ARF1	TCF12
ARF1	THRA
ARF1	ZBTB38
ARF1	ZNF367
ARF1	ZNF689
ARID3B	ARID3B
ARID3B	BACH1
ARID3B	BHLHE41
ARID3B	CHD2
ARID3B	CREB1
ARID3B	ESRRA
ARID3B	FLI1
ARID3B	FOSL1
ARID3B	FOXN3
ARID3B	FOXO3
ARID3B	FOXP2
ARID3B	GABPA
ARID3B	GFI1
ARID3B	HBP1
ARID3B	HES1
ARID3B	HIVEP2
ARID3B	IRF1
ARID3B	JUNB
ARID3B	JUND
ARID3B	KLF10
ARID3B	KLF12
ARID3B	KLF13
ARID3B	KLF2
ARID3B	KLF6
ARID3B	KLF9
ARID3B	LHX6
ARID3B	MEF2C
ARID3B	MNT
ARID3B	MYBL2
ARID3B	MYC
ARID3B	MYNN
ARID3B	NFE2L2
ARID3B	NFE2L3
ARID3B	NFKB1
ARID3B	NFYA
ARID3B	NR3C1
ARID3B	NR4A2
ARID3B	NR4A3
ARID3B	PRDM1
ARID3B	PRDM10
ARID3B	RARA
ARID3B	RELA
ARID3B	RFX1
ARID3B	RFX3
ARID3B	RORA
ARID3B	RUNX1
ARID3B	SF1
ARID3B	SIN3A
ARID3B	SP3
ARID3B	SP4
ARID3B	TCF3
ARID3B	XBP1
ARID3B	YY1
ARID3B	ZBTB20
ARID3B	ZBTB3
ARID3B	ZBTB38
ARID3B	ZBTB5
ARID3B	ZBTB7A
ARID3B	ZEB1
ARID3B	ZFP62
ARID3B	ZFP91
ARID3B	ZNF143
ARID3B	ZNF367
ARID3B	ZNF490
ARID3B	ZNF592
ARID3B	ZNF791
BACH1	ARID3B
BACH1	BACH1
BACH1	BHLHE41
BACH1	CHD2
BACH1	ESRRA
BACH1	FLI1
BACH1	FOSL1
BACH1	FOXP2
BACH1	GABPA
BACH1	GFI1
BACH1	HBP1
BACH1	HES1
BACH1	IRF1
BACH1	JUNB
BACH1	KLF10
BACH1	KLF13
BACH1	KLF15
BACH1	KLF2
BACH1	KLF6
BACH1	KLF9
BACH1	MEF2A
BACH1	MEF2C
BACH1	MYC
BACH1	MYNN
BACH1	NFE2L3
BACH1	NFKB2
BACH1	NR1D1
BACH1	NR4A2
BACH1	PRDM1
BACH1	PRDM10
BACH1	RARA
BACH1	RELA
BACH1	RFX3
BACH1	RUNX1
BACH1	SIN3A
BACH1	TBX6
BACH1	TCF12
BACH1	TCF3
BACH1	THRA
BACH1	XBP1
BACH1	ZBTB1
BACH1	ZBTB20
BACH1	ZBTB3
BACH1	ZBTB38
BACH1	ZBTB5
BACH1	ZBTB7A
BACH1	ZBTB7B
BACH1	ZEB1
BACH1	ZFP62
BACH1	ZFP91
BACH1	ZNF143
BACH1	ZNF367
BACH1	ZNF483
BACH1	ZNF689
BACH1	ZNF775
BHLHE41	BACH1
BHLHE41	BHLHE41
BHLHE41	FOSL1
BHLHE41	FOXO3
BHLHE41	FOXP2
BHLHE41	GFI1
BHLHE41	HES1
BHLHE41	HIVEP2
BHLHE41	JUNB
BHLHE41	JUND
BHLHE41	KLF13
BHLHE41	KLF15
BHLHE41	KLF2
BHLHE41	KLF9
BHLHE41	LHX6
BHLHE41	NFE2L2
BHLHE41	NR1D1
BHLHE41	PBX4
BHLHE41	PRDM1
BHLHE41	RARA
BHLHE41	RELA
BHLHE41	TBX6
BHLHE41	TCF3
BHLHE41	TGIF2
BHLHE41	THRA
BHLHE41	XBP1
BHLHE41	YY1
BHLHE41	ZBTB38
BHLHE41	ZFP62
BHLHE41	ZNF131
BHLHE41	ZNF367
CHD2	ARF1
CHD2	ARID3B
CHD2	BACH1
CHD2	BHLHE41
CHD2	CHD2
CHD2	CREB1
CHD2	ESRRA
CHD2	FOSB
CHD2	FOSL1
CHD2	FOXN3
CHD2	FOXO3
CHD2	FOXP2
CHD2	GABPA
CHD2	GFI1
CHD2	HBP1
CHD2	HES1
CHD2	HIVEP2
CHD2	IRF1
CHD2	IRF5
CHD2	JUNB
CHD2	JUND
CHD2	KLF10
CHD2	KLF12
CHD2	KLF13
CHD2	KLF15
CHD2	KLF16
CHD2	KLF2
CHD2	KLF6
CHD2	KLF9
CHD2	LHX6
CHD2	MAZ
CHD2	MEF2A
CHD2	MEF2C
CHD2	MNT
CHD2	MYC
CHD2	MYNN
CHD2	NFE2L2
CHD2	NFE2L3
CHD2	NFKB1
CHD2	NFKB2
CHD2	NFYA
CHD2	NR1D1
CHD2	NR3C1
CHD2	NR4A2
CHD2	NR4A3
CHD2	PBX4
CHD2	PPARA
CHD2	PRDM1
CHD2	PRDM10
CHD2	RARA
CHD2	RELA
CHD2	RFX1
CHD2	RFX3
CHD2	RORA
CHD2	RUNX1
CHD2	SF1
CHD2	SIN3A
CHD2	SP3
CHD2	SP4
CHD2	TBX6
CHD2	TCF12
CHD2	TCF3
CHD2	TGIF2
CHD2	THRA
CHD2	XBP1
CHD2	YY1
CHD2	ZBTB1
CHD2	ZBTB20
CHD2	ZBTB3
CHD2	ZBTB38
CHD2	ZBTB7A
CHD2	ZBTB7B
CHD2	ZEB1
CHD2	ZFP62
CHD2	ZFP91
CHD2	ZNF131
CHD2	ZNF143
CHD2	ZNF367
CHD2	ZNF48
CHD2	ZNF483
CHD2	ZNF592
CHD2	ZNF689
CHD2	ZNF771
CHD2	ZNF775
CREB1	ARID3B
CREB1	BACH1
CREB1	BHLHE41
CREB1	CHD2
CREB1	CREB1
CREB1	ESRRA
CREB1	FLI1
CREB1	FOSB
CREB1	FOSL1
CREB1	FOXN3
CREB1	FOXO3
CREB1	FOXP2
CREB1	GABPA
CREB1	GFI1
CREB1	HBP1
CREB1	HES1
CREB1	HIVEP2
CREB1	IRF1
CREB1	JUND
CREB1	KLF12
CREB1	KLF13
CREB1	KLF15
CREB1	KLF2
CREB1	KLF6
CREB1	KLF9
CREB1	LHX6
CREB1	MAZ
CREB1	MEF2C
CREB1	MNT
CREB1	MYNN
CREB1	NFE2L2
CREB1	NFE2L3
CREB1	NFKB1
CREB1	NFKB2
CREB1	NR1D1
CREB1	NR3C1
CREB1	NR4A2
CREB1	NR4A3
CREB1	PAX4
CREB1	PBX4
CREB1	PRDM1
CREB1	PRDM10
CREB1	RARA
CREB1	RELA
CREB1	RFX1
CREB1	RFX3
CREB1	RORA
CREB1	SF1
CREB1	SIN3A
CREB1	TCF3
CREB1	TGIF2
CREB1	THRA
CREB1	XBP1
CREB1	YY1
CREB1	ZBTB20
CREB1	ZBTB3
CREB1	ZBTB38
CREB1	ZBTB5
CREB1	ZBTB7A
CREB1	ZBTB7B
CREB1	ZEB1
CREB1	ZFP62
CREB1	ZFP91
CREB1	ZNF131
CREB1	ZNF143
CREB1	ZNF367
CREB1	ZNF48
CREB1	ZNF483
CREB1	ZNF490
CREB1	ZNF592
CREB1	ZNF771
CREB1	ZNF775
CREB1	ZNF791
ESRRA	ARF1
ESRRA	ARID3B
ESRRA	BACH1
ESRRA	BHLHE41
ESRRA	CHD2
ESRRA	CREB1
ESRRA	ESRRA
ESRRA	FLI1
ESRRA	FOSL1
ESRRA	FOXN3
ESRRA	FOXO3
ESRRA	FOXP2
ESRRA	GABPA
ESRRA	GFI1
ESRRA	HBP1
ESRRA	HES1
ESRRA	HIVEP2
ESRRA	IRF1
ESRRA	IRF5
ESRRA	JUNB
ESRRA	JUND
ESRRA	KLF10
ESRRA	KLF12
ESRRA	KLF13
ESRRA	KLF15
ESRRA	KLF16
ESRRA	KLF2
ESRRA	KLF6
ESRRA	KLF9
ESRRA	LHX6
ESRRA	MAZ
ESRRA	MEF2A
ESRRA	MEF2C
ESRRA	MNT
ESRRA	MYBL2
ESRRA	MYC
ESRRA	MYNN
ESRRA	NFE2L2
ESRRA	NFE2L3
ESRRA	NFKB1
ESRRA	NFYA
ESRRA	NR1D1
ESRRA	NR3C1
ESRRA	NR4A2
ESRRA	NR4A3
ESRRA	PAX4
ESRRA	PBX4
ESRRA	PPARA
ESRRA	PRDM1
ESRRA	PRDM10
ESRRA	RARA
ESRRA	RELA
ESRRA	RFX1
ESRRA	RFX3
ESRRA	RORA
ESRRA	RUNX1
ESRRA	SF1
ESRRA	SIN3A
ESRRA	SP3
ESRRA	SP4
ESRRA	TBX6
ESRRA	TCF12
ESRRA	TCF3
ESRRA	TGIF2
ESRRA	THRA
ESRRA	XBP1
ESRRA	YY1
ESRRA	ZBTB20
ESRRA	ZBTB3
ESRRA	ZBTB38
ESRRA	ZBTB5
ESRRA	ZBTB7A
ESRRA	ZBTB7B
ESRRA	ZEB1
ESRRA	ZFP62
ESRRA	ZFP91
ESRRA	ZNF131
ESRRA	ZNF143
ESRRA	ZNF367
ESRRA	ZNF48
ESRRA	ZNF483
ESRRA	ZNF490
ESRRA	ZNF592
ESRRA	ZNF689
ESRRA	ZNF771
ESRRA	ZNF775
ESRRA	ZNF791
FLI1	ARF1
FLI1	ARID3B
FLI1	BACH1
FLI1	BHLHE41
FLI1	CHD2
FLI1	CREB1
FLI1	ESRRA
FLI1	FLI1
FLI1	FOSB
FLI1	FOSL1
FLI1	FOXN3
FLI1	FOXO3
FLI1	FOXP2
FLI1	GABPA
FLI1	GFI1
FLI1	HBP1
FLI1	HES1
FLI1	HIVEP2
FLI1	IRF1
FLI1	IRF5
FLI1	JUNB
FLI1	JUND
FLI1	KLF10
FLI1	KLF12
FLI1	KLF13
FLI1	KLF15
FLI1	KLF2
FLI1	KLF6
FLI1	KLF9
FLI1	LHX6
FLI1	MAZ
FLI1	MEF2A
FLI1	MEF2C
FLI1	MNT
FLI1	MYBL2
FLI1	MYC
FLI1	MYNN
FLI1	NFE2L2
FLI1	NFE2L3
FLI1	NFKB1
FLI1	NFKB2
FLI1	NFYA
FLI1	NR1D1
FLI1	NR3C1
FLI1	NR4A2
FLI1	NR4A3
FLI1	PAX4
FLI1	PBX4
FLI1	PPARA
FLI1	PRDM1
FLI1	PRDM10
FLI1	RARA
FLI1	RELA
FLI1	RFX1
FLI1	RFX3
FLI1	RORA
FLI1	RUNX1
FLI1	SF1
FLI1	SIN3A
FLI1	SP3
FLI1	SP4
FLI1	TBX6
FLI1	TCF12
FLI1	TCF3
FLI1	TGIF2
FLI1	THRA
FLI1	XBP1
FLI1	YY1
FLI1	ZBTB1
FLI1	ZBTB20
FLI1	ZBTB3
FLI1	ZBTB38
FLI1	ZBTB5
FLI1	ZBTB7A
FLI1	ZBTB7B
FLI1	ZEB1
FLI1	ZFP62
FLI1	ZFP91
FLI1	ZNF131
FLI1	ZNF143
FLI1	ZNF367
FLI1	ZNF48
FLI1	ZNF490
FLI1	ZNF592
FLI1	ZNF689
FLI1	ZNF771
FLI1	ZNF775
FLI1	ZNF791
FOSB	BACH1
FOSB	BHLHE41
FOSB	CHD2
FOSB	FOSB
FOSB	FOXO3
FOSB	GABPA
FOSB	HBP1
FOSB	HIVEP2
FOSB	IRF1
FOSB	JUND
FOSB	KLF12
FOSB	KLF6
FOSB	KLF9
FOSB	MEF2A
FOSB	MEF2C
FOSB	MYNN
FOSB	NFE2L2
FOSB	NFKB2
FOSB	NR1D1
FOSB	NR3C1
FOSB	NR4A3
FOSB	PAX4
FOSB	PBX4
FOSB	PRDM1
FOSB	RFX1
FOSB	SF1
FOSB	THRA
FOSB	XBP1
FOSB	ZBTB3
FOSB	ZBTB38
FOSB	ZBTB5
FOSB	ZEB1
FOSB	ZFP91
FOSB	ZNF143
FOSB	ZNF367
FOSB	ZNF592
FOSL1	ARID3B
FOSL1	BACH1
FOSL1	BHLHE41
FOSL1	CHD2
FOSL1	ESRRA
FOSL1	FLI1
FOSL1	FOSL1
FOSL1	FOXP2
FOSL1	GABPA
FOSL1	HBP1
FOSL1	HES1
FOSL1	IRF1
FOSL1	JUNB
FOSL1	KLF10
FOSL1	KLF13
FOSL1	KLF2
FOSL1	KLF6
FOSL1	KLF9
FOSL1	MAZ
FOSL1	MEF2C
FOSL1	MYC
FOSL1	MYNN
FOSL1	NFE2L3
FOSL1	NFKB2
FOSL1	NR1D1
FOSL1	NR4A2
FOSL1	NR4A3
FOSL1	PRDM1
FOSL1	PRDM10
FOSL1	RARA
FOSL1	RFX3
FOSL1	RUNX1
FOSL1	TBX6
FOSL1	TCF12
FOSL1	TCF3
FOSL1	THRA
FOSL1	XBP1
FOSL1	YY1
FOSL1	ZBTB1
FOSL1	ZBTB20
FOSL1	ZBTB38
FOSL1	ZBTB5
FOSL1	ZBTB7A
FOSL1	ZBTB7B
FOSL1	ZEB1
FOSL1	ZFP91
FOSL1	ZNF483
FOSL1	ZNF592
FOSL1	ZNF689
FOXN3	ARID3B
FOXN3	BACH1
FOXN3	BHLHE41
FOXN3	CHD2
FOXN3	FLI1
FOXN3	FOSL1
FOXN3	FOXN3
FOXN3	FOXO3
FOXN3	FOXP2
FOXN3	HBP1
FOXN3	HES1
FOXN3	HIVEP2
FOXN3	IRF1
FOXN3	JUNB
FOXN3	KLF12
FOXN3	KLF13
FOXN3	KLF2
FOXN3	KLF6
FOXN3	MEF2A
FOXN3	MEF2C
FOXN3	MYNN
FOXN3	NFE2L3
FOXN3	NFYA
FOXN3	NR3C1
FOXN3	NR4A2
FOXN3	NR4A3
FOXN3	PBX4
FOXN3	PRDM1
FOXN3	RFX3
FOXN3	RUNX1
FOXN3	TCF12
FOXN3	XBP1
FOXN3	YY1
FOXN3	ZBTB20
FOXN3	ZBTB3
FOXN3	ZBTB38
FOXN3	ZBTB5
FOXN3	ZEB1
FOXN3	ZFP91
FOXN3	ZNF131
FOXN3	ZNF143
FOXN3	ZNF367
FOXN3	ZNF490
FOXN3	ZNF689
FOXN3	ZNF775
FOXN3	ZNF791
FOXO3	ARID3B
FOXO3	BACH1
FOXO3	BHLHE41
FOXO3	CHD2
FOXO3	CREB1
FOXO3	ESRRA
FOXO3	FLI1
FOXO3	FOSB
FOXO3	FOSL1
FOXO3	FOXN3
FOXO3	FOXO3
FOXO3	FOXP2
FOXO3	GABPA
FOXO3	GFI1
FOXO3	HBP1
FOXO3	HES1
FOXO3	HIVEP2
FOXO3	IRF1
FOXO3	IRF5
FOXO3	JUNB
FOXO3	JUND
FOXO3	KLF10
FOXO3	KLF12
FOXO3	KLF13
FOXO3	KLF15
FOXO3	KLF16
FOXO3	KLF2
FOXO3	KLF6
FOXO3	KLF9
FOXO3	LHX6
FOXO3	MAZ
FOXO3	MEF2A
FOXO3	MEF2C
FOXO3	MNT
FOXO3	MYBL2
FOXO3	MYC
FOXO3	MYNN
FOXO3	NFE2L2
FOXO3	NFE2L3
FOXO3	NFKB1
FOXO3	NFKB2
FOXO3	NFYA
FOXO3	NR1D1
FOXO3	NR3C1
FOXO3	NR4A2
FOXO3	NR4A3
FOXO3	PAX4
FOXO3	PBX4
FOXO3	PPARA
FOXO3	PRDM1
FOXO3	PRDM10
FOXO3	RARA
FOXO3	RELA
FOXO3	RFX1
FOXO3	RFX3
FOXO3	RORA
FOXO3	RUNX1
FOXO3	SF1
FOXO3	SIN3A
FOXO3	SP3
FOXO3	SP4
FOXO3	TBX6
FOXO3	TCF12
FOXO3	TCF3
FOXO3	TGIF2
FOXO3	THRA
FOXO3	XBP1
FOXO3	YY1
FOXO3	ZBTB1
FOXO3	ZBTB20
FOXO3	ZBTB3
FOXO3	ZBTB38
FOXO3	ZBTB5
FOXO3	ZBTB7A
FOXO3	ZBTB7B
FOXO3	ZEB1
FOXO3	ZFP62
FOXO3	ZFP91
FOXO3	ZNF131
FOXO3	ZNF143
FOXO3	ZNF367
FOXO3	ZNF48
FOXO3	ZNF483
FOXO3	ZNF490
FOXO3	ZNF592
FOXO3	ZNF689
FOXO3	ZNF771
FOXO3	ZNF775
FOXO3	ZNF791
FOXP2	ARID3B
FOXP2	BACH1
FOXP2	BHLHE41
FOXP2	CHD2
FOXP2	CREB1
FOXP2	ESRRA
FOXP2	FLI1
FOXP2	FOSL1
FOXP2	FOXN3
FOXP2	FOXO3
FOXP2	FOXP2
FOXP2	GABPA
FOXP2	GFI1
FOXP2	HBP1
FOXP2	HES1
FOXP2	HIVEP2
FOXP2	IRF1
FOXP2	JUNB
FOXP2	JUND
FOXP2	KLF12
FOXP2	KLF13
FOXP2	KLF15
FOXP2	KLF2
FOXP2	KLF6
FOXP2	KLF9
FOXP2	MEF2A
FOXP2	MEF2C
FOXP2	MYBL2
FOXP2	MYC
FOXP2	MYNN
FOXP2	NFE2L2
FOXP2	NFE2L3
FOXP2	NFKB1
FOXP2	NFKB2
FOXP2	NFYA
FOXP2	NR1D1
FOXP2	NR3C1
FOXP2	NR4A2
FOXP2	NR4A3
FOXP2	PAX4
FOXP2	PBX4
FOXP2	PPARA
FOXP2	PRDM1
FOXP2	PRDM10
FOXP2	RFX3
FOXP2	RORA
FOXP2	RUNX1
FOXP2	SF1
FOXP2	SIN3A
FOXP2	SP4
FOXP2	TBX6
FOXP2	TCF12
FOXP2	TCF3
FOXP2	TGIF2
FOXP2	THRA
FOXP2	XBP1
FOXP2	YY1
FOXP2	ZBTB1
FOXP2	ZBTB20
FOXP2	ZBTB3
FOXP2	ZBTB38
FOXP2	ZBTB5
FOXP2	ZBTB7A
FOXP2	ZBTB7B
FOXP2	ZEB1
FOXP2	ZFP62
FOXP2	ZFP91
FOXP2	ZNF143
FOXP2	ZNF367
FOXP2	ZNF490
FOXP2	ZNF592
FOXP2	ZNF689
FOXP2	ZNF775
FOXP2	ZNF791
GABPA	ARF1
GABPA	ARID3B
GABPA	BACH1
GABPA	BHLHE41
GABPA	CHD2
GABPA	CREB1
GABPA	ESRRA
GABPA	FLI1
GABPA	FOSB
GABPA	FOSL1
GABPA	FOXN3
GABPA	FOXO3
GABPA	FOXP2
GABPA	GABPA
GABPA	GFI1
GABPA	HBP1
GABPA	HES1
GABPA	HIVEP2
GABPA	IRF1
GABPA	IRF5
GABPA	JUNB
GABPA	JUND
GABPA	KLF10
GABPA	KLF12
GABPA	KLF13
GABPA	KLF15
GABPA	KLF16
GABPA	KLF2
GABPA	KLF6
GABPA	KLF9
GABPA	LHX6
GABPA	MAZ
GABPA	MEF2A
GABPA	MEF2C
GABPA	MNT
GABPA	MYBL2
GABPA	MYC
GABPA	MYNN
GABPA	NFE2L2
GABPA	NFE2L3
GABPA	NFKB1
GABPA	NFKB2
GABPA	NFYA
GABPA	NR1D1
GABPA	NR3C1
GABPA	NR4A2
GABPA	NR4A3
GABPA	PAX4
GABPA	PBX4
GABPA	PPARA
GABPA	PRDM1
GABPA	PRDM10
GABPA	RARA
GABPA	RELA
GABPA	RFX1
GABPA	RFX3
GABPA	RORA
GABPA	RUNX1
GABPA	SF1
GABPA	SIN3A
GABPA	SP3
GABPA	SP4
GABPA	TBX6
GABPA	TCF3
GABPA	TGIF2
GABPA	THRA
GABPA	XBP1
GABPA	YY1
GABPA	ZBTB1
GABPA	ZBTB20
GABPA	ZBTB3
GABPA	ZBTB38
GABPA	ZBTB5
GABPA	ZBTB7A
GABPA	ZBTB7B
GABPA	ZEB1
GABPA	ZFP62
GABPA	ZFP91
GABPA	ZNF131
GABPA	ZNF143
GABPA	ZNF367
GABPA	ZNF48
GABPA	ZNF483
GABPA	ZNF490
GABPA	ZNF592
GABPA	ZNF689
GABPA	ZNF771
GABPA	ZNF775
GABPA	ZNF791
GFI1	ARID3B
GFI1	BACH1
GFI1	BHLHE41
GFI1	CHD2
GFI1	CREB1
GFI1	ESRRA
GFI1	FLI1
GFI1	FOSB
GFI1	FOSL1
GFI1	FOXN3
GFI1	GABPA
GFI1	GFI1
GFI1	HBP1
GFI1	HES1
GFI1	HIVEP2
GFI1	IRF1
GFI1	IRF5
GFI1	JUNB
GFI1	JUND
GFI1	KLF10
GFI1	KLF12
GFI1	KLF13
GFI1	KLF15
GFI1	KLF2
GFI1	KLF6
GFI1	KLF9
GFI1	LHX6
GFI1	MAZ
GFI1	MEF2C
GFI1	MNT
GFI1	MYBL2
GFI1	MYC
GFI1	MYNN
GFI1	NFE2L2
GFI1	NFE2L3
GFI1	NFKB1
GFI1	NFKB2
GFI1	NFYA
GFI1	NR1D1
GFI1	NR3C1
GFI1	NR4A3
GFI1	PAX4
GFI1	PBX4
GFI1	PPARA
GFI1	PRDM1
GFI1	PRDM10
GFI1	RARA
GFI1	RELA
GFI1	RFX1
GFI1	RFX3
GFI1	RORA
GFI1	RUNX1
GFI1	SF1
GFI1	SIN3A
GFI1	SP3
GFI1	TBX6
GFI1	TCF12
GFI1	TCF3
GFI1	TGIF2
GFI1	THRA
GFI1	XBP1
GFI1	YY1
GFI1	ZBTB1
GFI1	ZBTB20
GFI1	ZBTB3
GFI1	ZBTB38
GFI1	ZBTB5
GFI1	ZBTB7A
GFI1	ZEB1
GFI1	ZFP62
GFI1	ZFP91
GFI1	ZNF131
GFI1	ZNF367
GFI1	ZNF483
GFI1	ZNF490
GFI1	ZNF592
GFI1	ZNF689
GFI1	ZNF775
GFI1	ZNF791
HBP1	ARF1
HBP1	ARID3B
HBP1	BACH1
HBP1	BHLHE41
HBP1	CHD2
HBP1	CREB1
HBP1	ESRRA
HBP1	FLI1
HBP1	FOSB
HBP1	FOSL1
HBP1	FOXN3
HBP1	FOXO3
HBP1	FOXP2
HBP1	GABPA
HBP1	GFI1
HBP1	HBP1
HBP1	HES1
HBP1	HIVEP2
HBP1	IRF1
HBP1	JUNB
HBP1	JUND
HBP1	KLF10
HBP1	KLF12
HBP1	KLF13
HBP1	KLF15
HBP1	KLF2
HBP1	KLF6
HBP1	KLF9
HBP1	LHX6
HBP1	MAZ
HBP1	MEF2A
HBP1	MEF2C
HBP1	MNT
HBP1	MYBL2
HBP1	MYC
HBP1	MYNN
HBP1	NFE2L2
