From	To
ARF1	ARF1
ARF1	BHLHE41
ARF1	CAMTA2
ARF1	CHD2
ARF1	FLI1
ARF1	HIVEP2
ARF1	IKZF1
ARF1	KLF15
ARF1	KLF6
ARF1	KLF9
ARF1	MIXL1
ARF1	MXI1
ARF1	NR1D1
ARF1	PLAGL2
ARF1	POU2F1
ARF1	PRDM1
ARF1	RUNX1
ARF1	SP3
ARF1	TCF12
ARF1	TCF4
ARF1	THRA
ARF1	XBP1
ARF1	ZBTB1
ARF1	ZBTB38
ARF1	ZBTB7B
ARF1	ZNF689
ARF4	ATF3
ARF4	BCLAF1
ARF4	BHLHE41
ARF4	CEBPB
ARF4	CHD2
ARF4	CREB3L2
ARF4	ELK3
ARF4	FOSL2
ARF4	FOXO3
ARF4	FOXP2
ARF4	HBP1
ARF4	HEY1
ARF4	IKZF1
ARF4	IRF1
ARF4	IRF2
ARF4	IRF4
ARF4	JUN
ARF4	JUND
ARF4	KLF13
ARF4	KLF15
ARF4	KLF3
ARF4	KLF6
ARF4	KLF7
ARF4	KLF9
ARF4	MEF2A
ARF4	MEF2C
ARF4	MEF2D
ARF4	MYC
ARF4	MYNN
ARF4	NR1D1
ARF4	NR4A2
ARF4	PRDM1
ARF4	SIN3A
ARF4	TCF12
ARF4	TCF3
ARF4	TCF4
ARF4	THRA
ARF4	TP53
ARF4	USF1
ARF4	XBP1
ARF4	ZBTB20
ARF4	ZBTB38
ARF4	ZFP91
ARF4	ZNF124
ARF4	ZNF215
ARF4	ZNF217
ARF4	ZNF592
ARF4	ZNF655
ARF4	ZNF672
ARF4	ZNF692
ARID5A	ARF1
ARID5A	ARF4
ARID5A	ATF3
ARID5A	BACH1
ARID5A	BACH2
ARID5A	BCL6B
ARID5A	BCLAF1
ARID5A	BHLHE40
ARID5A	BHLHE41
ARID5A	CAMTA2
ARID5A	CEBPB
ARID5A	CEBPG
ARID5A	CHD2
ARID5A	CREB3L2
ARID5A	CREM
ARID5A	DDIT3
ARID5A	DEAF1
ARID5A	E2F2
ARID5A	ELK3
ARID5A	ELK4
ARID5A	ERF
ARID5A	ESR1
ARID5A	FLI1
ARID5A	FOS
ARID5A	FOXO3
ARID5A	HAP1
ARID5A	HBP1
ARID5A	HEY1
ARID5A	HIVEP2
ARID5A	IKZF1
ARID5A	IKZF3
ARID5A	IRF1
ARID5A	IRF2
ARID5A	IRF3
ARID5A	IRF4
ARID5A	JUNB
ARID5A	KLF13
ARID5A	KLF2
ARID5A	KLF3
ARID5A	KLF6
ARID5A	KLF9
ARID5A	MEF2C
ARID5A	MEF2D
ARID5A	MIXL1
ARID5A	MXI1
ARID5A	MYBL2
ARID5A	MYC
ARID5A	MYNN
ARID5A	NFE2L2
ARID5A	NFE2L3
ARID5A	NFKB1
ARID5A	NFKB2
ARID5A	NFYA
ARID5A	NHLH1
ARID5A	NR1D1
ARID5A	NR1D2
ARID5A	NR3C1
ARID5A	NR4A2
ARID5A	PBX2
ARID5A	PLAGL2
ARID5A	POU2F1
ARID5A	POU5F1
ARID5A	PRDM1
ARID5A	PRDM10
ARID5A	RFX1
ARID5A	RFX3
ARID5A	RUNX1
ARID5A	SP3
ARID5A	SREBF2
ARID5A	TCF3
ARID5A	TCF4
ARID5A	THRA
ARID5A	TP53
ARID5A	USF1
ARID5A	XBP1
ARID5A	ZBED6
ARID5A	ZBTB11
ARID5A	ZBTB20
ARID5A	ZBTB38
ARID5A	ZBTB7B
ARID5A	ZFX
ARID5A	ZNF124
ARID5A	ZNF215
ARID5A	ZNF217
ARID5A	ZNF280D
ARID5A	ZNF460
ARID5A	ZNF483
ARID5A	ZNF526
ARID5A	ZNF543
ARID5A	ZNF580
ARID5A	ZNF581
ARID5A	ZNF655
ARID5A	ZNF672
ARID5A	ZNF692
ARID5A	ZNF784
ARID5A	ZNF805
ATF3	ARF1
ATF3	ARF4
ATF3	ARID5A
ATF3	ATF3
ATF3	BACH1
ATF3	BACH2
ATF3	BCL6B
ATF3	BCLAF1
ATF3	BHLHE40
ATF3	BHLHE41
ATF3	CAMTA2
ATF3	CEBPB
ATF3	CEBPG
ATF3	CHD2
ATF3	CREB1
ATF3	CREB3L2
ATF3	CREM
ATF3	DBP
ATF3	DDIT3
ATF3	DEAF1
ATF3	E2F2
ATF3	ELF2
ATF3	ELK3
ATF3	ELK4
ATF3	ERF
ATF3	ESR1
ATF3	ETV6
ATF3	FLI1
ATF3	FOS
ATF3	FOSL2
ATF3	FOXO3
ATF3	FOXP2
ATF3	HAP1
ATF3	HBP1
ATF3	HES7
ATF3	HEY1
ATF3	HIVEP2
ATF3	IKZF1
ATF3	IKZF3
ATF3	IRF1
ATF3	IRF2
ATF3	IRF3
ATF3	IRF4
ATF3	JUN
ATF3	JUNB
ATF3	JUND
ATF3	KLF13
ATF3	KLF15
ATF3	KLF2
ATF3	KLF3
ATF3	KLF6
ATF3	KLF7
ATF3	KLF9
ATF3	MEF2A
ATF3	MEF2C
ATF3	MEF2D
ATF3	MIXL1
ATF3	MXI1
ATF3	MYBL2
ATF3	MYC
ATF3	MYNN
ATF3	MZF1
ATF3	NFE2L2
ATF3	NFE2L3
ATF3	NFKB1
ATF3	NFKB2
ATF3	NFYA
ATF3	NHLH1
ATF3	NR1D1
ATF3	NR1D2
ATF3	NR3C1
ATF3	NR4A2
ATF3	PBX2
ATF3	PLAGL2
ATF3	POU2F1
ATF3	POU5F1
ATF3	POU6F1
ATF3	PRDM1
ATF3	PRDM10
ATF3	RFX1
ATF3	RFX3
ATF3	RUNX1
ATF3	RXRB
ATF3	SIN3A
ATF3	SMAD4
ATF3	SP3
ATF3	SREBF2
ATF3	TBX6
ATF3	TCF12
ATF3	TCF3
ATF3	TCF4
ATF3	THRA
ATF3	TP53
ATF3	USF1
ATF3	XBP1
ATF3	ZBED6
ATF3	ZBTB1
ATF3	ZBTB11
ATF3	ZBTB20
ATF3	ZBTB38
ATF3	ZBTB7B
ATF3	ZFP91
ATF3	ZFX
ATF3	ZNF124
ATF3	ZNF143
ATF3	ZNF215
ATF3	ZNF217
ATF3	ZNF274
ATF3	ZNF280D
ATF3	ZNF329
ATF3	ZNF460
ATF3	ZNF483
ATF3	ZNF526
ATF3	ZNF543
ATF3	ZNF544
ATF3	ZNF580
ATF3	ZNF581
ATF3	ZNF592
ATF3	ZNF655
ATF3	ZNF672
ATF3	ZNF687
ATF3	ZNF689
ATF3	ZNF692
ATF3	ZNF784
ATF3	ZNF805
BACH1	ARF1
BACH1	ARF4
BACH1	ATF3
BACH1	BACH1
BACH1	BACH2
BACH1	BHLHE40
BACH1	BHLHE41
BACH1	CAMTA2
BACH1	CEBPB
BACH1	CHD2
BACH1	CREB1
BACH1	CREB3L2
BACH1	CREM
BACH1	DDIT3
BACH1	ELK3
BACH1	ERF
BACH1	ESR1
BACH1	FLI1
BACH1	FOSL2
BACH1	HBP1
BACH1	HES7
BACH1	HIVEP2
BACH1	IRF1
BACH1	IRF2
BACH1	IRF4
BACH1	JUNB
BACH1	KLF13
BACH1	KLF3
BACH1	KLF6
BACH1	KLF9
BACH1	MEF2A
BACH1	MEF2C
BACH1	MEF2D
BACH1	MIXL1
BACH1	MYC
BACH1	MYNN
BACH1	MZF1
BACH1	NFE2L2
BACH1	NFE2L3
BACH1	NFKB2
BACH1	NR1D1
BACH1	NR1D2
BACH1	PLAGL2
BACH1	POU2F1
BACH1	POU5F1
BACH1	PRDM1
BACH1	PRDM10
BACH1	RFX3
BACH1	RUNX1
BACH1	SIN3A
BACH1	SREBF2
BACH1	TBX6
BACH1	TCF12
BACH1	TCF3
BACH1	TCF4
BACH1	THRA
BACH1	TP53
BACH1	USF1
BACH1	XBP1
BACH1	ZBED6
BACH1	ZBTB1
BACH1	ZBTB11
BACH1	ZBTB20
BACH1	ZBTB38
BACH1	ZBTB7B
BACH1	ZFP91
BACH1	ZNF124
BACH1	ZNF217
BACH1	ZNF274
BACH1	ZNF329
BACH1	ZNF483
BACH1	ZNF526
BACH1	ZNF544
BACH1	ZNF580
BACH1	ZNF581
BACH1	ZNF784
BACH2	ARF1
BACH2	ARF4
BACH2	ATF3
BACH2	BACH1
BACH2	BACH2
BACH2	BCL6B
