From	To
ARF1	ARF1
ARF1	ARID5A
ARF1	ATF4
ARF1	BHLHE41
ARF1	CAMTA2
ARF1	CHD2
ARF1	CREB3L4
ARF1	CUX1
ARF1	ERF
ARF1	FIZ1
ARF1	FOSB
ARF1	GZF1
ARF1	IKZF1
ARF1	IRF2
ARF1	IRF9
ARF1	KLF16
ARF1	KLF6
ARF1	KLF9
ARF1	MAF
ARF1	MNT
ARF1	NR1D1
ARF1	PAX4
ARF1	PBX4
ARF1	POU2F1
ARF1	PRDM1
ARF1	RELB
ARF1	RFX1
ARF1	SP3
ARF1	SP4
ARF1	TFEC
ARF1	THRA
ARF1	ZBTB1
ARF1	ZBTB32
ARF1	ZBTB38
ARF1	ZBTB7A
ARF1	ZBTB7B
ARF1	ZFP62
ARF1	ZKSCAN5
ARF1	ZNF367
ARF1	ZNF394
ARF1	ZNF460
ARF1	ZNF524
ARF1	ZNF526
ARF1	ZNF543
ARF1	ZNF579
ARF1	ZNF580
ARF1	ZNF581
ARF1	ZNF689
ARF1	ZNF784
ARF1	ZNF789
ARF1	ZNF805
ARF4	ATF4
ARF4	BCLAF1
ARF4	BHLHE41
ARF4	CHD2
ARF4	CREB3L2
ARF4	CREB3L4
ARF4	CTCFL
ARF4	CUX1
ARF4	FLI1
ARF4	FOXO3
ARF4	FOXP2
ARF4	GZF1
ARF4	HBP1
ARF4	IKZF1
ARF4	IRF2
ARF4	JUN
ARF4	JUND
ARF4	KLF1
ARF4	KLF13
ARF4	KLF3
ARF4	KLF6
ARF4	KLF9
ARF4	MAF
ARF4	MEF2C
ARF4	MEF2D
ARF4	MEIS2
ARF4	MNT
ARF4	MYNN
ARF4	NFIL3
ARF4	NFIX
ARF4	NR1D1
ARF4	NR4A2
ARF4	PBX4
ARF4	RARA
ARF4	RREB1
ARF4	RXRB
ARF4	SIN3A
ARF4	SOX11
ARF4	SP4
ARF4	TFEC
ARF4	THRA
ARF4	ZBTB20
ARF4	ZBTB38
ARF4	ZBTB7A
ARF4	ZBTB7B
ARF4	ZFP62
ARF4	ZFP91
ARF4	ZKSCAN5
ARF4	ZNF217
ARF4	ZNF394
ARF4	ZNF542
ARF4	ZNF592
ARF4	ZNF672
ARF4	ZNF692
ARF4	ZNF789
ARID3A	ARF4
ARID3A	ARID5A
ARID3A	ATF4
ARID3A	BCL6
ARID3A	BCLAF1
ARID3A	BHLHE41
ARID3A	BRCA1
ARID3A	CHD2
