From	To
ARID3A	ARID3A
ARID3A	ATF4
ARID3A	ATF6
ARID3A	BCL11A
ARID3A	BHLHE40
ARID3A	BHLHE41
ARID3A	CAMTA2
ARID3A	CEBPB
ARID3A	CHD2
ARID3A	CREB3L2
ARID3A	CREB3L4
ARID3A	DBP
ARID3A	E4F1
ARID3A	ELF1
ARID3A	ETV6
ARID3A	FBP1
ARID3A	FBP2
ARID3A	FIZ1
ARID3A	FLI1
ARID3A	FOSL1
ARID3A	FOXH1
ARID3A	FOXN3
ARID3A	FOXP1
ARID3A	GLI1
ARID3A	GMEB2
ARID3A	GZF1
ARID3A	HES1
ARID3A	HEY2
ARID3A	HINFP
ARID3A	HIVEP2
ARID3A	HNF1B
ARID3A	IKZF1
ARID3A	IKZF3
ARID3A	IRF2
ARID3A	IRF4
ARID3A	IRF5
ARID3A	JUNB
ARID3A	KLF1
ARID3A	KLF10
ARID3A	KLF13
ARID3A	KLF2
ARID3A	LBX2
ARID3A	MAZ
ARID3A	MEF2D
ARID3A	MNX1
ARID3A	MXI1
ARID3A	MYC
ARID3A	MZF1
ARID3A	NFATC1
ARID3A	NFATC3
ARID3A	NFE2L1
ARID3A	NFE2L2
ARID3A	NFE2L3
ARID3A	NFIX
ARID3A	NR1D1
ARID3A	NR3C1
ARID3A	NR4A2
ARID3A	OVOL1
ARID3A	PBX2
ARID3A	POU2F1
ARID3A	POU5F1
ARID3A	PRDM1
ARID3A	PRDM10
ARID3A	RFX7
ARID3A	RORA
ARID3A	RREB1
ARID3A	RUNX1
ARID3A	RUNX2
ARID3A	SIN3A
ARID3A	SMAD2
ARID3A	SMAD7
ARID3A	SOX12
ARID3A	SOX5
ARID3A	STAT6
ARID3A	TCF12
ARID3A	TCF4
ARID3A	THAP1
ARID3A	THRA
ARID3A	TLX2
ARID3A	XBP1
ARID3A	ZBTB38
ARID3A	ZBTB7B
ARID3A	ZFP62
ARID3A	ZFP91
ARID3A	ZNF114
ARID3A	ZNF143
ARID3A	ZNF217
ARID3A	ZNF251
ARID3A	ZNF3
ARID3A	ZNF34
ARID3A	ZNF407
ARID3A	ZNF48
ARID3A	ZNF517
ARID3A	ZNF524
ARID3A	ZNF580
ARID3A	ZNF581
