From	To
ARF1	ARF1
ARF1	ARID3A
ARF1	ARID5A
ARF1	ATF4
ARF1	BHLHE41
ARF1	CHD2
ARF1	ERF
ARF1	ETS1
ARF1	FLI1
ARF1	FOXO1
ARF1	IKZF1
ARF1	IKZF3
ARF1	IRF1
ARF1	IRF2
ARF1	IRF4
ARF1	JUNB
ARF1	KLF15
ARF1	KLF6
ARF1	KLF9
ARF1	MXI1
ARF1	NR1D1
ARF1	PAX5
ARF1	PRDM1
ARF1	RFX1
ARF1	RUNX1
ARF1	SP3
ARF1	TBX6
ARF1	THRA
ARF1	ZBTB1
ARF1	ZBTB32
ARF1	ZBTB38
ARF1	ZBTB7A
ARF1	ZBTB7B
ARF1	ZFP62
ARF1	ZNF283
ARF1	ZNF460
ARF1	ZNF526
ARF1	ZNF543
ARF1	ZNF805
ARID3A	ARID3A
ARID3A	ARID5A
ARID3A	ATF4
ARID3A	BACH1
ARID3A	BHLHE40
ARID3A	BHLHE41
ARID3A	CEBPB
ARID3A	CHD2
ARID3A	CREB3L2
ARID3A	CTCFL
ARID3A	ESRRG
ARID3A	ETS1
ARID3A	FLI1
ARID3A	FOS
ARID3A	FOXD4L5
ARID3A	FOXN3
ARID3A	FOXO1
ARID3A	FOXO3
ARID3A	FOXP2
ARID3A	HBP1
ARID3A	HINFP
ARID3A	IKZF1
ARID3A	IKZF3
ARID3A	IRF1
ARID3A	IRF2
ARID3A	IRF4
ARID3A	JUN
ARID3A	JUNB
ARID3A	JUND
ARID3A	KLF13
ARID3A	KLF2
ARID3A	KLF3
ARID3A	KLF6
ARID3A	KLF7
ARID3A	KLF9
ARID3A	MEF2A
ARID3A	MEF2C
ARID3A	MEF2D
ARID3A	MYBL2
ARID3A	MYC
ARID3A	MZF1
ARID3A	NFATC1
ARID3A	NFE2L1
ARID3A	NFE2L2
ARID3A	NFE2L3
ARID3A	NOBOX
ARID3A	NR1D1
ARID3A	NR4A2
ARID3A	PBX2
ARID3A	POU5F1B
ARID3A	PRDM1
ARID3A	PRDM10
ARID3A	RERE
ARID3A	RFX1
ARID3A	RFX3
ARID3A	RUNX1
ARID3A	SMAD7
ARID3A	SP3
ARID3A	TCF3
ARID3A	THRA
ARID3A	USF2
ARID3A	XBP1
ARID3A	ZBTB1
ARID3A	ZBTB20
ARID3A	ZBTB32
ARID3A	ZBTB38
ARID3A	ZBTB42
ARID3A	ZBTB7A
ARID3A	ZBTB7B
ARID3A	ZFP62
ARID3A	ZFP91
ARID3A	ZNF114
ARID3A	ZNF217
ARID3A	ZNF460
ARID3A	ZNF48
ARID3A	ZNF543
ARID3A	ZNF643
ARID3A	ZNF771
ARID3A	ZNF805
ARID3A	ZNF860
ARID5A	ARF1
ARID5A	ARID3A
ARID5A	ARID5A
ARID5A	ATF3
ARID5A	ATF4
ARID5A	BACH1
ARID5A	BHLHE40
ARID5A	BHLHE41
ARID5A	CEBPB
ARID5A	CEBPG
ARID5A	CHD2
ARID5A	CREB3L2
ARID5A	CTCFL
ARID5A	DDIT3
ARID5A	ERF
ARID5A	ESRRG
ARID5A	ETS1
ARID5A	FLI1
ARID5A	FOS
ARID5A	FOXD4L5
ARID5A	FOXN3
