From	To
ARF1	ARF1
ARF1	ATF4
ARF1	BCL6B
ARF1	CAMTA2
ARF1	CHD2
ARF1	CREB3L4
ARF1	CST6
ARF1	CUX1
ARF1	E2F4
ARF1	ETV3
ARF1	FLI1
ARF1	FOSB
ARF1	FOXR1
ARF1	GFI1
ARF1	GMEB2
ARF1	IKZF1
ARF1	IKZF3
ARF1	IRF1
ARF1	IRF2
ARF1	IRF5
ARF1	IRF7
ARF1	IRF9
ARF1	JUNB
ARF1	KLF10
ARF1	KLF16
ARF1	KLF9
ARF1	MAF
ARF1	MAFF
ARF1	MAZ
ARF1	MEF2C
ARF1	MEF2D
ARF1	MLX
ARF1	MLXIP
ARF1	MXI1
ARF1	NR1I3
ARF1	PLAGL2
ARF1	POU2F1
ARF1	PPARD
ARF1	PRDM1
ARF1	RARA
ARF1	RUNX1
ARF1	RUNX2
ARF1	SMAD7
ARF1	SOX11
ARF1	SP3
ARF1	SREBF1
ARF1	TFAP2A
ARF1	USF1
ARF1	XBP1
ARF1	ZBTB32
ARF1	ZBTB38
ARF1	ZBTB7B
ARF1	ZFP62
ARF1	ZNF217
ARF1	ZNF276
ARF1	ZNF283
ARF1	ZNF334
ARF1	ZNF335
ARF1	ZNF595
ARF1	ZNF689
ARF1	ZNF718
ARF1	ZNF76
ARF4	ARF4
ARF4	ARID3A
ARF4	ARNT
ARF4	ATF4
ARF4	ATF5
ARF4	BHLHE40
ARF4	CEBPB
ARF4	CHD2
ARF4	CREB3L2
ARF4	CREB3L4
ARF4	CTCF
ARF4	CTCFL
ARF4	CUX1
ARF4	E2F3
ARF4	E2F4
ARF4	ELF1
ARF4	ETV3
ARF4	FIZ1
ARF4	FLI1
ARF4	FOSL1
ARF4	FOSL2
ARF4	FOXH1
ARF4	FOXJ1
ARF4	FOXO3
ARF4	FOXR1
ARF4	GFI1
ARF4	HES5
ARF4	HINFP
ARF4	ID1
ARF4	IKZF1
ARF4	IKZF3
ARF4	IRF1
ARF4	IRF2
ARF4	IRF3
ARF4	IRF4
ARF4	IRF5
ARF4	IRF6
ARF4	IRF9
ARF4	JUNB
ARF4	KLF1
ARF4	KLF13
ARF4	KLF9
ARF4	LHX3
ARF4	MAF
ARF4	MAFF
ARF4	MAZ
ARF4	MEF2C
ARF4	MEF2D
ARF4	MLX
ARF4	MLXIP
ARF4	MYBL2
ARF4	MYC
ARF4	NFATC2
ARF4	NFE2L1
ARF4	NFE2L2
ARF4	NFE2L3
ARF4	NFIL3
ARF4	NFIX
ARF4	PBX1
ARF4	PLAGL2
ARF4	POU2F1
ARF4	PRDM1
ARF4	PRDM10
ARF4	RARA
ARF4	RARG
ARF4	RUNX1
ARF4	RUNX2
ARF4	RXRA
ARF4	RXRB
ARF4	SIN3A
ARF4	SMAD7
ARF4	SNAPC4
ARF4	SOX11
ARF4	SOX15
ARF4	SOX4
ARF4	SREBF1
ARF4	TCF3
ARF4	USF1
ARF4	XBP1
ARF4	ZBTB38
ARF4	ZBTB7B
ARF4	ZFP1
ARF4	ZNF175
ARF4	ZNF217
ARF4	ZNF276
ARF4	ZNF283
ARF4	ZNF334
ARF4	ZNF335
ARF4	ZNF48
ARF4	ZNF490
ARF4	ZNF524
ARF4	ZNF580
ARF4	ZNF581
ARF4	ZNF592
ARF4	ZNF595
ARF4	ZNF652
ARF4	ZNF681
ARF4	ZNF688
ARF4	ZNF689
ARF4	ZNF718
ARF4	ZNF740
ARF4	ZNF764
ARF4	ZNF768
ARF4	ZNF780A
ARF4	ZNF784
ARF4	ZNF785
ARF4	ZNF791
ARID3A	ARF1
ARID3A	ARF4
ARID3A	ARID3A
ARID3A	ARNT
