From	To
AIRE	AIRE
AIRE	ATF3
AIRE	ATF4
AIRE	ATF5
AIRE	BHLHE40
AIRE	BHLHE41
AIRE	CAD
AIRE	CAMTA2
AIRE	CEBPB
AIRE	CHD2
AIRE	CREB3L2
AIRE	CREB3L4
AIRE	CTCF
AIRE	CUX1
AIRE	DDIT3
AIRE	DMRTC2
AIRE	E2F2
AIRE	E2F3
AIRE	E2F4
AIRE	E2F6
AIRE	ELF2
AIRE	ELK3
AIRE	ERF
AIRE	FLI1
AIRE	FOSB
AIRE	FOSL1
AIRE	FOSL2
AIRE	FOXJ1
AIRE	FOXK2
AIRE	FOXN3
AIRE	GLI1
AIRE	HIVEP2
AIRE	HOMEZ
AIRE	HSF4
AIRE	IKZF1
AIRE	IKZF3
AIRE	IRF1
AIRE	IRF2
AIRE	IRF4
AIRE	IRF5
AIRE	IRF9
AIRE	IRX5
AIRE	JUNB
AIRE	KLF1
AIRE	KLF10
AIRE	KLF11
AIRE	KLF13
AIRE	KLF16
AIRE	KLF3
AIRE	KLF6
AIRE	KLF9
AIRE	MAFF
AIRE	MAZ
AIRE	MEF2B
AIRE	MEF2D
AIRE	MLX
AIRE	MYBL2
AIRE	MYCL1
AIRE	MYNN
AIRE	MZF1
AIRE	NFE2L1
AIRE	NFE2L2
AIRE	NFE2L3
AIRE	NFIB
AIRE	NFIL3
AIRE	NFIX
AIRE	NR1D1
AIRE	NR1I3
AIRE	NR3C1
AIRE	NR6A1
AIRE	ONECUT2
AIRE	PBX4
AIRE	PIF1
AIRE	POU2F1
AIRE	POU2F2
AIRE	POU3F1
AIRE	POU5F1
AIRE	PRDM1
AIRE	PRDM15
AIRE	RARA
AIRE	RARG
AIRE	RORA
AIRE	RUNX1
AIRE	SIN3A
AIRE	SMAD7
AIRE	SNAI3
AIRE	SOX11
AIRE	SP3
AIRE	STAT1
AIRE	STAT2
AIRE	TCF3
AIRE	TFAP4
AIRE	THAP11
AIRE	THRA
AIRE	XBP1
AIRE	ZBTB38
AIRE	ZBTB7B
AIRE	ZFP1
AIRE	ZFP62
AIRE	ZFP91
AIRE	ZNF114
AIRE	ZNF132
AIRE	ZNF217
AIRE	ZNF3
AIRE	ZNF334
AIRE	ZNF48
AIRE	ZNF483
AIRE	ZNF497
