From	To
AIRE	AIRE
AIRE	BATF
AIRE	BHLHE41
AIRE	CEBPD
AIRE	CREB3L2
AIRE	ETS1
AIRE	ETV6
AIRE	FLI1
AIRE	FOSL1
AIRE	FOXO3
AIRE	HBP1
AIRE	HES1
AIRE	HIVEP2
AIRE	IKZF1
AIRE	IRF4
AIRE	JUNB
AIRE	KLF13
AIRE	KLF2
AIRE	MEF2D
AIRE	MYBL2
AIRE	NFE2L3
AIRE	OVOL1
AIRE	PRDM1
AIRE	PRDM10
AIRE	RREB1
AIRE	RUNX2
AIRE	SIN3A
AIRE	ZBTB1
AIRE	ZBTB38
AIRE	ZFP91
AIRE	ZNF217
AIRE	ZNF250
AIRE	ZNF434
AIRE	ZNF652
AIRE	ZNF75A
AIRE	ZNF775
BATF	AIRE
BATF	BATF
BATF	BHLHE41
BATF	CEBPD
BATF	CREB3L2
BATF	DDIT3
BATF	ETS1
BATF	ETV6
BATF	FLI1
BATF	FOSL1
BATF	HBP1
BATF	HES1
BATF	IKZF1
BATF	IRF4
BATF	JUNB
BATF	KLF13
BATF	KLF2
BATF	MEF2D
BATF	MYBL2
BATF	NFE2L3
BATF	NFKB2
BATF	OVOL1
BATF	PRDM1
BATF	PRDM10
BATF	RREB1
BATF	ZBTB1
BATF	ZBTB38
BATF	ZFP91
BATF	ZNF217
BATF	ZNF250
BATF	ZNF434
BATF	ZNF652
BATF	ZNF75A
BATF	ZNF775
BHLHE41	BHLHE41
BHLHE41	CEBPD
BHLHE41	CREB3L2
BHLHE41	DDIT3
BHLHE41	ETV6
BHLHE41	FOSL1
BHLHE41	FOXH1
BHLHE41	FOXO3
BHLHE41	HES1
BHLHE41	HIVEP2
BHLHE41	IKZF1
BHLHE41	IRF4
BHLHE41	JUNB
BHLHE41	KLF13
BHLHE41	KLF2
BHLHE41	MEF2D
BHLHE41	MYBL2
BHLHE41	NFE2L3
BHLHE41	PRDM1
BHLHE41	ZBTB1
BHLHE41	ZBTB38
BHLHE41	ZNF217
BHLHE41	ZNF434
BHLHE41	ZNF75A
BHLHE41	ZNF775
CEBPD	BATF
CEBPD	BHLHE41
CEBPD	CEBPD
CEBPD	CREB3L2
CEBPD	DDIT3
CEBPD	ETS1
CEBPD	ETV6
CEBPD	FLI1
CEBPD	HBP1
CEBPD	HES1
CEBPD	HIVEP2
CEBPD	IKZF1
CEBPD	IRF4
CEBPD	JUNB
CEBPD	KLF2
CEBPD	MEF2D
CEBPD	MYBL2
CEBPD	NFE2L3
CEBPD	OVOL1
CEBPD	PRDM1
CEBPD	RREB1
CEBPD	RUNX2
CEBPD	SIN3A
CEBPD	ZBTB1
CEBPD	ZBTB38
CEBPD	ZFP91
CEBPD	ZNF16
CEBPD	ZNF217
CEBPD	ZNF250
CEBPD	ZNF434
CEBPD	ZNF652
CEBPD	ZNF75A
CEBPD	ZNF775
CREB3L2	AIRE
CREB3L2	BATF
CREB3L2	BHLHE41
CREB3L2	CEBPD
CREB3L2	CREB3L2
CREB3L2	ETS1
CREB3L2	ETV6
CREB3L2	FLI1
CREB3L2	FOSL1
CREB3L2	FOXO3
CREB3L2	HBP1
CREB3L2	HES1
CREB3L2	HIVEP2
CREB3L2	IKZF1
CREB3L2	IRF4
CREB3L2	JUNB
CREB3L2	KLF13
CREB3L2	KLF2
CREB3L2	MEF2D
CREB3L2	MYBL2
CREB3L2	OVOL1
CREB3L2	PRDM1
CREB3L2	PRDM10
CREB3L2	RREB1
CREB3L2	RUNX2
CREB3L2	SIN3A
CREB3L2	ZBTB1
