From	To
ARF1	ARF5
ARF1	ARID5A
ARF1	BHLHE41
ARF1	CAMTA2
ARF1	CHD2
ARF1	ERF
ARF1	FLI1
ARF1	FOSB
ARF1	HES1
ARF1	IKZF1
ARF1	JUNB
ARF1	KLF10
ARF1	KLF15
ARF1	KLF16
ARF1	KLF6
ARF1	KLF9
ARF1	MNT
ARF1	NR1D1
ARF1	PAX4
ARF1	PBX4
ARF1	PRDM1
ARF1	RARA
ARF1	RELB
ARF1	RUNX1
ARF1	TCF12
ARF1	THRA
ARF1	ZBTB3
ARF1	ZBTB32
ARF1	ZBTB38
ARF1	ZBTB7A
ARF1	ZNF283
ARF1	ZNF460
ARF1	ZNF497
ARF1	ZNF526
ARF1	ZNF543
ARF1	ZNF584
ARF1	ZNF689
ARF1	ZNF805
ARF1	ZNF837
ARF4	ATF5
ARF4	BARX2
ARF4	BHLHE41
ARF4	CHD2
ARF4	CREB3L2
ARF4	ESRRA
ARF4	FIZ1
ARF4	FLI1
ARF4	FOXO3
ARF4	FOXP2
ARF4	HBP1
ARF4	IKZF1
ARF4	IRF1
ARF4	IRF4
ARF4	JUNB
ARF4	JUND
ARF4	KLF13
ARF4	KLF15
ARF4	KLF9
ARF4	LHX6
ARF4	MEF2A
ARF4	MEF2D
ARF4	MNT
ARF4	MYNN
ARF4	NFIL3
ARF4	NR1D1
ARF4	NR3C1
ARF4	PBX2
ARF4	PBX4
ARF4	PRDM1
ARF4	RARA
ARF4	RUNX1
ARF4	RXRB
ARF4	SIN3A
ARF4	SMAD7
ARF4	SNAPC4
ARF4	TCF12
ARF4	THRA
ARF4	ZBTB3
ARF4	ZBTB32
ARF4	ZBTB38
ARF4	ZBTB7A
ARF4	ZFP91
ARF4	ZNF283
ARF4	ZNF524
ARF4	ZNF542
ARF4	ZNF580
ARF4	ZNF581
ARF4	ZNF592
ARF4	ZNF689
ARF4	ZNF710
ARF4	ZNF784
ARF5	ARF1
ARF5	ARF4
ARF5	ARF5
ARF5	ARID5A
ARF5	CEBPG
ARF5	CHD2
ARF5	ERF
ARF5	ESRRA
ARF5	FLI1
ARF5	IKZF1
ARF5	JUNB
ARF5	KLF10
ARF5	KLF13
ARF5	KLF16
ARF5	KLF6
ARF5	KLF9
ARF5	MNT
ARF5	NFE2L3
ARF5	NR1D1
ARF5	PAX4
ARF5	PBX4
ARF5	PRDM1
ARF5	SIN3A
ARF5	TCF12
ARF5	THRA
ARF5	ZBTB1
ARF5	ZBTB3
ARF5	ZBTB32
ARF5	ZBTB38
ARF5	ZBTB7A
ARF5	ZFP91
ARF5	ZNF444
ARF5	ZNF460
ARF5	ZNF526
ARF5	ZNF541
ARF5	ZNF543
ARF5	ZNF689
ARF5	ZNF710
ARF5	ZNF774
ARF5	ZNF787
ARF5	ZNF805
ARID5A	ARF1
ARID5A	ARF4
ARID5A	ARID5A
ARID5A	ATF5
ARID5A	BARX2
ARID5A	BCL6B
ARID5A	BHLHA15
ARID5A	BHLHE41
ARID5A	CAMTA2
ARID5A	CEBPG
ARID5A	CHD2
