From	To
ARID3A	ARID3B
ARID3A	ARID5A
ARID3A	ATF4
ARID3A	ATF5
ARID3A	BARX2
ARID3A	BCL6B
ARID3A	BCLAF1
ARID3A	BHLHE41
ARID3A	CAMTA2
ARID3A	CHD2
ARID3A	CREB1
ARID3A	CREB3L2
ARID3A	DMRTC2
ARID3A	E2F3
ARID3A	ELK3
ARID3A	ESRRA
ARID3A	FIZ1
ARID3A	FLI1
ARID3A	FOSB
ARID3A	FOSL1
ARID3A	FOXO3
ARID3A	GZF1
ARID3A	HAP1
ARID3A	HES1
ARID3A	HES5
ARID3A	HES7
ARID3A	HINFP
ARID3A	HIVEP2
ARID3A	IKZF1
ARID3A	IKZF3
ARID3A	IRF1
ARID3A	IRF2
ARID3A	IRF3
ARID3A	IRF4
ARID3A	JUNB
ARID3A	JUND
ARID3A	KLF1
ARID3A	KLF12
ARID3A	KLF13
ARID3A	KLF2
ARID3A	KLF3
ARID3A	KLF6
ARID3A	LHX6
ARID3A	MAZ
ARID3A	MEF2C
ARID3A	MEF2D
ARID3A	MNT
ARID3A	MZF1
ARID3A	NFE2L2
ARID3A	NFE2L3
ARID3A	NFIX
ARID3A	NFKB1
ARID3A	NR1D1
ARID3A	NR3C1
ARID3A	NR4A2
ARID3A	NR4A3
ARID3A	OVOL1
ARID3A	PAX5
ARID3A	PBX2
ARID3A	POU2F2
ARID3A	POU5F1
ARID3A	PRDM1
ARID3A	PRDM10
ARID3A	RAX2
ARID3A	RELA
ARID3A	RELB
ARID3A	RFX1
ARID3A	RFX3
ARID3A	SF1
ARID3A	SIN3A
ARID3A	SIX5
ARID3A	SMAD7
ARID3A	SOX15
ARID3A	TCF3
ARID3A	TCF4
ARID3A	TFEB
ARID3A	THRA
ARID3A	USF1
ARID3A	XBP1
ARID3A	ZBTB1
ARID3A	ZBTB32
ARID3A	ZBTB38
ARID3A	ZFP62
ARID3A	ZFP91
ARID3A	ZNF114
ARID3A	ZNF143
ARID3A	ZNF215
ARID3A	ZNF217
ARID3A	ZNF283
ARID3A	ZNF335
ARID3A	ZNF367
ARID3A	ZNF460
ARID3A	ZNF48
ARID3A	ZNF490
ARID3A	ZNF524
ARID3A	ZNF543
ARID3A	ZNF557
ARID3A	ZNF574
ARID3A	ZNF580
ARID3A	ZNF581
ARID3A	ZNF592
ARID3A	ZNF595
ARID3A	ZNF643
ARID3A	ZNF688
ARID3A	ZNF718
ARID3A	ZNF764
ARID3A	ZNF768
ARID3A	ZNF771
ARID3A	ZNF784
ARID3A	ZNF785
ARID3A	ZNF791
ARID3A	ZNF805
ARID3B	ARID3B
ARID3B	ARID5A
