From	To
ARF1	BHLHE41
ARF1	CAMTA2
ARF1	CHD2
ARF1	ERF
ARF1	KLF10
ARF1	KLF6
ARF1	MNT
ARF1	MXI1
ARF1	RELB
ARF1	RUNX1
ARF1	TCF12
ARF1	ZBTB32
ARF1	ZNF526
ARF1	ZNF689
BACH1	BACH1
BACH1	BHLHE41
BACH1	CAMTA2
BACH1	CEBPB
BACH1	CHD2
BACH1	CREB1
BACH1	CREM
BACH1	ESRRA
BACH1	FIZ1
BACH1	HBP1
BACH1	IRF1
BACH1	JUNB
BACH1	KLF10
BACH1	KLF13
BACH1	KLF2
BACH1	KLF6
BACH1	MXI1
BACH1	MYC
BACH1	MYNN
BACH1	MZF1
BACH1	NFE2L2
BACH1	NFKB2
BACH1	NR1D2
BACH1	NR4A3
BACH1	PRDM1
BACH1	PRDM10
BACH1	RARA
BACH1	RELA
BACH1	RELB
BACH1	RFX3
BACH1	RUNX1
BACH1	SIN3A
BACH1	TBX6
BACH1	TCF12
BACH1	TCF3
BACH1	TGIF2
BACH1	TP53
BACH1	XBP1
BACH1	ZBTB1
BACH1	ZFP91
BACH1	ZNF460
BACH1	ZNF483
BACH1	ZNF524
BACH1	ZNF543
BACH1	ZNF580
BACH1	ZNF581
BACH1	ZNF689
BACH1	ZNF775
BACH1	ZNF784
BACH1	ZNF805
BCL6B	ARF1
BCL6B	BACH1
BCL6B	BCL6B
BCL6B	BCLAF1
BCL6B	BHLHE41
BCL6B	BRCA1
BCL6B	CAMTA2
BCL6B	CEBPB
BCL6B	CEBPG
BCL6B	CHD2
BCL6B	CREB1
BCL6B	CREM
BCL6B	ELF2
BCL6B	ERF
BCL6B	ESRRA
BCL6B	FOS
BCL6B	FOSB
BCL6B	FOXN3
BCL6B	FOXO3
BCL6B	FOXP2
BCL6B	HAP1
BCL6B	HBP1
BCL6B	HIVEP2
BCL6B	IRF1
BCL6B	IRF2
BCL6B	IRF3
BCL6B	ISL2
BCL6B	JUN
BCL6B	JUNB
BCL6B	JUND
BCL6B	KLF10
BCL6B	KLF13
BCL6B	KLF2
BCL6B	KLF6
BCL6B	KLF7
BCL6B	LHX6
BCL6B	MEF2A
BCL6B	MXI1
BCL6B	MYC
BCL6B	MYNN
BCL6B	MZF1
BCL6B	NFE2L2
BCL6B	NFKB1
BCL6B	NFKB2
BCL6B	NR1D2
BCL6B	NR3C1
BCL6B	NR4A2
BCL6B	NR4A3
BCL6B	POU6F1
BCL6B	PRDM1
BCL6B	PRDM10
BCL6B	RARA
BCL6B	RELA
BCL6B	RELB
BCL6B	RFX1
BCL6B	RFX3
BCL6B	RUNX1
BCL6B	SF1
BCL6B	SIN3A
BCL6B	SP3
BCL6B	TBX6
BCL6B	TCF12
BCL6B	TCF3
BCL6B	TGIF2
BCL6B	TP53
BCL6B	USF1
BCL6B	XBP1
BCL6B	ZBTB1
BCL6B	ZBTB3
BCL6B	ZBTB32
BCL6B	ZBTB5
BCL6B	ZFP91
BCL6B	ZNF143
BCL6B	ZNF460
BCL6B	ZNF48
BCL6B	ZNF483
BCL6B	ZNF490
BCL6B	ZNF526
BCL6B	ZNF542
BCL6B	ZNF543
BCL6B	ZNF574
BCL6B	ZNF592
BCL6B	ZNF689
BCL6B	ZNF771
BCL6B	ZNF775
BCL6B	ZNF791
BCL6B	ZNF805
BCLAF1	ARF1
BCLAF1	BACH1
BCLAF1	BCL6B
BCLAF1	BCLAF1
BCLAF1	BHLHE41
BCLAF1	BRCA1
BCLAF1	CAMTA2
BCLAF1	CEBPB
BCLAF1	CEBPG
BCLAF1	CHD2
BCLAF1	CREB1
BCLAF1	CREM
BCLAF1	ELF2
BCLAF1	ERF
BCLAF1	ESRRA
BCLAF1	FIZ1
BCLAF1	FOS
BCLAF1	FOSB
BCLAF1	FOXN3
BCLAF1	FOXO3
BCLAF1	FOXP2
BCLAF1	HAP1
BCLAF1	HBP1
BCLAF1	HIVEP2
BCLAF1	IRF1
BCLAF1	IRF2
BCLAF1	IRF3
BCLAF1	ISL2
BCLAF1	JUN
BCLAF1	JUNB
BCLAF1	JUND
BCLAF1	KLF10
BCLAF1	KLF13
BCLAF1	KLF2
BCLAF1	KLF6
BCLAF1	KLF7
BCLAF1	LHX6
BCLAF1	MEF2A
BCLAF1	MNT
BCLAF1	MXI1
BCLAF1	MYC
BCLAF1	MYNN
BCLAF1	MZF1
BCLAF1	NFE2L2
BCLAF1	NFKB1
BCLAF1	NFKB2
BCLAF1	NR1D2
BCLAF1	NR3C1
BCLAF1	NR4A2
BCLAF1	NR4A3
BCLAF1	POU6F1
BCLAF1	PRDM10
BCLAF1	RARA
BCLAF1	RELA
BCLAF1	RELB
BCLAF1	RFX1
BCLAF1	RFX3
BCLAF1	RUNX1
BCLAF1	SF1
BCLAF1	SIN3A
BCLAF1	SP3
BCLAF1	TBX6
BCLAF1	TCF12
BCLAF1	TCF3
BCLAF1	TGIF2
BCLAF1	TP53
BCLAF1	USF1
BCLAF1	XBP1
BCLAF1	ZBTB1
BCLAF1	ZBTB3
BCLAF1	ZBTB32
BCLAF1	ZBTB5
BCLAF1	ZFP91
BCLAF1	ZNF143
BCLAF1	ZNF460
BCLAF1	ZNF48
BCLAF1	ZNF483
BCLAF1	ZNF490
BCLAF1	ZNF524
BCLAF1	ZNF526
BCLAF1	ZNF542
BCLAF1	ZNF543
BCLAF1	ZNF574
BCLAF1	ZNF580
BCLAF1	ZNF581
BCLAF1	ZNF592
BCLAF1	ZNF672
BCLAF1	ZNF689
BCLAF1	ZNF692
BCLAF1	ZNF771
BCLAF1	ZNF775
BCLAF1	ZNF784
BCLAF1	ZNF791
BCLAF1	ZNF805
BHLHE41	BCL6B
BHLHE41	BHLHE41
BHLHE41	BRCA1
BHLHE41	CAMTA2
BHLHE41	FOS
BHLHE41	FOXP2
BHLHE41	HBP1
BHLHE41	HIVEP2
BHLHE41	IRF2
BHLHE41	ISL2
BHLHE41	JUN
BHLHE41	JUNB
BHLHE41	KLF13
BHLHE41	KLF6
BHLHE41	LHX6
BHLHE41	NR1D2
BHLHE41	POU6F1
BHLHE41	RARA
BHLHE41	RELA
BHLHE41	RELB
BHLHE41	TBX6
BHLHE41	TGIF2
BHLHE41	XBP1
BHLHE41	ZNF580
BHLHE41	ZNF581
BHLHE41	ZNF775
BHLHE41	ZNF784
BRCA1	BCLAF1
BRCA1	ESRRA
BRCA1	FOXO3
BRCA1	KLF7
BRCA1	LHX6
BRCA1	MNT
BRCA1	MXI1
BRCA1	MYNN
BRCA1	NFE2L2
BRCA1	NR1D2
BRCA1	ZBTB1
BRCA1	ZFP91
BRCA1	ZNF48
BRCA1	ZNF771
CAMTA2	CREB1
CAMTA2	CREM
CAMTA2	ESRRA
CAMTA2	FOSB
CAMTA2	HBP1
CAMTA2	IRF2
CAMTA2	LHX6
CAMTA2	MNT
CAMTA2	MXI1
CAMTA2	NR3C1
CAMTA2	PRDM1
CAMTA2	RUNX1
CAMTA2	SIN3A
CAMTA2	ZBTB1
CAMTA2	ZNF542
CEBPB	BACH1
CEBPB	BCL6B
CEBPB	BHLHE41
CEBPB	BRCA1
CEBPB	CAMTA2
CEBPB	CEBPB
CEBPB	CEBPG
CEBPB	CHD2
CEBPB	CREB1
CEBPB	ELF2
CEBPB	ERF
CEBPB	ESRRA
CEBPB	FOS
CEBPB	FOSB
CEBPB	FOXN3
CEBPB	HAP1
CEBPB	HBP1
CEBPB	HIVEP2
CEBPB	IRF1
CEBPB	IRF2
CEBPB	IRF3
CEBPB	JUNB
CEBPB	KLF10
CEBPB	KLF13
CEBPB	KLF2
CEBPB	KLF6
CEBPB	LHX6
CEBPB	MNT
CEBPB	NFE2L2
CEBPB	NFKB2
CEBPB	NR1D2
CEBPB	NR4A2
CEBPB	NR4A3
CEBPB	POU6F1
CEBPB	PRDM1
CEBPB	PRDM10
CEBPB	RARA
CEBPB	RELA
CEBPB	RELB
CEBPB	RFX1
CEBPB	RFX3
CEBPB	SF1
CEBPB	SIN3A
CEBPB	TCF12
CEBPB	TP53
CEBPB	XBP1
CEBPB	ZBTB1
CEBPB	ZBTB3
CEBPB	ZBTB5
CEBPB	ZFP91
CEBPB	ZNF143
CEBPB	ZNF460
CEBPB	ZNF483
CEBPB	ZNF526
CEBPB	ZNF542
CEBPB	ZNF543
CEBPB	ZNF574
CEBPB	ZNF592
CEBPB	ZNF689
CEBPB	ZNF775
CEBPB	ZNF805
CEBPG	BACH1
CEBPG	BCL6B
CEBPG	BCLAF1
CEBPG	BHLHE41
CEBPG	BRCA1
CEBPG	CAMTA2
CEBPG	CEBPB
CEBPG	CEBPG
CEBPG	CHD2
CEBPG	CREB1
CEBPG	ELF2
CEBPG	ERF
CEBPG	ESRRA
CEBPG	FIZ1
CEBPG	FOS
CEBPG	FOSB
CEBPG	FOXN3
CEBPG	FOXO3
CEBPG	FOXP2
CEBPG	HAP1
CEBPG	HBP1
CEBPG	HIVEP2
CEBPG	IRF1
CEBPG	IRF2
CEBPG	IRF3
CEBPG	ISL2
CEBPG	JUN
CEBPG	JUNB
CEBPG	JUND
CEBPG	KLF10
CEBPG	KLF13
CEBPG	KLF2
CEBPG	KLF6
CEBPG	KLF7
CEBPG	LHX6
CEBPG	MEF2A
CEBPG	MNT
CEBPG	MXI1
CEBPG	MYC
CEBPG	MYNN
CEBPG	MZF1
CEBPG	NFE2L2
CEBPG	NR1D2
CEBPG	NR3C1
CEBPG	NR4A2
CEBPG	NR4A3
CEBPG	POU6F1
CEBPG	PRDM1
CEBPG	RARA
CEBPG	RELA
CEBPG	RELB
CEBPG	RFX1
CEBPG	RFX3
CEBPG	SF1
CEBPG	SIN3A
CEBPG	SP3
CEBPG	TBX6
CEBPG	TCF12
CEBPG	TP53
CEBPG	USF1
CEBPG	XBP1
CEBPG	ZBTB1
CEBPG	ZBTB3
CEBPG	ZBTB5
CEBPG	ZFP91
CEBPG	ZNF143
CEBPG	ZNF460
CEBPG	ZNF48
CEBPG	ZNF483
CEBPG	ZNF490
CEBPG	ZNF524
CEBPG	ZNF526
CEBPG	ZNF542
CEBPG	ZNF543
CEBPG	ZNF574
CEBPG	ZNF580
CEBPG	ZNF581
CEBPG	ZNF592
CEBPG	ZNF771
CEBPG	ZNF775
CEBPG	ZNF784
CEBPG	ZNF791
CEBPG	ZNF805
CHD2	BCL6B
CHD2	BHLHE41
CHD2	CAMTA2
CHD2	CEBPB
CHD2	CEBPG
CHD2	CHD2
CHD2	CREB1
CHD2	CREM
CHD2	ELF2
CHD2	ERF
CHD2	ESRRA
CHD2	FOS
CHD2	FOSB
CHD2	FOXN3
CHD2	FOXO3
CHD2	FOXP2
CHD2	HAP1
CHD2	HBP1
CHD2	HIVEP2
CHD2	IRF1
CHD2	IRF2
CHD2	IRF3
CHD2	ISL2
CHD2	JUN
CHD2	JUNB
CHD2	JUND
CHD2	KLF10
CHD2	KLF13
CHD2	KLF2
CHD2	KLF6
CHD2	KLF7
CHD2	LHX6
CHD2	MEF2A
CHD2	MNT
CHD2	MXI1
CHD2	MYC
CHD2	MYNN
CHD2	MZF1
CHD2	NFE2L2
CHD2	NFKB1
CHD2	NFKB2
CHD2	NR1D2
CHD2	NR3C1
CHD2	NR4A2
CHD2	NR4A3
CHD2	POU6F1
CHD2	PRDM10
CHD2	RARA
CHD2	RELA
CHD2	RFX1
CHD2	RFX3
CHD2	RUNX1
CHD2	SF1
CHD2	SIN3A
CHD2	SP3
CHD2	TBX6
CHD2	TCF12
CHD2	TCF3
CHD2	TGIF2
CHD2	XBP1
CHD2	ZBTB1
CHD2	ZBTB3
CHD2	ZFP91
CHD2	ZNF143
CHD2	ZNF48
CHD2	ZNF483
CHD2	ZNF526
CHD2	ZNF542
CHD2	ZNF580
CHD2	ZNF581
CHD2	ZNF689
CHD2	ZNF771
CHD2	ZNF775
CHD2	ZNF784
CREB1	BACH1
CREB1	BCL6B
CREB1	BCLAF1
CREB1	BHLHE41
CREB1	BRCA1
CREB1	CEBPB
CREB1	CEBPG
CREB1	CHD2
CREB1	CREB1
CREB1	CREM
CREB1	ERF
CREB1	ESRRA
CREB1	FIZ1
CREB1	FOS
CREB1	FOSB
CREB1	FOXN3
CREB1	FOXO3
CREB1	FOXP2
CREB1	HAP1
CREB1	HBP1
CREB1	HIVEP2
CREB1	IRF1
CREB1	IRF3
CREB1	ISL2
CREB1	JUN
CREB1	JUND
CREB1	KLF13
CREB1	KLF6
CREB1	KLF7
CREB1	LHX6
CREB1	MNT
CREB1	MXI1
CREB1	MYNN
CREB1	MZF1
CREB1	NFKB1
CREB1	NFKB2
CREB1	NR1D2
CREB1	NR3C1
CREB1	NR4A3
CREB1	POU6F1
CREB1	PRDM1
CREB1	RARA
CREB1	RELA
CREB1	RELB
CREB1	RFX1
CREB1	RFX3
CREB1	SF1
CREB1	SIN3A
CREB1	TCF12
CREB1	TGIF2
CREB1	TP53
CREB1	USF1
CREB1	XBP1
CREB1	ZBTB3
CREB1	ZBTB32
CREB1	ZBTB5
CREB1	ZFP91
CREB1	ZNF143
CREB1	ZNF460
CREB1	ZNF48
CREB1	ZNF483
CREB1	ZNF490
CREB1	ZNF524
CREB1	ZNF526
CREB1	ZNF542
CREB1	ZNF543
CREB1	ZNF574
CREB1	ZNF580
CREB1	ZNF581
CREB1	ZNF592
CREB1	ZNF672
CREB1	ZNF689
CREB1	ZNF692
CREB1	ZNF771
CREB1	ZNF784
CREB1	ZNF791
CREB1	ZNF805
CREM	ARF1
CREM	BCL6B
CREM	BCLAF1
CREM	BHLHE41
CREM	BRCA1
CREM	CEBPB
CREM	CEBPG
CREM	CHD2
CREM	CREB1
CREM	CREM
CREM	ERF
CREM	ESRRA
CREM	FIZ1
CREM	FOS
CREM	FOSB
CREM	FOXO3
CREM	FOXP2
CREM	HAP1
CREM	HIVEP2
CREM	IRF1
CREM	IRF3
CREM	ISL2
CREM	JUN
CREM	JUNB
CREM	JUND
CREM	KLF13
CREM	KLF6
CREM	KLF7
CREM	LHX6
CREM	MNT
CREM	MXI1
CREM	MYNN
CREM	NFKB1
CREM	NFKB2
CREM	NR1D2
CREM	NR3C1
CREM	NR4A3
CREM	POU6F1
CREM	RELA
CREM	RELB
CREM	RFX1
CREM	RFX3
CREM	RUNX1
CREM	SF1
CREM	SIN3A
CREM	SP3
CREM	TGIF2
CREM	TP53
CREM	ZBTB3
CREM	ZBTB32
CREM	ZBTB5
CREM	ZNF143
CREM	ZNF460
CREM	ZNF483
CREM	ZNF524
CREM	ZNF526
CREM	ZNF542
CREM	ZNF543
CREM	ZNF574
CREM	ZNF580
CREM	ZNF581
CREM	ZNF672
CREM	ZNF692
CREM	ZNF784
CREM	ZNF805
ELF2	ARF1
ELF2	BACH1
ELF2	BCL6B
ELF2	BRCA1
ELF2	CAMTA2
ELF2	CEBPG
ELF2	CHD2
ELF2	CREM
ELF2	ERF
ELF2	ESRRA
ELF2	FIZ1
ELF2	FOSB
ELF2	FOXN3
ELF2	FOXO3
ELF2	FOXP2
ELF2	HBP1
ELF2	IRF1
ELF2	IRF2
ELF2	IRF3
ELF2	ISL2
ELF2	JUN
ELF2	JUNB
ELF2	KLF13
ELF2	KLF6
ELF2	LHX6
ELF2	MEF2A
ELF2	MXI1
ELF2	MYNN
ELF2	MZF1
ELF2	NFKB1
ELF2	NR3C1
ELF2	NR4A3
ELF2	POU6F1
ELF2	PRDM1
ELF2	RARA
ELF2	RELA
ELF2	RFX1
ELF2	RFX3
ELF2	RUNX1
ELF2	SF1
ELF2	SIN3A
ELF2	SP3
ELF2	TBX6
ELF2	TGIF2
ELF2	TP53
ELF2	USF1
ELF2	ZBTB1
ELF2	ZBTB32
ELF2	ZBTB5
ELF2	ZFP91
ELF2	ZNF143
ELF2	ZNF460
ELF2	ZNF490
ELF2	ZNF524
ELF2	ZNF526
ELF2	ZNF542
ELF2	ZNF543
ELF2	ZNF574
ELF2	ZNF580
ELF2	ZNF581
ELF2	ZNF689
ELF2	ZNF775
ELF2	ZNF784
ELF2	ZNF791
ELF2	ZNF805
ERF	BCL6B
ERF	BCLAF1
ERF	BHLHE41
ERF	BRCA1
ERF	CAMTA2
ERF	CHD2
ERF	CREB1
ERF	CREM
ERF	ESRRA
ERF	FOS
ERF	FOSB
ERF	FOXN3
ERF	FOXP2
ERF	HAP1
ERF	HBP1
ERF	IRF1
ERF	IRF2
ERF	IRF3
ERF	ISL2
ERF	JUN
ERF	JUNB
ERF	JUND
ERF	KLF13
ERF	KLF2
ERF	KLF6
ERF	LHX6
ERF	MEF2A
ERF	MXI1
ERF	MYC
ERF	MYNN
ERF	MZF1
ERF	NFKB2
ERF	RARA
ERF	RELA
ERF	RFX1
ERF	RFX3
ERF	RUNX1
ERF	SF1
ERF	SIN3A
ERF	SP3
ERF	TBX6
ERF	TGIF2
ERF	TP53
ERF	USF1
ERF	XBP1
ERF	ZBTB1
ERF	ZBTB3
ERF	ZBTB32
ERF	ZBTB5
ERF	ZFP91
ERF	ZNF143
ERF	ZNF460
ERF	ZNF490
ERF	ZNF542
ERF	ZNF543
ERF	ZNF580
ERF	ZNF581
ERF	ZNF775
ERF	ZNF784
ERF	ZNF791
