From	To
AIRE	AIRE
AIRE	ARF1
AIRE	ARF4
AIRE	BACH1
AIRE	BBX
AIRE	BCL11A
AIRE	BCL6B
AIRE	BCLAF1
AIRE	BHLHE41
AIRE	BRCA1
AIRE	CEBPB
AIRE	CEBPG
AIRE	CHD2
AIRE	CNOT3
AIRE	CREB3L2
AIRE	CREM
AIRE	CST6
AIRE	CTCF
AIRE	DBP
AIRE	DDIT3
AIRE	DEAF1
AIRE	FOSB
AIRE	FOSL2
AIRE	FOXN3
AIRE	FOXO3
AIRE	FOXP1
AIRE	FOXP2
AIRE	GLIS3
AIRE	GZF1
AIRE	HAP1
AIRE	HBP1
AIRE	HES5
AIRE	HES7
AIRE	HEY1
AIRE	HEY2
AIRE	HIVEP2
AIRE	IRF1
AIRE	IRF2
AIRE	IRF3
AIRE	IRF4
AIRE	IRF9
AIRE	ISL2
AIRE	JUN
AIRE	JUNB
AIRE	JUND
AIRE	KLF10
AIRE	KLF13
AIRE	KLF2
AIRE	KLF6
AIRE	KLF7
AIRE	KLF9
AIRE	MEF2B
AIRE	MEF2C
AIRE	MNT
AIRE	MYNN
AIRE	MZF1
AIRE	NFE2L2
AIRE	NFE2L3
AIRE	NFIL3
AIRE	NFYA
AIRE	NR2C2
AIRE	NR3C1
AIRE	NR4A2
AIRE	NR4A3
AIRE	PAX5
AIRE	PEG3
AIRE	PRDM1
AIRE	PRDM10
AIRE	RARA
AIRE	RAX2
AIRE	RFX3
AIRE	RUNX1
AIRE	SF1
AIRE	SIN3A
AIRE	SMAD7
AIRE	TGIF2
AIRE	TP53
AIRE	USF1
AIRE	VSX1
AIRE	XBP1
AIRE	ZBTB1
AIRE	ZBTB11
AIRE	ZBTB20
AIRE	ZBTB3
AIRE	ZBTB32
AIRE	ZBTB38
AIRE	ZFP91
AIRE	ZIM2
AIRE	ZNF135
AIRE	ZNF136
AIRE	ZNF143
AIRE	ZNF20
AIRE	ZNF215
AIRE	ZNF283
AIRE	ZNF331
AIRE	ZNF367
AIRE	ZNF440
AIRE	ZNF441
AIRE	ZNF460
AIRE	ZNF483
AIRE	ZNF490
AIRE	ZNF491
AIRE	ZNF497
AIRE	ZNF543
AIRE	ZNF554
AIRE	ZNF574
AIRE	ZNF580
AIRE	ZNF581
AIRE	ZNF584
AIRE	ZNF625
AIRE	ZNF627
AIRE	ZNF784
AIRE	ZNF791
AIRE	ZNF805
AIRE	ZNF823
AIRE	ZNF837
AIRE	ZNF860
AIRE	ZSCAN18
ARF1	BHLHE41
ARF1	CAMTA2
ARF1	CHD2
ARF1	CST6
ARF1	ERF
ARF1	FLI1
ARF1	FOSB
ARF1	GFI1
ARF1	GZF1
ARF1	KLF10
ARF1	KLF15
ARF1	KLF6
ARF1	KLF9
ARF1	MAFG
ARF1	MNT
ARF1	PAX4
ARF1	PAX5
ARF1	RARA
ARF1	RFX1
ARF1	RUNX1
ARF1	SPI1
ARF1	TCF12
ARF1	ZBTB32
ARF1	ZBTB38
ARF1	ZNF283
ARF1	ZNF367
ARF1	ZNF483
ARF1	ZNF497
ARF1	ZNF526
ARF1	ZNF584
ARF1	ZNF837
ARF4	ARF1
ARF4	BCLAF1
ARF4	BHLHE41
ARF4	CHD2
ARF4	CREB3L2
ARF4	CTCF
ARF4	ESRRA
ARF4	FOSL2
ARF4	FOXN3
ARF4	FOXO3
ARF4	FOXP1
ARF4	FOXP2
ARF4	GFI1
ARF4	HBP1
ARF4	HEY1
ARF4	IRF1
ARF4	IRF2
ARF4	IRF4
ARF4	JUN
ARF4	JUND
ARF4	KLF13
ARF4	KLF15
ARF4	KLF7
ARF4	LHX6
ARF4	MEF2A
ARF4	MEF2C
ARF4	MNT
ARF4	MYNN
ARF4	NFIL3
ARF4	NR3C1
ARF4	NR4A2
ARF4	PRDM1
ARF4	RBPJ
ARF4	RUNX1
ARF4	SIN3A
ARF4	SNAI3
ARF4	TCF12
ARF4	TP53
ARF4	VSX1
