From	To
ARF1	ARF1
ARF1	ARID3A
ARF1	ARID5A
ARF1	ATF4
ARF1	BHLHE41
ARF1	CHD2
ARF1	CREB3L2
ARF1	CREB3L4
ARF1	CTCF
ARF1	CUX1
ARF1	DMRTC2
ARF1	ELF1
ARF1	FIZ1
ARF1	FLI1
ARF1	FOSB
ARF1	FOXO3
ARF1	FOXP1
ARF1	HES5
ARF1	HIVEP2
ARF1	IKZF1
ARF1	IKZF3
ARF1	IRF1
ARF1	IRF2
ARF1	IRF4
ARF1	IRF5
ARF1	JUNB
ARF1	KLF10
ARF1	KLF16
ARF1	KLF6
ARF1	KLF9
ARF1	MAZ
ARF1	MEF2C
ARF1	MEF2D
ARF1	MXI1
ARF1	MYNN
ARF1	NFE2L3
ARF1	NR1D1
ARF1	NR1D2
ARF1	NR1I3
ARF1	PBX2
ARF1	PPARD
ARF1	PRDM1
ARF1	PRDM15
ARF1	RARA
ARF1	RREB1
ARF1	RUNX1
ARF1	RUNX3
ARF1	SP3
ARF1	STAT6
ARF1	TCF12
ARF1	TCF4
ARF1	THRA
ARF1	XBP1
ARF1	ZBTB1
ARF1	ZBTB26
ARF1	ZBTB38
ARF1	ZBTB6
ARF1	ZBTB7A
ARF1	ZBTB7B
ARF1	ZFP62
ARF1	ZNF215
ARF1	ZNF217
ARF1	ZNF283
ARF1	ZNF524
ARF1	ZNF580
ARF1	ZNF581
ARF1	ZNF70
ARF1	ZNF710
ARF1	ZNF76
ARF1	ZNF775
ARF1	ZNF784
ARID3A	ARF1
ARID3A	ARID3A
ARID3A	ARID3B
ARID3A	ARID5A
ARID3A	ATF4
ARID3A	ATF5
ARID3A	BACH1
ARID3A	BBX
ARID3A	BCL11A
ARID3A	BHLHE41
ARID3A	CHD2
ARID3A	CNOT3
ARID3A	CREB3L2
ARID3A	CREB3L4
ARID3A	CST6
ARID3A	CTCF
ARID3A	CUX1
ARID3A	DBP
ARID3A	DMRTC2
ARID3A	ELF1
ARID3A	ELK3
ARID3A	FIZ1
ARID3A	FLI1
ARID3A	FOSB
ARID3A	FOXO3
ARID3A	FOXP1
ARID3A	FOXP2
ARID3A	GABPA
ARID3A	HBP1
ARID3A	HEY2
ARID3A	HIVEP2
ARID3A	IKZF1
ARID3A	IKZF3
ARID3A	IRF1
ARID3A	IRF2
ARID3A	IRF4
ARID3A	IRF5
ARID3A	JUN
ARID3A	JUNB
ARID3A	KLF1
ARID3A	KLF10
ARID3A	KLF13
ARID3A	KLF16
ARID3A	KLF2
ARID3A	KLF3
ARID3A	KLF6
ARID3A	KLF9
ARID3A	MAZ
ARID3A	MEF2A
ARID3A	MEF2C
ARID3A	MEF2D
ARID3A	MEIS2
ARID3A	MXI1
ARID3A	MYC
ARID3A	MYNN
ARID3A	NFATC1
ARID3A	NFE2L2
ARID3A	NFE2L3
ARID3A	NFIX
ARID3A	NFKB1
ARID3A	NOTCH1
ARID3A	NR1D1
ARID3A	NR1D2
ARID3A	NR1I3
ARID3A	NR3C1
ARID3A	NR4A1
ARID3A	NR4A2
ARID3A	NR4A3
ARID3A	PATZ1
ARID3A	PBX2
ARID3A	POU2F2
ARID3A	PPARD
ARID3A	PRDM1
