From	To
ARID3A	ARID3A
ARID3A	BCL6B
ARID3A	BHLHE41
ARID3A	CAMTA2
ARID3A	CEBPB
ARID3A	CREB3L2
ARID3A	CST6
ARID3A	DDIT3
ARID3A	E2F2
ARID3A	FIZ1
ARID3A	FLI1
ARID3A	FOSL1
ARID3A	GLI1
ARID3A	GMEB2
ARID3A	HES5
ARID3A	IKZF3
ARID3A	IRF2
ARID3A	IRF3
ARID3A	IRF4
ARID3A	JUNB
ARID3A	JUND
ARID3A	KLF13
ARID3A	KLF2
ARID3A	MEF2D
ARID3A	MEIS2
ARID3A	MYBL2
ARID3A	NFE2L1
ARID3A	NFE2L2
ARID3A	NFE2L3
ARID3A	NFYA
ARID3A	PAX4
ARID3A	PAX5
ARID3A	PBX2
ARID3A	PRDM1
ARID3A	PRDM10
ARID3A	RARA
ARID3A	RFX3
ARID3A	RXRB
ARID3A	SIN3A
ARID3A	SOX5
ARID3A	SP3
ARID3A	SREBF2
ARID3A	TBX6
ARID3A	TCP11
ARID3A	TEAD3
ARID3A	TFEB
ARID3A	VSX1
ARID3A	XBP1
ARID3A	ZBTB38
ARID3A	ZBTB7B
ARID3A	ZFP91
ARID3A	ZNF217
ARID3A	ZNF283
ARID3A	ZNF524
ARID3A	ZNF580
ARID3A	ZNF581
ARID3A	ZNF775
ARID3A	ZNF784
ATF4	ATF4
ATF4	BCL6B
ATF4	BHLHE41
ATF4	CAMTA2
ATF4	CEBPB
ATF4	CREB3L2
ATF4	CST6
ATF4	DDIT3
ATF4	E2F2
ATF4	ERF
ATF4	FIZ1
ATF4	FLI1
ATF4	GLI1
ATF4	GMEB2
ATF4	HES5
ATF4	IKZF3
ATF4	IRF2
ATF4	IRF3
ATF4	IRF4
ATF4	JUNB
ATF4	JUND
ATF4	KLF13
ATF4	KLF2
ATF4	MAZ
ATF4	MEF2D
ATF4	MEIS2
ATF4	MYBL2
ATF4	NFE2L1
ATF4	NFE2L2
ATF4	NFE2L3
ATF4	NFKB2
ATF4	NFYA
ATF4	NR1D1
ATF4	PAX4
ATF4	PAX5
ATF4	PBX4
ATF4	PRDM1
ATF4	PRDM10
ATF4	RFX3
ATF4	RXRB
ATF4	SIN3A
ATF4	SOX5
ATF4	SREBF2
ATF4	TBX6
ATF4	TCP11
ATF4	TEAD3
ATF4	TEF
ATF4	TFEB
ATF4	THRA
ATF4	VSX1
ATF4	XBP1
ATF4	ZBTB38
ATF4	ZBTB4
ATF4	ZBTB7A
ATF4	ZBTB7B
ATF4	ZFP91
ATF4	ZNF217
ATF4	ZNF283
ATF4	ZNF497
ATF4	ZNF524
ATF4	ZNF526
ATF4	ZNF580
ATF4	ZNF581
ATF4	ZNF584
ATF4	ZNF76
ATF4	ZNF775
ATF4	ZNF784
ATF4	ZNF837
BCL6B	ARID3A
BCL6B	ATF4
BCL6B	BCL6B
BCL6B	BHLHE41
BCL6B	CAMTA2
BCL6B	CEBPB
BCL6B	CREB3L2
BCL6B	CST6
BCL6B	DDIT3
BCL6B	E2F2
BCL6B	ERF
BCL6B	FIZ1
BCL6B	FLI1
BCL6B	FOSL1
BCL6B	GLI1
BCL6B	HES5
BCL6B	IKZF3
BCL6B	IRF2
BCL6B	IRF3
BCL6B	IRF4
BCL6B	JUNB
BCL6B	JUND
BCL6B	KLF13
BCL6B	KLF2
BCL6B	MAZ
BCL6B	MEF2D
BCL6B	MEIS2
BCL6B	MYBL2
BCL6B	NFE2L1
BCL6B	NFE2L2
BCL6B	NFE2L3
BCL6B	NFKB2
BCL6B	NFYA
BCL6B	NR1D1
BCL6B	PAX4
BCL6B	PAX5
BCL6B	PBX2
BCL6B	PBX4
BCL6B	PRDM1
BCL6B	PRDM10
BCL6B	RARA
BCL6B	RFX3
BCL6B	RXRB
BCL6B	SIN3A
BCL6B	SOX5
BCL6B	SP3
BCL6B	SREBF2
BCL6B	TBX2
BCL6B	TBX4
BCL6B	TBX6
BCL6B	TCP11
BCL6B	TEAD3
BCL6B	TEF
BCL6B	TFEB
BCL6B	THRA
BCL6B	VSX1
BCL6B	XBP1
BCL6B	ZBTB38
BCL6B	ZBTB4
BCL6B	ZBTB7A
BCL6B	ZBTB7B
BCL6B	ZFP91
BCL6B	ZNF217
BCL6B	ZNF283
BCL6B	ZNF524
BCL6B	ZNF526
BCL6B	ZNF580
BCL6B	ZNF581
BCL6B	ZNF76
BCL6B	ZNF775
BCL6B	ZNF784
BHLHE41	ATF4
BHLHE41	BCL6B
BHLHE41	BHLHE41
BHLHE41	CAMTA2
BHLHE41	CST6
BHLHE41	DDIT3
BHLHE41	ERF
BHLHE41	FIZ1
BHLHE41	FOSL1
BHLHE41	GLI1
BHLHE41	IKZF3
BHLHE41	IRF2
BHLHE41	IRF3
BHLHE41	JUNB
BHLHE41	JUND
BHLHE41	KLF13
BHLHE41	KLF2
BHLHE41	MAZ
BHLHE41	MYBL2
BHLHE41	NR1D1
BHLHE41	PBX4
BHLHE41	RARA
BHLHE41	SOX5
BHLHE41	TBX6
BHLHE41	TCP11
BHLHE41	TEAD3
BHLHE41	TEF
BHLHE41	THRA
BHLHE41	VSX1
BHLHE41	XBP1
BHLHE41	ZBTB4
BHLHE41	ZBTB7B
BHLHE41	ZNF524
BHLHE41	ZNF526
BHLHE41	ZNF580
BHLHE41	ZNF581
BHLHE41	ZNF784
CAMTA2	BHLHE41
CAMTA2	FOSL1
CAMTA2	IKZF3
CAMTA2	IRF2
CAMTA2	IRF4
CAMTA2	KLF2
CAMTA2	PBX4
CAMTA2	PRDM1
CAMTA2	SIN3A
CAMTA2	SREBF2
CAMTA2	TEAD3
CAMTA2	TEF
CEBPB	ARID3A
CEBPB	BCL6B
CEBPB	BHLHE41
CEBPB	CAMTA2
CEBPB	CREB3L2
CEBPB	CST6
CEBPB	DDIT3
CEBPB	E2F2
CEBPB	ERF
CEBPB	FIZ1
CEBPB	FLI1
CEBPB	GLI1
CEBPB	HES5
CEBPB	IKZF3
CEBPB	IRF2
CEBPB	IRF3
CEBPB	KLF13
CEBPB	KLF2
CEBPB	MAZ
CEBPB	MEF2D
CEBPB	MYBL2
CEBPB	NFE2L2
CEBPB	NFE2L3
CEBPB	NFKB2
CEBPB	NR1D1
CEBPB	PAX5
CEBPB	PBX2
CEBPB	PBX4
CEBPB	PRDM1
CEBPB	PRDM10
CEBPB	RARA
CEBPB	RFX3
CEBPB	RXRB
CEBPB	SIN3A
CEBPB	SOX5
CEBPB	SREBF2
CEBPB	TCP11
CEBPB	TEF
CEBPB	TFEB
CEBPB	THRA
CEBPB	VSX1
CEBPB	XBP1
CEBPB	ZBTB38
CEBPB	ZBTB4
CEBPB	ZBTB7A
CEBPB	ZBTB7B
CEBPB	ZFP91
CEBPB	ZNF217
CEBPB	ZNF283
CEBPB	ZNF524
CEBPB	ZNF526
CEBPB	ZNF580
CEBPB	ZNF581
CEBPB	ZNF76
CEBPB	ZNF784
CREB3L2	ARID3A
CREB3L2	ATF4
CREB3L2	BCL6B
CREB3L2	BHLHE41
CREB3L2	CAMTA2
CREB3L2	CREB3L2
CREB3L2	CST6
CREB3L2	ERF
CREB3L2	FIZ1
CREB3L2	FOSL1
CREB3L2	GLI1
CREB3L2	HES5
CREB3L2	IRF2
CREB3L2	IRF3
CREB3L2	IRF4
CREB3L2	JUNB
CREB3L2	JUND
CREB3L2	KLF13
CREB3L2	KLF2
CREB3L2	MAZ
CREB3L2	MEF2D
CREB3L2	MEIS2
CREB3L2	NFE2L2
CREB3L2	NR1D1
CREB3L2	PAX4
CREB3L2	PAX5
CREB3L2	PRDM1
CREB3L2	PRDM10
CREB3L2	RARA
CREB3L2	RFX3
CREB3L2	RXRB
CREB3L2	SIN3A
CREB3L2	TBX6
CREB3L2	TEAD3
CREB3L2	TEF
CREB3L2	TFEB
CREB3L2	THRA
CREB3L2	VSX1
CREB3L2	XBP1
CREB3L2	ZBTB38
CREB3L2	ZBTB4
CREB3L2	ZBTB7A
CREB3L2	ZBTB7B
CREB3L2	ZFP91
CREB3L2	ZNF217
CREB3L2	ZNF283
CREB3L2	ZNF497
CREB3L2	ZNF524
CREB3L2	ZNF526
CREB3L2	ZNF580
CREB3L2	ZNF581
CREB3L2	ZNF584
CREB3L2	ZNF76
CREB3L2	ZNF775
CREB3L2	ZNF784
CREB3L2	ZNF837
CST6	BCL6B
CST6	E2F2
CST6	HES5
CST6	IRF3
CST6	KLF13
CST6	NFKB2
CST6	PAX4
CST6	PBX4
CST6	PRDM1
CST6	SOX5
CST6	SREBF2
CST6	XBP1
CST6	ZBTB38
CST6	ZNF76
DDIT3	ARID3A
DDIT3	ATF4
DDIT3	BCL6B
DDIT3	BHLHE41
DDIT3	CAMTA2
DDIT3	CEBPB
DDIT3	CREB3L2
DDIT3	CST6
DDIT3	DDIT3
DDIT3	E2F2
DDIT3	ERF
DDIT3	FIZ1
DDIT3	FLI1
DDIT3	FOSL1
DDIT3	IKZF3
DDIT3	IRF2
DDIT3	IRF3
DDIT3	IRF4
DDIT3	JUND
DDIT3	KLF13
DDIT3	KLF2
DDIT3	MEF2D
DDIT3	MEIS2
DDIT3	MYBL2
DDIT3	MZF1
DDIT3	NFE2L1
DDIT3	NFE2L3
DDIT3	NFKB2
DDIT3	NFYA
DDIT3	NR1D1
DDIT3	PBX2
DDIT3	PBX4
DDIT3	PRDM1
DDIT3	PRDM10
DDIT3	RARA
DDIT3	RFX3
DDIT3	RXRB
DDIT3	SIN3A
DDIT3	SOX5
DDIT3	SP3
DDIT3	TBX6
DDIT3	TFEB
DDIT3	THRA
DDIT3	XBP1
DDIT3	ZBTB38
DDIT3	ZBTB4
DDIT3	ZBTB7A
DDIT3	ZBTB7B
DDIT3	ZFP91
DDIT3	ZNF217
DDIT3	ZNF283
