From	To
ARID3B	ARID3B
ARID3B	BCL6B
ARID3B	CAMTA1
ARID3B	CEBPB
ARID3B	CHD2
ARID3B	CREB3L4
ARID3B	CUX1
ARID3B	E2F3
ARID3B	E2F6
ARID3B	FLI1
ARID3B	FOXN3
ARID3B	IKZF1
ARID3B	IRF2
ARID3B	IRF4
ARID3B	JUN
ARID3B	KLF10
ARID3B	KLF13
ARID3B	KLF2
ARID3B	KLF6
ARID3B	MAF
ARID3B	MEF2C
ARID3B	MEF2D
ARID3B	MXI1
ARID3B	MYBL2
ARID3B	NFIL3
ARID3B	NR3C1
ARID3B	POU2F1
ARID3B	PRDM1
ARID3B	RARA
ARID3B	RARG
ARID3B	RORA
ARID3B	RUNX2
ARID3B	SIN3A
ARID3B	SMAD3
ARID3B	SMAD7
ARID3B	SREBF2
ARID3B	TCF3
ARID3B	TCF4
ARID3B	XBP1
ARID3B	ZBTB38
ARID3B	ZBTB7B
ARID3B	ZFP91
ARID3B	ZNF217
ARID3B	ZNF341
ARID3B	ZNF740
ARID3B	ZNF775
BCL6B	ARID3B
BCL6B	BCL6B
BCL6B	CAMTA1
BCL6B	CAMTA2
BCL6B	CEBPB
BCL6B	CHD2
BCL6B	CREB3L4
BCL6B	CST6
BCL6B	CUX1
BCL6B	DDIT3
BCL6B	E2F2
BCL6B	E2F3
BCL6B	E2F6
BCL6B	FLI1
BCL6B	FOSL1
BCL6B	FOXN3
BCL6B	GMEB2
BCL6B	IKZF1
BCL6B	IRF2
BCL6B	IRF4
BCL6B	JUN
BCL6B	KLF10
BCL6B	KLF13
BCL6B	KLF2
BCL6B	KLF6
BCL6B	MAF
BCL6B	MAZ
BCL6B	MEF2C
BCL6B	MEF2D
BCL6B	MXI1
BCL6B	MYBL2
BCL6B	MYC
BCL6B	NFIL3
BCL6B	NR3C1
BCL6B	POU2F1
BCL6B	PRDM1
BCL6B	RARA
BCL6B	RARG
BCL6B	RFX5
BCL6B	RORA
BCL6B	RUNX2
BCL6B	SIN3A
BCL6B	SMAD3
BCL6B	SMAD7
BCL6B	SREBF1
BCL6B	SREBF2
BCL6B	SRF
BCL6B	TBX6
BCL6B	TCF3
BCL6B	TCF4
BCL6B	TGIF1
BCL6B	XBP1
BCL6B	ZBTB38
BCL6B	ZBTB7B
BCL6B	ZFP91
BCL6B	ZNF217
