From	To
ARF1	ARF1
ARF1	ARID3A
ARF1	BHLHE41
ARF1	CHD2
ARF1	ERF
ARF1	FLI1
ARF1	IKZF1
ARF1	IKZF3
ARF1	IRF2
ARF1	KLF6
ARF1	KLF9
ARF1	NR1D1
ARF1	PRDM1
ARF1	RFX1
ARF1	RUNX1
ARF1	SPI1
ARF1	TCF12
ARF1	THRA
ARF1	ZBTB1
ARF1	ZBTB38
ARF1	ZNF460
ARF1	ZNF526
ARF1	ZNF543
ARF1	ZNF710
ARF1	ZNF805
ARID3A	BACH1
ARID3A	BCL6
ARID3A	BCLAF1
ARID3A	BHLHE41
ARID3A	CEBPB
ARID3A	CHD2
ARID3A	CREB3L2
ARID3A	DBP
ARID3A	DEAF1
ARID3A	DMRT2
ARID3A	ESR1
ARID3A	ETV6
ARID3A	FLI1
ARID3A	FOXD4L5
ARID3A	FOXN3
ARID3A	FOXO3
ARID3A	FOXP1
ARID3A	HEY2
ARID3A	HIVEP2
ARID3A	IKZF1
ARID3A	IKZF3
ARID3A	IRF1
ARID3A	IRF2
ARID3A	IRF4
ARID3A	JUN
ARID3A	JUNB
ARID3A	JUND
ARID3A	KLF13
ARID3A	KLF2
ARID3A	KLF3
ARID3A	KLF6
ARID3A	KLF7
ARID3A	KLF9
ARID3A	MEF2A
ARID3A	MEF2C
ARID3A	MEF2D
ARID3A	MYBL2
ARID3A	MYC
ARID3A	NFE2L2
ARID3A	NFE2L3
ARID3A	NOBOX
ARID3A	NR1D2
ARID3A	NR3C1
ARID3A	NR4A2
ARID3A	POU2F2
ARID3A	PRDM1
ARID3A	PRDM10
ARID3A	RFX1
ARID3A	RFX3
ARID3A	RORA
ARID3A	RUNX1
ARID3A	SREBF2
ARID3A	TCF12
ARID3A	TCF3
ARID3A	TCF4
ARID3A	TP53
ARID3A	USF1
ARID3A	VSX1
ARID3A	XBP1
ARID3A	ZBTB1
ARID3A	ZBTB38
ARID3A	ZBTB7A
ARID3A	ZFP91
ARID3A	ZFX
ARID3A	ZNF117
ARID3A	ZNF143
ARID3A	ZNF215
ARID3A	ZNF217
ARID3A	ZNF460
ARID3A	ZNF483
ARID3A	ZNF543
ARID3A	ZNF554
ARID3A	ZNF555
ARID3A	ZNF556
ARID3A	ZNF574
ARID3A	ZNF655
ARID3A	ZNF710
ARID3A	ZNF805
ATF5	ARF1
ATF5	ARID3A
ATF5	ATF5
ATF5	BACH1
ATF5	BCL6
ATF5	BCLAF1
ATF5	BHLHA15
ATF5	BHLHE41
ATF5	CEBPB
ATF5	CHD2
ATF5	CREB3L2
ATF5	DBP
ATF5	DDIT3
ATF5	DMRT2
ATF5	ERF
ATF5	ESRRA
ATF5	ETV6
ATF5	FLI1
ATF5	FOXD4L5
ATF5	FOXN3
ATF5	FOXO3
ATF5	FOXP1
ATF5	FOXP2
ATF5	HEY2
ATF5	HIVEP2
ATF5	IKZF1
ATF5	IKZF3
ATF5	IRF1
ATF5	IRF2
ATF5	IRF4
ATF5	JUNB
ATF5	JUND
ATF5	KLF13
ATF5	KLF2
ATF5	KLF3
ATF5	KLF6
ATF5	KLF7
ATF5	KLF9
ATF5	MEF2C
ATF5	MEF2D
ATF5	MYBL2
