From	To
ARID3A	ATF5
ARID3A	BCL11A
ARID3A	BCL6B
ARID3A	BHLHE22
ARID3A	BHLHE40
ARID3A	CAMTA1
ARID3A	CAMTA2
ARID3A	CEBPB
ARID3A	CHD2
ARID3A	CREB3L2
ARID3A	CREB3L4
ARID3A	CST6
ARID3A	CTCF
ARID3A	CUX1
ARID3A	E2F2
ARID3A	E2F3
ARID3A	ELF1
ARID3A	ELF2
ARID3A	ETV1
ARID3A	ETV5
ARID3A	FIZ1
ARID3A	FLI1
ARID3A	FOSL2
ARID3A	FOXJ1
ARID3A	FOXN3
ARID3A	FOXO3
ARID3A	GFI1
ARID3A	GLI1
ARID3A	GZF1
ARID3A	HBP1
ARID3A	HEY1
ARID3A	HHEX
ARID3A	HINFP
ARID3A	ID1
ARID3A	IKZF1
ARID3A	IKZF3
ARID3A	IRF1
ARID3A	IRF2
ARID3A	IRF3
ARID3A	IRF4
ARID3A	IRF9
ARID3A	IRX5
ARID3A	JUNB
ARID3A	KLF1
ARID3A	KLF10
ARID3A	KLF13
ARID3A	KLF2
ARID3A	KLF3
ARID3A	KLF6
ARID3A	KLF9
ARID3A	LBX2
ARID3A	LEF1
ARID3A	LHX3
ARID3A	MAFG
ARID3A	MAZ
ARID3A	MEF2C
ARID3A	MEF2D
ARID3A	MEIS1
ARID3A	MLX
ARID3A	MXI1
ARID3A	MYBL1
ARID3A	MYBL2
ARID3A	MYC
ARID3A	MYNN
ARID3A	NFAT5
ARID3A	NFE2
ARID3A	NFE2L1
ARID3A	NFE2L3
ARID3A	NFIL3
ARID3A	NFIX
ARID3A	NKX3-2
ARID3A	NR1D1
ARID3A	NR1I3
ARID3A	NR3C1
ARID3A	PEG3
ARID3A	PHOX2A
ARID3A	PRDM1
ARID3A	PRDM10
ARID3A	PRDM14
ARID3A	RELA
ARID3A	RELB
ARID3A	RERE
ARID3A	RFX3
ARID3A	RORA
ARID3A	RUNX1
ARID3A	RXRB
ARID3A	SF1
ARID3A	SIN3A
ARID3A	SMAD3
ARID3A	SMAD7
ARID3A	SOX11
ARID3A	SOX12
ARID3A	SOX4
ARID3A	SP1
ARID3A	SREBF1
ARID3A	TCF12
ARID3A	TCF3
ARID3A	TFEB
ARID3A	THAP1
ARID3A	THAP11
ARID3A	TLX2
ARID3A	USF1
ARID3A	USF2
ARID3A	XBP1
ARID3A	ZBTB24
ARID3A	ZBTB3
ARID3A	ZBTB32
ARID3A	ZBTB38
ARID3A	ZBTB7B
ARID3A	ZFP62
ARID3A	ZFP91
ARID3A	ZFPM1
ARID3A	ZIM2
ARID3A	ZNF114
ARID3A	ZNF184
ARID3A	ZNF214
ARID3A	ZNF215
ARID3A	ZNF217
ARID3A	ZNF219
ARID3A	ZNF251
ARID3A	ZNF267
ARID3A	ZNF3
ARID3A	ZNF334
ARID3A	ZNF34
ARID3A	ZNF407
ARID3A	ZNF48
ARID3A	ZNF483
ARID3A	ZNF516
ARID3A	ZNF517
ARID3A	ZNF524
ARID3A	ZNF580
ARID3A	ZNF581
ARID3A	ZNF643
ARID3A	ZNF775
ARID3A	ZNF784
ATF5	ARID3A
ATF5	ATF5
ATF5	BCL11A
ATF5	BCL6B
ATF5	BHLHE22
ATF5	BHLHE40
