From	To
ARF1	ARF1
ARF1	BCL11A
ARF1	BHLHE41
ARF1	CAMTA2
ARF1	CHD2
ARF1	CREB3L4
ARF1	ERF
ARF1	FIZ1
ARF1	FOXO3
ARF1	GZF1
ARF1	HAP1
ARF1	IKZF1
ARF1	IKZF3
ARF1	IRF2
ARF1	JUNB
ARF1	KLF16
ARF1	KLF6
ARF1	KLF9
ARF1	MAZ
ARF1	MEF2C
ARF1	NFE2L3
ARF1	NFIL3
ARF1	PAX4
ARF1	PBX4
ARF1	PLAGL2
ARF1	POU2F1
ARF1	PRDM1
ARF1	RFX1
ARF1	RFX5
ARF1	SP3
ARF1	TCF12
ARF1	USF1
ARF1	ZBTB1
ARF1	ZBTB32
ARF1	ZBTB38
ARF1	ZBTB7A
ARF1	ZBTB7B
ARF1	ZNF143
ARF1	ZNF219
ARF1	ZNF460
ARF1	ZNF497
ARF1	ZNF524
ARF1	ZNF526
ARF1	ZNF543
ARF1	ZNF579
ARF1	ZNF580
ARF1	ZNF581
ARF1	ZNF584
ARF1	ZNF687
ARF1	ZNF689
ARF1	ZNF784
ARF1	ZNF805
ARF1	ZNF837
ARF4	ARF4
ARF4	ATF3
ARF4	ATF5
ARF4	ATF6
ARF4	BCL11A
ARF4	BCLAF1
ARF4	BHLHE41
ARF4	CEBPB
ARF4	CEBPG
ARF4	CHD2
ARF4	CREB3L2
ARF4	CREB3L4
ARF4	ELF2
ARF4	ERF
ARF4	ESRRA
ARF4	FOXO3
ARF4	HBP1
ARF4	HINFP
ARF4	IKZF1
ARF4	IKZF3
ARF4	IRF1
ARF4	IRF2
ARF4	IRF4
ARF4	JUNB
ARF4	JUND
ARF4	KLF1
ARF4	KLF13
ARF4	KLF6
ARF4	KLF9
ARF4	MAZ
ARF4	MEF2C
ARF4	MEF2D
ARF4	MYBL2
ARF4	MYNN
ARF4	NFE2L1
ARF4	NFE2L2
ARF4	NFE2L3
ARF4	NFIL3
ARF4	NFIX
ARF4	NR4A2
ARF4	PAX4
ARF4	PBX4
ARF4	POU2F1
ARF4	PRDM1
ARF4	PRDM14
ARF4	RFX5
ARF4	RUNX1
ARF4	RXRB
ARF4	SIN3A
ARF4	SP3
ARF4	STAT2
ARF4	TCF12
ARF4	USF1
ARF4	ZBTB20
ARF4	ZBTB38
ARF4	ZBTB7A
ARF4	ZBTB7B
ARF4	ZFP91
ARF4	ZNF16
ARF4	ZNF215
ARF4	ZNF217
ARF4	ZNF219
ARF4	ZNF250
ARF4	ZNF526
ARF4	ZNF580
ARF4	ZNF581
ARF4	ZNF672
ARF4	ZNF687
ARF4	ZNF689
ARF4	ZNF692
ARF4	ZNF784
ATF3	ARF1
ATF3	ARF4
ATF3	ATF3
ATF3	ATF5
ATF3	ATF6
ATF3	BACH1
ATF3	BCL11A
ATF3	BCL6B
ATF3	BCLAF1
ATF3	BHLHE41
ATF3	BRCA1
ATF3	CAMTA2
ATF3	CEBPB
ATF3	CEBPG
ATF3	CHD2
ATF3	CREB3L2
ATF3	CREB3L4
ATF3	DDIT3
ATF3	DMRTA1
ATF3	ELF1
ATF3	ELF2
ATF3	ERF
ATF3	ESRRA
ATF3	FIZ1
ATF3	FOXO3
ATF3	FOXP1
ATF3	FOXP2
ATF3	GZF1
ATF3	HAP1
ATF3	HBP1
ATF3	HEY2
ATF3	HINFP
ATF3	HIVEP2
ATF3	IKZF1
ATF3	IKZF3
ATF3	IRF1
ATF3	IRF2
ATF3	IRF3
ATF3	IRF4
ATF3	IRF9
ATF3	JUNB
ATF3	JUND
ATF3	KLF1
ATF3	KLF13
ATF3	KLF16
ATF3	KLF2
ATF3	KLF6
ATF3	KLF9
ATF3	MAZ
ATF3	MEF2C
ATF3	MEF2D
ATF3	MYBL2
ATF3	MYNN
ATF3	MZF1
ATF3	NFE2
ATF3	NFE2L1
ATF3	NFE2L2
ATF3	NFE2L3
ATF3	NFIL3
ATF3	NFIX
ATF3	NFKB1
ATF3	NFKB2
ATF3	NHLH1
ATF3	NR3C1
ATF3	NR4A2
ATF3	PAX4
ATF3	PBX2
ATF3	PBX4
ATF3	PLAGL2
ATF3	POU2F1
ATF3	POU5F1
ATF3	PRDM1
ATF3	PRDM10
ATF3	PRDM14
ATF3	RAX2
ATF3	RFX1
ATF3	RFX3
ATF3	RFX5
ATF3	RFX7
ATF3	RUNX1
ATF3	RXRB
ATF3	SF1
ATF3	SIN3A
ATF3	SP1
ATF3	SP3
ATF3	STAT2
ATF3	TBP
ATF3	TCF12
ATF3	TCF3
ATF3	TCF4
ATF3	THAP1
ATF3	USF1
ATF3	XBP1
ATF3	ZBTB1
ATF3	ZBTB11
ATF3	ZBTB20
ATF3	ZBTB32
ATF3	ZBTB38
ATF3	ZBTB7A
ATF3	ZBTB7B
ATF3	ZFP91
ATF3	ZNF114
ATF3	ZNF143
ATF3	ZNF16
ATF3	ZNF184
ATF3	ZNF215
ATF3	ZNF217
ATF3	ZNF219
ATF3	ZNF250
ATF3	ZNF335
ATF3	ZNF460
ATF3	ZNF490
ATF3	ZNF497
ATF3	ZNF524
ATF3	ZNF526
ATF3	ZNF543
ATF3	ZNF579
ATF3	ZNF580
ATF3	ZNF581
ATF3	ZNF584
ATF3	ZNF672
ATF3	ZNF687
ATF3	ZNF689
ATF3	ZNF692
ATF3	ZNF784
ATF3	ZNF791
ATF3	ZNF805
ATF3	ZNF837
ATF5	ARF1
ATF5	ARF4
ATF5	ATF3
ATF5	ATF5
ATF5	ATF6
ATF5	BACH1
ATF5	BCL11A
ATF5	BCL6B
ATF5	BCLAF1
ATF5	BHLHE41
ATF5	BRCA1
ATF5	CAMTA2
ATF5	CEBPB
ATF5	CEBPG
ATF5	CHD2
ATF5	CREB3L2
ATF5	CREB3L4
ATF5	DDIT3
ATF5	DMRTA1
ATF5	ELF1
ATF5	ELF2
ATF5	ERF
ATF5	FIZ1
ATF5	FOXO3
ATF5	FOXP1
ATF5	FOXP2
ATF5	GZF1
ATF5	HAP1
ATF5	HBP1
ATF5	HEY2
ATF5	HINFP
ATF5	HIVEP2
ATF5	IKZF1
ATF5	IKZF3
ATF5	IRF1
ATF5	IRF2
ATF5	IRF3
ATF5	IRF4
ATF5	IRF9
ATF5	JUNB
ATF5	JUND
ATF5	KLF1
ATF5	KLF13
ATF5	KLF16
ATF5	KLF2
ATF5	KLF6
ATF5	KLF9
ATF5	MAZ
ATF5	MEF2C
ATF5	MEF2D
ATF5	MYBL2
ATF5	MYNN
ATF5	MZF1
ATF5	NFE2
ATF5	NFE2L1
ATF5	NFE2L2
ATF5	NFE2L3
ATF5	NFIL3
ATF5	NFIX
ATF5	NFKB1
ATF5	NHLH1
ATF5	NR3C1
ATF5	NR4A2
ATF5	PAX4
ATF5	PBX2
ATF5	PBX4
