From	To
ARID5A	BCLAF1
ARID5A	BRCA1
ARID5A	E2F2
ARID5A	FEZF1
ARID5A	FLI1
ARID5A	FOSL1
ARID5A	HBP1
ARID5A	IKZF1
ARID5A	IRF2
ARID5A	IRF5
ARID5A	JUNB
ARID5A	KLF2
ARID5A	KLF6
ARID5A	LHX8
ARID5A	MAZ
ARID5A	MYBL2
ARID5A	MYC
ARID5A	NFIL3
ARID5A	NR3C1
ARID5A	PBX2
ARID5A	PBX4
ARID5A	POU2F1
ARID5A	RARG
ARID5A	RFX3
ARID5A	RUNX1
ARID5A	SP3
ARID5A	TCF3
ARID5A	TCF4
ARID5A	TFAP4
ARID5A	VSX1
ARID5A	ZBTB38
ARID5A	ZBTB7B
ARID5A	ZFP62
ARID5A	ZFP91
ARID5A	ZNF217
ARID5A	ZNF267
ARID5A	ZNF280B
ARID5A	ZNF655
ARID5A	ZNF689
ARID5A	ZNF740
ARID5A	ZNF775
BCLAF1	ARID5A
BCLAF1	BCLAF1
BCLAF1	BRCA1
BCLAF1	E2F2
BCLAF1	E2F3
BCLAF1	FEZF1
BCLAF1	FLI1
BCLAF1	FOSL1
BCLAF1	HBP1
BCLAF1	IKZF1
BCLAF1	IRF2
BCLAF1	IRF5
BCLAF1	JUNB
BCLAF1	JUND
BCLAF1	KLF13
BCLAF1	KLF2
BCLAF1	KLF6
BCLAF1	LHX8
BCLAF1	MAZ
BCLAF1	MEF2D
BCLAF1	MYBL2
BCLAF1	MYC
BCLAF1	NFIL3
BCLAF1	NR3C1
BCLAF1	PBX2
BCLAF1	PBX4
BCLAF1	POU2F1
BCLAF1	RARG
BCLAF1	RFX3
BCLAF1	RUNX1
BCLAF1	SP3
BCLAF1	TBX6
BCLAF1	TCF3
BCLAF1	TCF4
BCLAF1	TFAP4
BCLAF1	VSX1
BCLAF1	ZBTB38
BCLAF1	ZBTB7B
BCLAF1	ZFP62
BCLAF1	ZFP91
BCLAF1	ZNF217
BCLAF1	ZNF267
BCLAF1	ZNF280B
BCLAF1	ZNF655
BCLAF1	ZNF689
BCLAF1	ZNF740
BCLAF1	ZNF775
BRCA1	BCLAF1
BRCA1	FEZF1
BRCA1	FOSL1
BRCA1	HBP1
BRCA1	LHX8
BRCA1	MAZ
BRCA1	MYC
BRCA1	NR3C1
BRCA1	TFAP4
BRCA1	ZFP91
E2F2	BCLAF1
E2F2	BRCA1
E2F2	E2F2
E2F2	E2F3
E2F2	FEZF1
E2F2	FLI1
E2F2	FOSL1
E2F2	IKZF1
E2F2	IRF2
E2F2	JUNB
E2F2	JUND
E2F2	KLF13
E2F2	KLF2
E2F2	KLF6
E2F2	LHX8
E2F2	MAZ
E2F2	MEF2D
E2F2	MYBL2
E2F2	MYC
E2F2	NFIL3
E2F2	NR3C1
E2F2	PBX4
E2F2	POU2F1
E2F2	RARG
E2F2	RFX3
E2F2	RUNX1
E2F2	SP3
E2F2	TCF3
E2F2	TCF4
E2F2	TFAP4
E2F2	VSX1
E2F2	ZBTB38
E2F2	ZBTB7B
E2F2	ZFP62
E2F2	ZFP91
E2F2	ZNF217
E2F2	ZNF267
E2F2	ZNF689
E2F2	ZNF740
E2F3	ARID5A
E2F3	BCLAF1
E2F3	BRCA1
E2F3	E2F2
E2F3	E2F3
E2F3	FEZF1
E2F3	FLI1
E2F3	FOSL1
E2F3	HBP1
E2F3	IKZF1
E2F3	IRF2
E2F3	IRF5
E2F3	JUNB
E2F3	JUND
E2F3	KLF13
E2F3	KLF2
E2F3	KLF6
E2F3	LHX8
E2F3	MAZ
E2F3	MEF2D
E2F3	MYBL2
E2F3	MYC
E2F3	NFIL3
E2F3	NR3C1
E2F3	PBX2
E2F3	PBX4
E2F3	POU2F1
E2F3	RARG
E2F3	RFX3
E2F3	RUNX1
E2F3	SP3
E2F3	TBX6
E2F3	TCF3
E2F3	TCF4
E2F3	TFAP4
E2F3	VSX1
E2F3	ZBTB38
E2F3	ZBTB7B
E2F3	ZFP62
E2F3	ZFP91
E2F3	ZNF217
E2F3	ZNF267
E2F3	ZNF280B
E2F3	ZNF689
E2F3	ZNF740
E2F3	ZNF775
FEZF1	ARID5A
FEZF1	BCLAF1
FEZF1	E2F2
FEZF1	E2F3
FEZF1	FEZF1
FEZF1	FLI1
FEZF1	FOSL1
FEZF1	IKZF1
FEZF1	IRF2
FEZF1	IRF5
FEZF1	JUNB
FEZF1	KLF13
FEZF1	KLF2
FEZF1	KLF6
FEZF1	LHX8
FEZF1	MEF2D
FEZF1	MYBL2
FEZF1	MYC
FEZF1	NFIL3
FEZF1	NR3C1
FEZF1	PBX4
FEZF1	POU2F1
FEZF1	RARG
FEZF1	RFX3
FEZF1	RUNX1
FEZF1	SP3
FEZF1	TBX6
FEZF1	TCF3
FEZF1	TCF4
FEZF1	VSX1
FEZF1	ZBTB38
FEZF1	ZBTB7B
FEZF1	ZFP91
FEZF1	ZNF217
FEZF1	ZNF267
FEZF1	ZNF280B
FEZF1	ZNF655
FEZF1	ZNF740
FEZF1	ZNF775
FLI1	ARID5A
FLI1	BCLAF1
FLI1	BRCA1
FLI1	E2F2
FLI1	E2F3
FLI1	FEZF1
FLI1	FLI1
FLI1	FOSL1
FLI1	HBP1
FLI1	IKZF1
FLI1	IRF2
FLI1	IRF5
FLI1	JUNB
FLI1	JUND
FLI1	KLF13
FLI1	KLF2
FLI1	KLF6
FLI1	LHX8
FLI1	MAZ
FLI1	MEF2D
FLI1	MYBL2
FLI1	MYC
FLI1	NFIL3
FLI1	NR3C1
FLI1	PBX2
FLI1	PBX4
FLI1	POU2F1
FLI1	RARG
FLI1	RFX3
FLI1	RUNX1
FLI1	SP3
FLI1	TBX6
FLI1	TCF3
FLI1	TCF4
FLI1	TFAP4
FLI1	VSX1
FLI1	ZBTB38
FLI1	ZBTB7B
FLI1	ZFP62
FLI1	ZFP91
FLI1	ZNF217
FLI1	ZNF267
FLI1	ZNF280B
FLI1	ZNF655
FLI1	ZNF689
FLI1	ZNF740
FLI1	ZNF775
FOSL1	BRCA1
FOSL1	E2F3
FOSL1	FEZF1
FOSL1	FLI1
FOSL1	FOSL1
FOSL1	HBP1
FOSL1	IKZF1
FOSL1	JUNB
FOSL1	KLF2
FOSL1	KLF6
FOSL1	LHX8
FOSL1	MAZ
FOSL1	MEF2D
FOSL1	MYC
FOSL1	NFIL3
FOSL1	POU2F1
FOSL1	RARG
FOSL1	RUNX1
FOSL1	TBX6
FOSL1	TCF3
FOSL1	TCF4
FOSL1	TFAP4
FOSL1	VSX1
FOSL1	ZBTB38
FOSL1	ZBTB7B
FOSL1	ZFP91
FOSL1	ZNF267
FOSL1	ZNF689
FOSL1	ZNF740
FOSL1	ZNF775
HBP1	ARID5A
HBP1	BCLAF1
HBP1	BRCA1
HBP1	E2F2
HBP1	E2F3
HBP1	FEZF1
HBP1	FLI1
HBP1	FOSL1
HBP1	HBP1
HBP1	IKZF1
HBP1	IRF2
HBP1	IRF5
HBP1	JUNB
HBP1	JUND
HBP1	KLF13
HBP1	KLF2
HBP1	KLF6
HBP1	LHX8
HBP1	MAZ
HBP1	MEF2D
HBP1	MYBL2
HBP1	MYC
HBP1	NFIL3
HBP1	NR3C1
HBP1	PBX2
HBP1	PBX4
HBP1	POU2F1
HBP1	RARG
HBP1	RFX3
HBP1	RUNX1
HBP1	SP3
HBP1	TBX6
HBP1	TCF3
HBP1	TCF4
HBP1	VSX1
HBP1	ZBTB38
HBP1	ZBTB7B
HBP1	ZFP62
HBP1	ZFP91
HBP1	ZNF217
HBP1	ZNF267
HBP1	ZNF280B
HBP1	ZNF655
HBP1	ZNF689
HBP1	ZNF740
HBP1	ZNF775
IKZF1	ARID5A
IKZF1	BCLAF1
IKZF1	BRCA1
IKZF1	E2F2
IKZF1	E2F3
IKZF1	FEZF1
IKZF1	FLI1
IKZF1	FOSL1
IKZF1	HBP1
