From	To
ARF1	ARF1
ARF1	ATF4
ARF1	BHLHE41
ARF1	CAMTA2
ARF1	CHD2
ARF1	CTCF
ARF1	CUX1
ARF1	FOSB
ARF1	FOXN3
ARF1	FOXO3
ARF1	FOXR1
ARF1	GZF1
ARF1	HIVEP2
ARF1	IKZF1
ARF1	IKZF3
ARF1	IRF1
ARF1	IRF2
ARF1	IRF9
ARF1	JUNB
ARF1	KLF10
ARF1	KLF16
ARF1	KLF6
ARF1	MLXIP
ARF1	MNT
ARF1	NR1D1
ARF1	PAX5
ARF1	PRDM1
ARF1	PRDM15
ARF1	RARA
ARF1	RERE
ARF1	RFX1
ARF1	RREB1
ARF1	SP3
ARF1	THRA
ARF1	USF1
ARF1	VDR
ARF1	XBP1
ARF1	ZBTB32
ARF1	ZBTB38
ARF1	ZBTB4
ARF1	ZBTB7A
ARF1	ZBTB7B
ARF1	ZFP62
ARF1	ZNF217
ARF1	ZNF219
ARF1	ZNF283
ARF1	ZNF595
ARF1	ZNF689
ARF1	ZNF718
ARF1	ZNF775
ARID3A	ARF1
ARID3A	ARID3A
ARID3A	ARID3B
ARID3A	ATF4
ARID3A	ATF6
ARID3A	BACH1
ARID3A	BCL11A
ARID3A	BCL6B
ARID3A	BCLAF1
ARID3A	BHLHA15
ARID3A	BHLHE41
ARID3A	CAD
ARID3A	CAMTA2
ARID3A	CENPB
ARID3A	CHD2
ARID3A	CREB3L2
ARID3A	CREM
ARID3A	CTCF
ARID3A	CUX1
ARID3A	DMRTC2
ARID3A	E2F1
ARID3A	E2F3
ARID3A	ETV5
ARID3A	FIZ1
ARID3A	FLI1
ARID3A	FOSB
ARID3A	FOSL1
ARID3A	FOXH1
ARID3A	FOXN3
ARID3A	FOXO3
ARID3A	FOXP2
ARID3A	GLI1
ARID3A	GZF1
ARID3A	HBP1
ARID3A	HES7
ARID3A	HEY2
ARID3A	HINFP
ARID3A	HIVEP2
ARID3A	IKZF1
ARID3A	IKZF3
ARID3A	IRF1
ARID3A	IRF2
ARID3A	IRF3
ARID3A	IRF4
ARID3A	IRF9
ARID3A	JUN
ARID3A	JUNB
ARID3A	JUND
ARID3A	KLF1
ARID3A	KLF10
ARID3A	KLF12
ARID3A	KLF13
ARID3A	KLF3
ARID3A	KLF6
ARID3A	MEF2B
ARID3A	MEF2C
ARID3A	MEF2D
ARID3A	MLXIP
ARID3A	MNT
ARID3A	MYBL2
ARID3A	MYNN
ARID3A	MZF1
ARID3A	NFE2L1
ARID3A	NFE2L2
ARID3A	NFE2L3
ARID3A	NFIX
ARID3A	NR1D1
ARID3A	NR1D2
ARID3A	NR3C1
ARID3A	NR4A2
ARID3A	NR4A3
ARID3A	PAX5
ARID3A	PBX2
ARID3A	PPARA
ARID3A	PRDM1
ARID3A	PRDM10
ARID3A	PRDM15
ARID3A	RARA
ARID3A	RERE
ARID3A	RFX1
ARID3A	RFX3
ARID3A	RREB1
ARID3A	RUNX1
ARID3A	RXRB
ARID3A	SF1
ARID3A	SIN3A
ARID3A	SMAD1
ARID3A	SMAD7
ARID3A	SNAI3
ARID3A	SOX15
ARID3A	SP3
ARID3A	SREBF2
ARID3A	TBX21
ARID3A	TCF3
ARID3A	TEF
ARID3A	TFEB
ARID3A	TGIF2
ARID3A	THAP11
ARID3A	THRA
ARID3A	USF1
ARID3A	VDR
ARID3A	VSX1
ARID3A	XBP1
ARID3A	YY1
ARID3A	ZBTB20
ARID3A	ZBTB32
ARID3A	ZBTB38
ARID3A	ZBTB7B
ARID3A	ZFP62
ARID3A	ZFP91
ARID3A	ZNF114
ARID3A	ZNF215
ARID3A	ZNF217
ARID3A	ZNF219
