From	To
ABI3	ETV5
ABI3	HIVEP2
ABI3	IRF2
ABI3	KLF2
ABI3	MYBL2
ABI3	NR4A2
ABI3	ZBTB4
ABI3	ZNF595
ABI3	ZNF718
ARF1	BHLHE41
ARF1	CAMTA2
ARF1	KLF6
ARF1	KLF9
ARF1	SP2
ARF1	SP6
ARF1	ZBTB4
ARID5A	ABI3
ARID5A	ATF3
ARID5A	BCL6B
ARID5A	BCLAF1
ARID5A	BHLHE41
ARID5A	CAMTA2
ARID5A	CEBPB
ARID5A	CHD2
ARID5A	FOSB
ARID5A	HBP1
ARID5A	HIVEP2
ARID5A	IRF2
ARID5A	JUNB
ARID5A	KLF2
ARID5A	KLF6
ARID5A	KLF9
ARID5A	MEF2A
ARID5A	MYBL2
ARID5A	MYNN
ARID5A	NFE2L1
ARID5A	NFE2L2
ARID5A	NFKB2
ARID5A	NR4A2
ARID5A	POU5F1
ARID5A	RFX1
ARID5A	RFX3
ARID5A	SMAD2
ARID5A	SP2
ARID5A	SP3
ARID5A	SP6
ARID5A	TBP
ARID5A	USF1
ARID5A	XBP1
ARID5A	ZNF16
ARID5A	ZNF250
ARID5A	ZNF335
ARID5A	ZNF483
ARID5A	ZNF595
ARID5A	ZNF718
ATF3	ABI3
ATF3	ARF1
ATF3	ARID5A
ATF3	ATF3
ATF3	BCL6B
ATF3	BCLAF1
ATF3	BHLHE41
ATF3	CAMTA2
ATF3	CEBPB
ATF3	CHD2
ATF3	ELF2
ATF3	ESRRA
ATF3	ETV5
ATF3	FOSB
ATF3	HBP1
ATF3	HIVEP2
ATF3	IRF2
ATF3	JUN
ATF3	JUNB
ATF3	JUND
ATF3	KLF13
ATF3	KLF2
ATF3	KLF6
ATF3	KLF7
ATF3	KLF9
ATF3	MEF2A
ATF3	MYBL2
ATF3	MYNN
ATF3	NFE2L1
ATF3	NFE2L2
ATF3	NFKB2
ATF3	NR4A2
ATF3	POU5F1
ATF3	PRDM10
ATF3	RFX1
ATF3	RFX3
ATF3	SMAD2
ATF3	SMAD4
ATF3	SP2
ATF3	SP3
ATF3	SP6
ATF3	TBP
ATF3	USF1
ATF3	VEZF1
ATF3	XBP1
ATF3	ZBTB4
ATF3	ZFP91
ATF3	ZNF16
ATF3	ZNF250
ATF3	ZNF335
ATF3	ZNF483
ATF3	ZNF580
ATF3	ZNF581
ATF3	ZNF595
ATF3	ZNF623
ATF3	ZNF718
ATF3	ZNF784
BCL6B	ABI3
BCL6B	ARF1
BCL6B	ARID5A
BCL6B	ATF3
BCL6B	BCL6B
BCL6B	BCLAF1
BCL6B	CAMTA2
BCL6B	CEBPB
BCL6B	CHD2
BCL6B	ELF2
BCL6B	ESRRA
BCL6B	ETV5
BCL6B	FOSB
BCL6B	HBP1
BCL6B	HIVEP2
BCL6B	IRF2
BCL6B	JUN
BCL6B	JUNB
BCL6B	JUND
BCL6B	KLF13
BCL6B	KLF2
BCL6B	KLF6
BCL6B	KLF7
BCL6B	KLF9
BCL6B	MEF2A
BCL6B	MYBL2
BCL6B	MYNN
BCL6B	NFE2L1
BCL6B	NFE2L2
BCL6B	NFKB2
BCL6B	NR4A2
BCL6B	POU5F1
BCL6B	RFX1
BCL6B	RFX3
BCL6B	SMAD2
BCL6B	SMAD4
BCL6B	SP2
BCL6B	SP3
BCL6B	SP6
BCL6B	TBP
BCL6B	USF1
BCL6B	VEZF1
BCL6B	XBP1
