From	To
ARF1	ATF4
ARF1	BHLHE41
ARF1	CAMTA2
ARF1	CHD2
ARF1	FOSB
ARF1	KLF6
ARF1	KLF9
ARF1	MNT
ARF1	MXI1
ARF1	NR1D1
ARF1	PAX4
ARF1	PLAGL2
ARF1	THRA
ARF1	ZBTB38
ARF1	ZBTB7B
ARF4	BCLAF1
ARF4	BHLHE41
ARF4	CHD2
ARF4	ELF1
ARF4	FOSL2
ARF4	FOXP2
ARF4	HBP1
ARF4	IRF2
ARF4	IRF4
ARF4	JUN
ARF4	JUND
ARF4	KLF7
ARF4	KLF9
ARF4	LHX6
ARF4	MEF2A
ARF4	MEF2C
ARF4	MNT
ARF4	NFIL3
ARF4	NR1D1
ARF4	NR3C1
ARF4	NR4A2
ARF4	PRDM5
ARF4	RBPJ
ARF4	RUNX1
ARF4	THRA
ARF4	TP53
ARF4	VSX1
ARF4	YY1
ARF4	ZBTB7B
ARF4	ZFP91
ARF4	ZNF189
ARF4	ZNF672
ARF4	ZNF692
ARF4	ZNF79
ATF3	ARF1
ATF3	ARF4
ATF3	ATF3
ATF3	ATF4
ATF3	ATF5
ATF3	BACH1
ATF3	BCLAF1
ATF3	BHLHA15
ATF3	BHLHE40
ATF3	BHLHE41
ATF3	BRCA1
ATF3	CAMTA2
ATF3	CEBPB
ATF3	CEBPG
ATF3	CHD2
ATF3	CNOT3
ATF3	CREB1
ATF3	CREB3L2
ATF3	CREM
ATF3	DDIT3
ATF3	ELF1
ATF3	ELF2
ATF3	ELK4
ATF3	FOS
ATF3	FOSB
ATF3	FOSL2
ATF3	FOXN2
ATF3	FOXP2
ATF3	GLI1
ATF3	HAP1
ATF3	HBP1
ATF3	HIVEP2
ATF3	IRF2
ATF3	IRF4
ATF3	IRF9
ATF3	JUN
ATF3	JUNB
ATF3	JUND
ATF3	KLF13
ATF3	KLF2
ATF3	KLF6
ATF3	KLF7
ATF3	KLF9
ATF3	LHX6
ATF3	MAFG
ATF3	MEF2A
ATF3	MEF2C
ATF3	MNT
ATF3	MXI1
ATF3	MZF1
ATF3	NFE2L2
ATF3	NFE2L3
ATF3	NFIL3
ATF3	NFKB2
ATF3	NFYA
ATF3	NR1D1
