From	To
ARF1	ARF1
ARF1	ARID5A
ARF1	ATF4
ARF1	BCL11A
ARF1	BHLHE41
ARF1	CAD
ARF1	CAMTA2
ARF1	CHD2
ARF1	CREB3L4
ARF1	ERF
ARF1	FLI1
ARF1	FOXO3
ARF1	GZF1
ARF1	IKZF1
ARF1	IRF2
ARF1	JUNB
ARF1	KLF6
ARF1	KLF9
ARF1	MAZ
ARF1	MEF2D
ARF1	MNT
ARF1	MXI1
ARF1	NR1D1
ARF1	PRDM1
ARF1	RFX1
ARF1	SMAD3
ARF1	SP3
ARF1	TCF12
ARF1	THRA
ARF1	XBP1
ARF1	ZBTB3
ARF1	ZBTB32
ARF1	ZBTB38
ARF1	ZBTB7A
ARF1	ZBTB7B
ARF1	ZFP62
ARF1	ZNF460
ARF1	ZNF483
ARF1	ZNF497
ARF1	ZNF513
ARF1	ZNF526
ARF1	ZNF543
ARF1	ZNF584
ARF1	ZNF619
ARF1	ZNF620
ARF1	ZNF689
ARF1	ZNF805
ARF1	ZNF837
ARF4	ARF4
ARF4	ARID3B
ARF4	ARID5A
ARF4	ATF4
ARF4	ATF5
ARF4	BACH1
ARF4	BCL11A
ARF4	BCLAF1
ARF4	BHLHE41
ARF4	CAD
ARF4	CHD2
ARF4	CREB1
ARF4	CREB3L2
ARF4	CREB3L4
ARF4	DMRT2
ARF4	ELF2
ARF4	ERF
ARF4	ESRRA
ARF4	FLI1
ARF4	FOXO3
ARF4	GZF1
ARF4	HBP1
ARF4	HES5
ARF4	IKZF1
ARF4	IRF1
ARF4	IRF2
ARF4	IRF4
ARF4	JUNB
ARF4	KLF1
ARF4	KLF13
ARF4	KLF3
ARF4	KLF7
ARF4	KLF9
ARF4	LBX2
ARF4	MAZ
ARF4	MEF2A
ARF4	MEF2C
ARF4	MEF2D
ARF4	MEIS2
ARF4	MNT
ARF4	MXD1
ARF4	MYNN
ARF4	NFE2L1
ARF4	NFIX
ARF4	NR1D1
ARF4	NR4A2
ARF4	PBX2
ARF4	RXRB
ARF4	SIN3A
ARF4	SMAD3
ARF4	SP3
ARF4	TCF12
ARF4	THRA
ARF4	XBP1
ARF4	ZBTB3
ARF4	ZBTB38
ARF4	ZBTB5
ARF4	ZBTB7A
ARF4	ZBTB7B
ARF4	ZFP91
ARF4	ZNF217
ARF4	ZNF526
ARF4	ZNF592
ARF4	ZNF595
ARF4	ZNF619
ARF4	ZNF620
ARF4	ZNF643
