From	To
ATF3	ATF3
ATF3	ATF4
ATF3	ATF5
ATF3	BACH2
ATF3	BHLHE40
ATF3	BHLHE41
ATF3	CHD2
ATF3	CUX1
ATF3	DDIT3
ATF3	E2F2
ATF3	E2F6
ATF3	ELF2
ATF3	ELK3
ATF3	ERF
ATF3	FOS
ATF3	FOSL1
ATF3	FOSL2
ATF3	FOXK2
ATF3	FOXN3
ATF3	FOXO3
ATF3	FOXP1
ATF3	HBP1
ATF3	HES1
ATF3	HIVEP2
ATF3	IKZF3
ATF3	IRF2
ATF3	JUNB
ATF3	JUND
ATF3	KLF2
ATF3	KLF6
ATF3	LHX3
ATF3	LHX6
ATF3	MAFF
ATF3	MEF2D
ATF3	MYBL2
ATF3	MYNN
ATF3	NFE2
ATF3	NFE2L1
ATF3	NFE2L2
ATF3	NFE2L3
ATF3	NFKB2
ATF3	NR1D1
ATF3	NR1D2
ATF3	NR4A2
ATF3	NR4A3
ATF3	POU2F1
ATF3	POU2F2
ATF3	PRDM1
ATF3	PRDM5
ATF3	RFX3
ATF3	RORA
ATF3	RUNX1
ATF3	RUNX2
ATF3	SIN3A
ATF3	SMAD3
ATF3	SMAD7
ATF3	SOX11
ATF3	SP3
ATF3	SREBF2
ATF3	STAT2
ATF3	TBX6
ATF3	TCF3
ATF3	THRA
ATF3	VEZF1
ATF3	XBP1
ATF3	ZBTB38
ATF3	ZBTB7B
ATF3	ZFP1
ATF3	ZFP62
ATF3	ZFP91
ATF3	ZNF124
ATF3	ZNF217
ATF3	ZNF331
ATF3	ZNF334
ATF3	ZNF460
ATF3	ZNF490
ATF3	ZNF526
ATF3	ZNF543
ATF3	ZNF554
ATF3	ZNF574
ATF3	ZNF69
ATF3	ZNF700
ATF3	ZNF763
ATF3	ZNF791
ATF3	ZNF805
ATF4	ATF3
ATF4	ATF5
ATF4	BACH2
ATF4	BHLHE40
ATF4	BHLHE41
ATF4	CHD2
ATF4	CUX1
ATF4	DDIT3
ATF4	E2F2
ATF4	E2F6
ATF4	ELK3
ATF4	ERF
ATF4	FOS
ATF4	FOSL2
ATF4	FOXK2
ATF4	FOXN3
ATF4	FOXO3
ATF4	FOXP1
ATF4	HES1
ATF4	HIVEP2
ATF4	IKZF3
ATF4	IRF2
ATF4	JUNB
ATF4	JUND
ATF4	KLF2
ATF4	KLF6
ATF4	LHX3
ATF4	LHX6
ATF4	MAFF
ATF4	MEF2D
ATF4	MYBL2
