KB528_1_MM1S	KB528_6_MM1S	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	32.4148092598351	43.0662107457514	0.409903307554579	0.0532958795616855
LOC100133331	0.386658776566089	0.793764540622798	1.03765015470649	0.0718627072717361
LOC100288069	1.60270067801948	3.12633490475782	0.963967322055015	0.140238197918317
LINC00115	3.17169359013849	3.61738058844721	0.189691991056537	0.197884903538489
LINC01128	4.1982928450238	4.82674254487261	0.201247073509939	0.492985472028504
NOC2L	117.654816779173	119.506981814006	0.0225345199259876	0.904189817407502
KLHL17	12.2145391214354	19.9567896449979	0.708280230852747	0.0351790260625614
PLEKHN1	3.26619716872169	2.17784885222857	-0.584708052762952	0.34119861891131
ISG15	11.5270243601971	12.1354358540416	0.0742057879565888	0.798674773807838
C1orf159	18.9442870211711	17.3318605101982	-0.128336313523543	0.316841316783899
SDF4	228.540893654448	244.640426544829	0.0982104921767323	0.139431444043866
B3GALT6	24.9811131379721	18.0680687469322	-0.467395455501457	0.0150168970465333
UBE2J2	75.2879416741072	76.4733023657533	0.0225373583337765	0.762282878148077
SCNN1D	0.200665049006405	0.442572631353258	1.14112488174997	0.040210185665993
ACAP3	29.5744363000454	28.5375889893295	-0.0514872172718153	0.792647109278347
PUSL1	74.8747195703307	54.5607269085314	-0.456615829149664	0.0286049795509984
CPSF3L	81.7457459890405	86.4769708773711	0.0811723337351575	0.530534922486174
CPTP	58.2154238185709	56.3088971131627	-0.048038542948312	0.646709193609322
TAS1R3	0.283962192143397	0.337206436887496	0.247933219595079	0.572178538424359
DVL1	31.3553745646539	29.334800948521	-0.096099551189051	0.529512559634791
AURKAIP1	326.106240576753	305.550359121748	-0.0939318730167159	0.723628952746905
CCNL2	56.4965405133114	83.7832120777889	0.568498666437406	0.0358723785245154
LOC148413	47.9188681560819	52.6500445709195	0.135840920500986	0.254155701799595
MRPL20	279.108864481836	250.088899891846	-0.158386919618729	0.510158455698739
ATAD3C	16.0476369142321	14.1970165216491	-0.176773088012959	0.369278352723903
ATAD3B	60.4843013169339	40.199775371791	-0.589373299950097	0.00140720503092088
ATAD3A	95.9954387539297	63.3310938584982	-0.600051859527073	0.00313405335550334
SSU72	199.859564850511	166.837499065129	-0.260543027553056	0.000995520215894318
MIB2	7.51765835105188	7.61303429714388	0.0181882257640982	0.889465182754021
CDK11B	27.3630838405177	42.2902067949917	0.628092782798834	0.0117127298231275
SLC35E2B	25.5207825458467	23.8756990557159	-0.0961295928753949	0.823884063981996
CDK11A	11.9206183159079	17.7200020692357	0.571919702823998	0.0199595189470786
SLC35E2	3.51230302026066	4.37402940016849	0.316545600291357	0.286133577876168
NADK	57.1438101685803	47.6336611393081	-0.262615794832715	0.242907893004331
GNB1	125.913447567162	177.597748375938	0.496180919751503	0.145293645101425
TMEM52	11.4820226205605	5.76086304053213	-0.995019938428679	0.0538860548178792
FAAP20	9.22749920836839	8.59154292410251	-0.103022465688946	0.647931952121435
SKI	6.31535223714503	9.58917496076621	0.602543490913307	0.160578254444033
MORN1	0.721236285367603	1.11875224498973	0.633346691786102	0.00113059366813609
RER1	84.4649616878014	100.211670492893	0.246625629967044	0.0145781515236622
PEX10	30.5368312670195	33.0510059099723	0.114143816005357	0.533082557798488
PANK4	21.2193516826485	30.9087014272432	0.542632465172138	0.055369047982745
LOC115110	6.30517280096235	3.00067736701882	-1.0712477012836	0.10028658955012
TNFRSF14	37.1186784815334	25.6520928377938	-0.533068814229231	0.000711613706197466
FAM213B	7.05373017927414	8.91288002240413	0.33750529513932	0.209817564479348
