KB528_3Hr_RPMI8226	KB528_6Hr_RPMI8226	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	22.1914525846016	27.3272649072652	0.300336967630953	0.0299278199308639
LOC100288069	3.26918261520455	5.16737471279671	0.660501537048607	0.12287639702133
LINC00115	2.61438489018353	2.60525962461215	-0.00504440053791595	0.975273443876055
LINC01128	8.61835001101421	7.03850952251506	-0.292141735253582	0.0187170646735145
LOC100130417	0.705059084119799	0.170269233435045	-2.04992638799713	0.00106454202916979
SAMD11	0.704864205900326	0.363461727525207	-0.955541888432501	0.141941804693618
NOC2L	360.59320542611	389.329235624726	0.110618471371243	0.189400468837883
KLHL17	10.195702845636	18.5127434180911	0.860557473517556	0.0173488932393434
PLEKHN1	3.85208348620092	3.23460966389859	-0.252047345363476	0.0973014331397466
HES4	43.7552225577156	31.9404152147133	-0.454072157713957	0.00174892300204264
ISG15	36.5164677651876	30.1322466506716	-0.277238976479447	0.0217741343940633
AGRN	20.8510334076329	15.036056067705	-0.471692687367	0.0511035854440957
RNF223	1.07790130502457	0.525333275124366	-1.03692021364154	0.0595492584286487
C1orf159	26.5676367627964	30.1354297488814	0.1817907352969	0.0487567608506679
TNFRSF18	267.241689696642	233.393261963436	-0.195382174550378	0.0325949312272954
TNFRSF4	0.582806511599405	0.260871825805377	-1.15967585518507	0.306190831142904
SDF4	357.304340555409	377.331665957862	0.0786797373050001	0.215282245489709
B3GALT6	37.7715528528844	37.0469278565394	-0.0279461856933486	0.528546788471955
FAM132A	3.0349878104108	2.2157637304497	-0.453886668834979	0.131649831378484
UBE2J2	87.0077331297137	102.56879452939	0.237376336439582	0.0386576759170759
ACAP3	104.871092286222	84.6942169129839	-0.30828168587576	0.0625453274420446
PUSL1	114.892800005419	116.28273564022	0.0173485261367156	0.735157453672384
CPSF3L	138.32919100238	142.555565420348	0.0434187294848374	0.599594804287655
CPTP	73.0252424773597	103.445233607727	0.502400023834147	0.0031145108033648
DVL1	83.7103473235625	97.321877656142	0.217358191439474	0.021857061576134
AURKAIP1	474.137023699748	482.688184691133	0.0257874602574549	0.510611088548538
CCNL2	117.191718707018	108.988763459163	-0.104691222586687	0.262478783596295
LOC148413	37.1412566295159	41.7617027225096	0.169157907223835	0.0240836750687538
MRPL20	397.282264460932	395.054894959955	-0.00811125253886971	0.91789862623658
ATAD3C	13.8588512904214	13.5138979693089	-0.0363638148619259	0.608236696537024
