DMSO_MM1S	KB528_6_MM1S	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	37.8063782529313	43.0662107457514	0.187926741444796	0.0247829899383945
LOC100133331	0.444741116895876	0.793764540622798	0.835745325216783	0.00682454694093035
LOC100288069	1.67667737667142	3.12633490475782	0.898867218787064	0.0661114803047545
LINC00115	3.23168687156123	3.61738058844721	0.162657975912222	0.24920954778276
LINC01128	3.72442382196097	4.82674254487261	0.374032622306689	0.0391482226028062
NOC2L	124.327920380898	119.506981814006	-0.0570554139726672	0.54318927957269
KLHL17	14.6042855453734	19.9567896449979	0.450487877795862	0.00919032336494611
PLEKHN1	3.78885085081107	2.17784885222857	-0.798856517724065	0.00521869846005165
ISG15	10.5766325240114	12.1354358540416	0.198345561637511	0.412863397368973
C1orf159	20.3802714672535	17.3318605101982	-0.233746737763195	0.025555400161552
SDF4	234.90541178215	244.640426544829	0.0585828765029667	0.148000672601915
B3GALT6	20.7614099863506	18.0680687469322	-0.200462117744867	0.00604449925322461
UBE2J2	71.1783240727035	76.4733023657533	0.103518211376761	0.0179078134489788
SCNN1D	0.285784261957534	0.442572631353258	0.630987767887795	0.157967023615561
ACAP3	32.0956945063626	28.5375889893295	-0.16951632600872	0.0881850456832853
PUSL1	68.964642052378	54.5607269085314	-0.337994020974408	0.0236405815030404
CPSF3L	84.6953793997998	86.4769708773711	0.0300327243833556	0.540472912538806
CPTP	51.3229712806349	56.3088971131627	0.133758198099378	0.0284826224456538
TAS1R3	0.252807167375453	0.337206436887496	0.415594709783845	0.341153896423259
DVL1	31.2832792470995	29.334800948521	-0.0927785474092143	0.107204128102886
AURKAIP1	326.463360884935	305.550359121748	-0.0955109099436403	0.33027101110892
CCNL2	57.5017880592608	83.7832120777889	0.543054376866053	0.00147001754760578
LOC148413	60.8175574341338	52.6500445709195	-0.208053123184428	0.0194266148385739
MRPL20	288.979307135079	250.088899891846	-0.208525164315522	0.049185494336759
ATAD3C	15.8190141647124	14.1970165216491	-0.15607191264866	0.0483510261142157
ATAD3B	60.6077750782211	40.199775371791	-0.592315441998183	0.00491578440076754
ATAD3A	95.8112556321698	63.3310938584982	-0.597281151665166	0.000444463371263759
SSU72	210.080732156757	166.837499065129	-0.332500258168151	0.00248924673242885
MIB2	7.3993003799346	7.61303429714388	0.0410827104258212	0.614735461979061
CDK11B	29.4714281425903	42.2902067949917	0.521006641960655	0.00268721704288539
SLC35E2B	30.0210777201124	23.8756990557159	-0.330432794500526	0.22137903190756
CDK11A	13.0824596095807	17.7200020692357	0.437744967538972	0.0074102482121414
SLC35E2	5.27507603987736	4.37402940016849	-0.270228972788562	0.114063784073675
NADK	64.2443027133215	47.6336611393081	-0.431587080501936	0.0207670600173589
GNB1	137.245650367315	177.597748375938	0.371852863386726	0.0500301792650115
TMEM52	11.3389507779352	5.76086304053213	-0.976930285672883	0.00239234332832212
FAAP20	9.55989234939809	8.59154292410251	-0.154077129601121	0.23603880819091
SKI	5.80987422228172	9.58917496076621	0.722899761989951	0.0182283931893356
MORN1	0.790871842386014	1.11875224498973	0.5003747416243	0.00842660599266629
RER1	91.000919537295	100.211670492893	0.139097503800371	0.0214142211157361
PEX10	32.0302593870648	33.0510059099723	0.0452586995628567	0.293087713724515
PANK4	24.1600230204457	30.9087014272432	0.355391213956838	0.0101611338676287
LOC115110	8.34061857752574	3.00067736701882	-1.47486617571406	0.00477144253964583
TNFRSF14	41.9867110458425	25.6520928377938	-0.710856248082361	7.95120010052905e-06
FAM213B	7.53335636741404	8.91288002240413	0.242598907678867	0.0887997410381961
TPRG1L	42.333781857943	69.2486826076201	0.709977248942129	0.000129306067136112
WRAP73	40.9036664212754	56.4064665391885	0.463630399591616	0.00115609563416335
TP73	8.55356690794431	16.0621039188545	0.909062812498135	0.0012009018789028
TP73-AS1	1.7603847712236	3.09738598988553	0.815160383510848	0.000527988486476793
SMIM1	1.81365232468584	2.11361398861107	0.220814000778904	0.592497646696514
LRRC47	56.4842057140209	64.1742589899377	0.184147219195759	0.00880717510592557
CEP104	14.4910921002746	24.624706950866	0.764940230089364	0.0178265807761725
DFFB	5.78711202202667	5.83762489567528	0.0125379406858873	0.905312346872643
C1orf174	30.4444427772563	38.4586425088936	0.337128932527905	0.00153860480060969
LINC01134	2.2618495112724	3.11657331473343	0.462457706326562	0.0905198426996304
NPHP4	7.64188974599717	9.42269188661375	0.302209826434759	0.144368096824403
KCNAB2	70.8967551882241	46.2373573412651	-0.616660655396781	0.043343504052572
RPL22	431.234565493714	398.325291299121	-0.114525736359461	0.0607218795832951
LOC102724450	0.368044825005556	0.885946423994304	1.26733797099677	0.288540887318845
RNF207	0.960105920109453	1.14528297517769	0.254438622086111	0.298000695115174
ICMT	49.5060688386437	79.7565629948596	0.687997847209982	0.00647140484580665
LINC00337	0.507788785452619	1.67737812877895	1.72390751165675	0.00034769003168059
ACOT7	73.122402754068	91.6868013357729	0.326400590136581	0.00287751509237681
PLEKHG5	0.880472439226838	0.856951508186564	-0.0390642754470776	0.590443497533202
NOL9	9.53537910479021	10.3949967348707	0.124527102002532	0.119912989430571
ZBTB48	15.5598831418727	19.9672288561921	0.359802897415566	0.000119810221895145
KLHL21	34.7980825626387	30.5042728707389	-0.189996471539581	0.172725992943794
PHF13	16.3064590534712	25.6437646235789	0.653164536902842	0.00922142746373578
THAP3	12.3473108402296	19.6502253405609	0.670348989883557	0.001499483417708
DNAJC11	52.2942453652219	47.3035527428782	-0.144703654652336	0.263096828837281
CAMTA1	6.6251500271131	6.18116025719563	-0.100075455015353	0.0726189634213597
VAMP3	27.9926688791882	57.2759777264674	1.03288113817763	0.000970506501685365
PARK7	431.085048686142	437.317061297304	0.0207071077711367	0.651129375731018
ERRFI1	0.509941541401381	2.0215955489689	1.98709061872952	0.00170608877926629
RERE	6.24439308403616	4.63440973073753	-0.430175758398724	0.215240691714474
ENO1	825.081672406729	677.120501888553	-0.285124332658478	0.00499747928243888
ENO1-AS1	0.82866848323449	0.937522131951877	0.178057695227057	0.719575559769488
H6PD	1.82072034237398	2.50608848490521	0.460928008847556	0.114505547182206
SPSB1	0.726559651014524	0.772647375409178	0.0887288912168544	0.717870500867531
SLC25A33	14.152674655294	15.1375352480575	0.0970555914912173	0.167097650538198
