KB528_6	KB528_24	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	94.3485883964206	78.5632929160985	-0.264145532694309	0.373662879096193
LOC729737	21.7431988583866	20.9570986173376	-0.0531252068475022	0.929127479418734
LOC100133331	4.31035077933955	3.27534612033384	-0.396157910934324	0.244317702470387
LOC100288069	9.67467824835763	8.44986935384748	-0.19528464662206	0.788751610961719
LINC00115	5.26111845735047	4.61411913070821	-0.189314280554194	0.24478059153031
LINC01128	5.91075679090349	4.23879905265127	-0.47968728478958	0.00485867587596065
NOC2L	124.455591668417	98.0740184435032	-0.343688154128314	0.0366569308161031
KLHL17	76.3494686590135	74.0383797588651	-0.0443447929658075	0.838666060035251
PLEKHN1	1.75080669282019	3.3722070101513	0.945673297824157	0.153144149228053
HES4	24.1888699813806	1.05394794243882	-4.52046785833848	0.0184848081313891
ISG15	186.408876367227	186.543902413499	0.00104464386347234	0.998388349343892
AGRN	6.3966333067587	8.30559409831905	0.376770585977275	0.336478437579176
C1orf159	57.2172721156212	31.8275600257984	-0.84617415664856	0.00328485420695198
TNFRSF18	10.7824368949004	7.36869740569322	-0.549201756644539	0.14995762157046
TNFRSF4	9.34370925160047	4.95382641465476	-0.915452066060009	0.0544919082609096
SDF4	247.524756090425	217.632587409815	-0.185678226987999	0.0871089681713343
B3GALT6	35.0565949150738	38.7060840320817	0.142874482445199	0.244341079320557
FAM132A	5.23481862798772	3.45599549691379	-0.599038214919402	0.0884554609401196
UBE2J2	111.197878825259	93.4319887486602	-0.251140786042017	0.1337896943865
SCNN1D	10.3976664252013	17.5059698360292	0.751587212755465	0.0130104720846283
ACAP3	118.700791586809	85.085950011247	-0.480336727227238	0.0898534946696336
PUSL1	39.1787830307072	33.8377900665069	-0.211437235726581	0.196144972391323
CPSF3L	211.832060571358	153.095277957375	-0.468491171009664	0.0195500245555638
GLTPD1	34.5924669883141	30.873094047666	-0.164107829702522	0.0771074789507368
TAS1R3	0.94497600348434	1.2702359449068	0.426746901453455	0.146615577582495
DVL1	105.027086330625	83.8750603900216	-0.324447639634505	0.002563568574807
MXRA8	0.207061588132935	0.388459835705039	0.90770549586779	0.165697372542232
AURKAIP1	265.463382986944	212.671241555121	-0.319887916654001	0.175019171230348
CCNL2	431.569775030455	340.253559836319	-0.342983573559479	0.151093106405498
LOC148413	62.5949365257467	58.7605687660157	-0.0911975980027976	0.226075791405183
MRPL20	173.30885795925	187.12878632703	0.110686114065721	0.410725034516291
ATAD3B	142.82866059736	80.412541910945	-0.82879306503116	0.0105729732194302
ATAD3A	47.3983800245552	31.5961618333017	-0.585088435111009	7.60701256892735e-05
TMEM240	1.61462671227278	2.41185031691633	0.578939709320251	0.172458400191295
SSU72	178.205209127478	248.367411234265	0.478936378201183	0.00286374621483079
C1orf233	5.8406424337872	9.91621893939983	0.763663059746081	0.0721669414716446
MIB2	64.8769988585731	86.8031819243768	0.420040844630744	0.0397493262884067
MMP23B	0.817360630678203	0.674523132612678	-0.277104834690712	0.650450638182419
MMP23A	0.365411545764336	0.644680737512148	0.819062658733208	0.357394184520061
CDK11B	97.3656245537051	66.5507882447181	-0.548956757231363	0.0361387508099687
SLC35E2B	61.1180213334301	51.0318292916305	-0.260200479943002	0.436540137857012
CDK11A	150.004299836484	98.8248389799075	-0.602058251306974	0.0620633943966618
SLC35E2	48.9568841631533	46.7839924166465	-0.0654967587827012	0.832016666364484
NADK	47.1203372998369	53.5540350843196	0.184645414027055	0.375874950885964
GNB1	229.526891556456	259.115648255911	0.174932953100066	0.319345021633391
CALML6	1.10252956847784	1.87781381170674	0.768236676927066	0.128221628556641
TMEM52	1.55874555864519	0.481788186199868	-1.69391452618943	0.0103260324393983
PRKCZ	24.9095957193935	22.8274133314772	-0.125934215863646	0.116712365077942
C1orf86	13.6256913992453	18.2111225821076	0.418490419175404	0.00603846791485345
SKI	49.4472815965959	36.930377515683	-0.421083199494156	0.0773256563121152
MORN1	5.13292381934057	6.36658609242441	0.310739125237648	0.393780991529759
LOC100129534	5.16086738689745	6.74084425846325	0.385315733609528	0.2942439478961
RER1	146.689757805587	140.796859506279	-0.0591529876382411	0.655057092137475
PEX10	18.2734733891992	17.9323611474354	-0.0271854250867683	0.665413837279108
PLCH2	6.52351718458092	12.3377932259449	0.919362457813878	0.271247557799048
PANK4	51.4561195393409	46.8866060583853	-0.134166811527325	0.250812717575201
LOC115110	2.03275703818936	7.10858522144271	1.80612466775117	0.0104480378834017
LOC100133445	1.8453978277772	5.25183860907156	1.50889071876542	0.00933758462663033
TNFRSF14	213.038116018119	274.144875633785	0.363826931382716	0.207386785754189
FAM213B	19.9453914911733	29.4161099917713	0.560551035002417	0.00916314094602716
MEGF6	27.935700728049	32.7378723118353	0.228850552998747	0.143822917030087
TPRG1L	106.622560839862	86.7282712712261	-0.297938479859269	0.0566050705727742
WRAP73	93.0806731082362	67.8686464271538	-0.455736403268368	0.000619177647776112
TP73-AS1	22.2255015011403	29.30912126454	0.399133741602712	0.0785865959138409
SMIM1	1.83245492549285	3.86616704905671	1.07712626319989	0.0720658652386823
LRRC47	94.825791451993	86.5726539380404	-0.13136812098346	0.118174715131217
CEP104	30.6254081713943	24.8061808140656	-0.304029438825018	0.262501173867629
DFFB	20.1987266066735	20.8081982168834	0.0428877037694424	0.790138904067168
C1orf174	81.1610426610419	68.3429092617938	-0.247995736673614	0.210861989344037
LINC01134	1.15090873321294	0.846201504637356	-0.4437002765584	0.376563934870806
NPHP4	21.1486915509533	17.4717471495888	-0.275544525064735	0.274222829273245
KCNAB2	36.6460148042273	63.7642001984128	0.799090347824159	0.040868208391512
RPL22	627.270644840063	625.460117783541	-0.00417015419823607	0.96787709188061
RNF207	2.38639847711318	3.38677840723559	0.505078634023676	0.326083552966685
ICMT	25.8689346865544	28.7967018614517	0.154682943295546	0.55134977890258
LINC00337	0.725922424686281	0.372870401981803	-0.961141101415612	0.122487901358526
GPR153	1.98942240426559	2.95553576625409	0.571070050357461	0.162000011589758
ACOT7	8.32059877037948	5.93052100334074	-0.488528499102742	0.0249810555785152
ESPN	1.31903460509397	0.438512893947606	-1.58879124530227	0.124307033339586
TNFRSF25	147.596707940861	132.264089635047	-0.158239127451284	0.301667215039083
PLEKHG5	2.97537585119906	6.21007827088199	1.0615395300649	0.00523928016052156
NOL9	26.1818898615052	21.3956035150353	-0.291254863415528	0.0287306332494323
ZBTB48	92.3372281704954	79.1903995736978	-0.221586885613974	0.254090745321489
KLHL21	37.0015989750119	40.8661495466121	0.143318701213541	0.570452525948933
PHF13	28.1724295049221	24.1213037683727	-0.223976095000398	0.0524643700636321
THAP3	37.4305976116474	31.9416045749739	-0.228781294453436	0.0627646660837087
DNAJC11	68.8165674906782	48.7195800838954	-0.498254234872283	0.0490368145683688
CAMTA1	8.57301575856017	6.67878550467933	-0.360217013813249	0.050120543480554
VAMP3	74.5787968702998	62.7628982673574	-0.24885354860061	0.0523698127613625
PER3	3.85301328709168	4.60938862448027	0.258588247458297	0.247799559611907
UTS2	0.376866977622328	1.1876850368674	1.65602500565903	0.0514188046766554
TNFRSF9	0.352005970925636	0.964759907543311	1.45457005362718	0.197264063491349
PARK7	222.316357303557	307.296502998433	0.467017248300002	0.000681886459571879
ERRFI1	6.37953429378447	2.88738793678086	-1.14368615627275	0.00963825356295551
SLC45A1	2.16267334469547	2.04517996572927	-0.0805879748924077	0.760404062808266
RERE	20.5793445973178	29.9214069472885	0.539980977809172	0.0345886569268433
ENO1	227.407847826879	302.991492399679	0.413995242917281	0.0884196599979541
MIR6728	2.83186235405568	0.62732275621363	-2.17447134060577	0.231678036972998
CA6	0.586497971601132	0.888458135631664	0.599177678994003	0.141179138821376
SLC2A5	0.20636537203722	0.425812212956693	1.04501642125482	0.230312917138018
GPR157	1.6025313386514	3.33265184722245	1.05631804096369	0.0379721812181653
H6PD	20.9505937744604	25.2235676229341	0.267781212105932	0.389720140723581
SPSB1	5.02530577774003	3.8453210289178	-0.386107336006804	0.272285865610698
SLC25A33	25.4736214161057	18.0229919566416	-0.499165542980129	0.00205970037087152
TMEM201	8.92610167943951	6.45471459052107	-0.467676935789318	0.0516965949193185
PIK3CD	79.2787345495181	128.527358258298	0.697069643867785	0.0091771218281677
CLSTN1	109.699846233426	101.76627012993	-0.108302036202971	0.432065489107582
CTNNBIP1	18.6349025918939	21.5727047015836	0.2111997894653	0.272336151777126
LZIC	25.4413262221184	28.0695166184347	0.141830341262445	0.467423316782132
NMNAT1	7.71737686344932	9.85650249108198	0.352965248724829	0.131929949818382
RBP7	7.22672461646297	9.71348391851461	0.426646917788886	0.27791315459853
UBE4B	43.1051941525579	35.1474729196475	-0.294440759565355	0.0405157342618191
KIF1B	8.3973202106235	7.11813803434258	-0.238429092475436	0.094128713062531
PGD	285.868099698281	234.476216781117	-0.28590804141484	0.251170177370305
APITD1	2.04716399551723	1.44305791020195	-0.504497482693198	0.116044035621223
CORT	1.01344963598951	0.430181703187737	-1.23625632557193	0.0192094182826294
DFFA	25.8439980895126	20.7237300889999	-0.31854557469939	0.00153311682498718
PEX14	39.0063056725729	38.9824806167312	-0.000881467519024383	0.990426705694269
CASZ1	9.29013972294407	4.32839163674575	-1.10186925337893	0.00542602124277225
C1orf127	0.0743486787388097	0.150329386900919	1.0157480504924	0.314943361596663
TARDBP	108.861255644715	123.340422993963	0.180155117303128	0.0783356013169603
SRM	87.9263400692844	78.9142137420738	-0.156010241225999	0.251716835633224
EXOSC10	149.808137092418	112.096556039734	-0.418374033767486	0.0765863097320951
MTOR	54.9612182179166	34.6950903435787	-0.663682458535281	0.0269122636942997
UBIAD1	18.3492681274686	18.3653439244028	0.00126339202302778	0.993143895726839
PTCHD2	0.931567451772118	0.4229687173742	-1.13910926776395	0.0473073701540118
FBXO2	7.4518579505546	15.9733102212096	1.09999124135156	0.0265261941286293
FBXO44	55.3478099429403	74.2293865363928	0.423464213690797	0.0283675612459531
FBXO6	27.2721266974747	28.5262748399594	0.0648641551329812	0.683532242588171
MAD2L2	65.6681501658518	62.8302139642322	-0.0637353228229923	0.124663715357105
DRAXIN	0.454411747538853	0.443482919930056	-0.0351215897593685	0.951996713701016
AGTRAP	18.650454690823	57.8624862555285	1.63341751157141	0.0415907692045234
MTHFR	21.6956913206581	24.5147176526857	0.176239588004539	0.426891488874103
CLCN6	17.4706848111065	16.8863429495785	-0.0490792401002572	0.811058763200023
NPPA-AS1	4.54405674933593	4.06811068680082	-0.159621919172962	0.584067755993088
KIAA2013	83.2847144552646	98.1906145975552	0.237533396441269	0.064274045384009
PLOD1	33.4976925916666	48.6669823419031	0.538881598850006	0.167592510536932
MFN2	79.2170971727496	58.8838064494382	-0.427940901046329	0.0289518533016746
MIIP	92.1658597830581	92.377205521043	0.00330445992000788	0.978345418735994
TNFRSF8	0.055437089785897	2.19908292472381	5.30990667321665	0.0567589565026854
TNFRSF1B	31.5416140595317	85.7171958591186	1.44232816649427	0.0439134531032065
VPS13D	21.2252358285617	18.205251319798	-0.221425926277817	0.241669968098816
DHRS3	7.39463383351395	14.7147072896189	0.992708228916026	0.0579541901026356
MIR6730	2.00996198206817	1.88244429641022	-0.0945610388423321	0.935411977598944
PRDM2	35.9373984433487	29.6906371568834	-0.275477920303018	0.191086244377448
TMEM51	0.473032316360954	5.77596994261684	3.61005258136209	0.00633744445880014
EFHD2	122.692292647972	175.201017626006	0.51396653078247	0.0554474387864506
CTRC	7.55023690356789	2.39300915405391	-1.65769599687492	0.0405029344442719
CASP9	24.5080825441403	23.2748310604186	-0.0744869194185563	0.221894519503889
DNAJC16	13.3880319534722	13.2951240925478	-0.0100466565244251	0.950501035308842
AGMAT	2.94340504734064	3.64994782952971	0.310389755164385	0.406341914858001
DDI2	2.62911998735507	2.4475164383508	-0.103261435451759	0.774339132771725
RSC1A1	7.84705543256609	5.60861700814964	-0.484506321573321	0.0490567109257328
PLEKHM2	119.720737476174	80.6476126537834	-0.569969338746249	0.00312921102756088
SLC25A34	12.8403391626902	4.69221246157961	-1.45234306544655	0.0462920543231167
UQCRHL	9.40283836310321	9.79365982535229	0.0587517682195749	0.65679251616537
FLJ37453	8.81130491254684	12.8096995665013	0.539809043305138	0.00229493899829916
SPEN	38.7557334224299	33.2515216785631	-0.220989391020431	0.296466264396654
ZBTB17	107.29453088884	79.4216820624428	-0.433971718681791	0.0395220851308899
EPHA2	0.0713669291392753	0.0228717533752438	-1.64168872715868	0.0927393999345738
ARHGEF19	18.0541540489007	12.9450375726448	-0.4799316698693	0.00319866132450542
RSG1	7.09703671254644	7.88690537106023	0.152242563652518	0.673812879428396
FBXO42	45.8128091212424	38.771947914822	-0.240737809481261	0.00190071754283467
SZRD1	76.1719914611406	84.9751774549306	0.157780855162792	0.232842740598292
NECAP2	165.966907242901	144.135670304682	-0.203468191979471	0.066850827040073
CROCCP3	7.4027258822281	11.842466510028	0.677841079350306	0.0310833232717808
NBPF1	32.5377250091399	30.407610301081	-0.0976809422884214	0.804599711956304
CROCCP2	177.827679300883	143.656491176464	-0.307856717457406	0.297177483369654
MST1P2	13.1016704851532	21.135119411498	0.689891493938195	0.078200377710384
ESPNP	0.879387634827872	1.17806075285387	0.421842789287014	0.486427659481001
MST1L	2.20044926909712	2.97212148840487	0.433694977588208	0.527506863698463
CROCC	54.6434615286819	66.9335414703746	0.292680471977352	0.260081927810615
ATP13A2	70.8696050551188	53.5078755210483	-0.405415759900819	0.0394938358567162
SDHB	124.900792508111	119.150710871423	-0.0679950721264495	0.549776882784963
PADI2	0.241891186099207	1.15910468458967	2.26058076205049	0.324483911588642
PADI4	2.06518160552827	1.14937460312499	-0.845419576775071	0.140963149715635
RCC2	75.4825835549029	81.8703792965535	0.11719777605193	0.414872825215226
ARHGEF10L	0.941804657244676	8.1971651051561	3.12162529464933	0.0263637538621175
ALDH4A1	12.7928489956606	11.4431758242018	-0.160850092572573	0.372650001280615
IFFO2	13.5479806756083	12.8092337153111	-0.0808936619816295	0.722590664502645
UBR4	90.1199022440831	51.527747194015	-0.806496229755126	0.00849529173306826
EMC1	20.2594607828008	17.6314753874399	-0.200442573241425	0.250587253544208
MRTO4	24.8165985118652	25.8651380001771	0.0597035029179132	0.650395617056267
AKR7L	1.26811539570707	1.15496889415172	-0.134832036301642	0.307912722904875
AKR7A3	4.61984628740893	3.7706939416265	-0.293014795695043	0.382795685500855
LOC100506730	2.61311321804398	3.79183056890662	0.537124867969184	0.123188548283415
AKR7A2	30.5340133336148	40.5201834227638	0.408223477657093	0.215241763554892
PQLC2	14.947433353191	14.8541026145067	-0.00903632847722532	0.964750996300312
CAPZB	164.411040142518	202.480852492328	0.300478307933574	0.0559714598273083
MINOS1	24.5824724279543	29.4624138141021	0.261245608441301	0.053729700605278
RPS14P3	23.9772680122963	17.8393945396864	-0.426600634647156	0.209107054191827
