KB528_3Hr_RPMI8226	KB528_24Hr_RPMI8226	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	22.1914525846016	30.5577448364837	0.461533971286431	0.00698283810405273
LOC100288069	3.26918261520455	7.06785309715465	1.11234208657986	0.021094850335156
LINC00115	2.61438489018353	3.73970384795626	0.516452475151441	0.0440449605668586
LINC01128	8.61835001101421	4.18916391374676	-1.04074935567256	0.000603303609720393
LOC100130417	0.705059084119799	0.773039101995257	0.1327972298749	0.67494853073696
SAMD11	0.704864205900326	0.931271477929278	0.401856448778676	0.259537285830836
NOC2L	360.59320542611	315.139339648955	-0.194382351753971	0.0705427006402347
KLHL17	10.195702845636	24.7623234842252	1.28018545938948	0.00219468324840551
PLEKHN1	3.85208348620092	7.96510301115947	1.04805404892314	0.000234990792886533
HES4	43.7552225577156	45.5883879578303	0.0592111701063644	0.362158464953412
ISG15	36.5164677651876	33.0531559505466	-0.143759191933589	0.192626390668071
AGRN	20.8510334076329	24.0016379660175	0.203013976855099	0.174111658534247
RNF223	1.07790130502457	0.236037180881992	-2.19113905006944	0.0107351424292454
C1orf159	26.5676367627964	38.4768277447001	0.534319956453501	0.000295212151640573
TNFRSF18	267.241689696642	205.235231561097	-0.380866674327408	0.00362939596334795
TNFRSF4	0.582806511599405	0.247478258391164	-1.23571521023549	0.290263435260466
SDF4	357.304340555409	354.750073335963	-0.0103504574509287	0.786142979159676
B3GALT6	37.7715528528844	39.274669778936	0.0562990487555811	0.336059934942911
FAM132A	3.0349878104108	3.44215124262329	0.181619766367914	0.592147327697195
UBE2J2	87.0077331297137	84.7976218433217	-0.0371198265971446	0.347582796075024
ACAP3	104.871092286222	115.971641792335	0.145155016597048	0.207774031286241
PUSL1	114.892800005419	100.467783540054	-0.193555436995348	0.000935552959386664
CPSF3L	138.32919100238	152.637615094581	0.142004900842119	0.0629634385854599
CPTP	73.0252424773597	95.8365594028012	0.392180871857351	0.012546424372281
DVL1	83.7103473235625	113.126792949758	0.434462789185412	0.00161139570645032
AURKAIP1	474.137023699748	411.143152460115	-0.205663251294276	0.0147977930660564
CCNL2	117.191718707018	105.607736088453	-0.150155105678452	0.115911651845962
LOC148413	37.1412566295159	54.9523826785796	0.56515940835655	0.00463367690189334
MRPL20	397.282264460932	321.989016569073	-0.303152912714554	0.051027099385812
ATAD3C	13.8588512904214	16.6374729981997	0.263628642009377	0.00699020777089941
ATAD3B	145.495613263935	97.4671214978421	-0.577988113170262	0.0118397912178354
ATAD3A	211.278239678563	151.163501600665	-0.483034343310082	0.0128272279012023
TMEM240	1.03154044215913	0.630997529862655	-0.709094121375112	0.0540625751060208
SSU72	420.466110207004	467.358054437201	0.152538734327636	0.00247673144628018
C1orf233	37.5150247181042	42.0885453357889	0.165959139306664	0.114829783880742
MIB2	32.8243964767291	36.3899019998057	0.148769680561005	0.0670465212602883
CDK11B	47.0061263224924	52.241067900847	0.152335592532284	0.131243653577476
SLC35E2B	14.0410576056314	32.8193923943422	1.22489692266146	0.000789299053477128
CDK11A	17.2539834768714	18.6265969667413	0.110434642027011	0.407615879216993
SLC35E2	2.10399338934496	6.92665742878302	1.71902915257603	1.57835557860285e-05
NADK	122.17567639743	129.564714995938	0.0847157836327105	0.126323531728604
GNB1	291.563314210864	367.23888146601	0.332909607573515	0.0074250343641869
CALML6	1.34158151718207	0.925193636220292	-0.536107470504327	0.185971159488525
TMEM52	27.5908457389861	11.4145431252252	-1.27331656425456	0.000151195977539806
PRKCZ	6.20593538650799	12.9953747587769	1.06627765729924	0.00303434654962955
FAAP20	12.16103341314	16.8457499301359	0.470118824538964	3.9531096873358e-06
