DMSO_MM1S	KB528_1_MM1S	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	37.8063782529313	32.4148092598351	-0.221976566109783	0.173294878386513
LOC100133331	0.444741116895876	0.386658776566089	-0.201904829489712	0.690920330110095
LOC100288069	1.67667737667142	1.60270067801948	-0.0651001032679511	0.932733683321077
LINC00115	3.23168687156123	3.17169359013849	-0.0270340151443155	0.868355626879947
LINC01128	3.72442382196097	4.1982928450238	0.17278554879675	0.601523180087748
NOC2L	124.327920380898	117.654816779173	-0.0795899338986547	0.686300504568952
KLHL17	14.6042855453734	12.2145391214354	-0.257792353056886	0.320883258388814
PLEKHN1	3.78885085081107	3.26619716872169	-0.214148464961113	0.616721206303939
ISG15	10.5766325240114	11.5270243601971	0.124139773680922	0.730826673521483
C1orf159	20.3802714672535	18.9442870211711	-0.105410424239651	0.375907201173683
SDF4	234.90541178215	228.540893654448	-0.0396276156737655	0.490143146299533
B3GALT6	20.7614099863506	24.9811131379721	0.26693333775659	0.0529314042443577
UBE2J2	71.1783240727035	75.2879416741072	0.0809808530429848	0.344455512388694
SCNN1D	0.285784261957534	0.200665049006405	-0.510137113862178	0.406187444288049
ACAP3	32.0956945063626	29.5744363000454	-0.118029108736905	0.547817824993061
PUSL1	68.964642052378	74.8747195703307	0.118621808175256	0.258786834532099
CPSF3L	84.6953793997998	81.7457459890405	-0.0511396093518017	0.686753199814326
CPTP	51.3229712806349	58.2154238185709	0.18179674104769	0.18477980913409
TAS1R3	0.252807167375453	0.283962192143397	0.167661490188766	0.781240176576385
DVL1	31.2832792470995	31.3553745646539	0.00332100377983658	0.981339916160761
AURKAIP1	326.463360884935	326.106240576753	-0.00157903692692442	0.995148010449237
CCNL2	57.5017880592608	56.4965405133114	-0.0254442895713525	0.890245673494203
LOC148413	60.8175574341338	47.9188681560819	-0.343894043685414	0.0358993671777444
MRPL20	288.979307135079	279.108864481836	-0.0501382446967927	0.815633023876253
ATAD3C	15.8190141647124	16.0476369142321	0.0207011753642992	0.902269851101259
ATAD3B	60.6077750782211	60.4843013169339	-0.0029421420480857	0.952069660815399
ATAD3A	95.8112556321698	95.9954387539297	0.00277070786190617	0.958672411991688
SSU72	210.080732156757	199.859564850511	-0.0719572306150954	0.0945691398857835
MIB2	7.3993003799346	7.51765835105188	0.022894484661723	0.871919996096394
CDK11B	29.4714281425903	27.3630838405177	-0.10708614083818	0.345357772887176
SLC35E2B	30.0210777201124	25.5207825458467	-0.234303201625131	0.58419158112268
CDK11A	13.0824596095807	11.9206183159079	-0.134174735285026	0.337939382573119
SLC35E2	5.27507603987736	3.51230302026066	-0.586774573079919	0.0797120280793039
NADK	64.2443027133215	57.1438101685803	-0.168971285669221	0.352074007525016
GNB1	137.245650367315	125.913447567162	-0.124328056364777	0.67363252716637
TMEM52	11.3389507779352	11.4820226205605	0.0180896527557954	0.931294353944362
FAAP20	9.55989234939809	9.22749920836839	-0.051054663912175	0.818594160273774
SKI	5.80987422228172	6.31535223714503	0.120356271076644	0.779798171062322
MORN1	0.790871842386014	0.721236285367603	-0.132971950161802	0.320121269395288
RER1	91.000919537295	84.4649616878014	-0.107528126166673	0.141162089223296
PEX10	32.0302593870648	30.5368312670195	-0.0688851164425008	0.699769552465074
PANK4	24.1600230204457	21.2193516826485	-0.187241251215299	0.382068757048062
LOC115110	8.34061857752574	6.30517280096235	-0.403618474430459	0.213172225273397
TNFRSF14	41.9867110458425	37.1186784815334	-0.17778743385313	0.0107314587982923
FAM213B	7.53335636741404	7.05373017927414	-0.0949063874604532	0.706314037638956
TPRG1L	42.333781857943	43.2227450330927	0.0299813226820483	0.755300847687509
WRAP73	40.9036664212754	41.1872846489884	0.00996885121549956	0.871634061817941
TP73	8.55356690794431	9.55486876265254	0.159709896534317	0.708271928251976
TP73-AS1	1.7603847712236	1.57544106632931	-0.160135008978838	0.637344395775387
