DMSO_0	KB528_1	KB528_3	KB528_6	KB528_24
WASH7P	32.1701679513853	43.2552533382055	74.7474935641477	94.3485883964206	78.5632929160985
LOC729737	34.5470193502921	37.3609414432878	21.7649138200148	21.7431988583866	20.9570986173376
LOC100133331	2.72806618174028	3.1682443262405	3.80487941252697	4.31035077933955	3.27534612033384
LOC100288069	9.09823837636952	7.02623375027621	7.03659626456125	9.67467824835763	8.44986935384748
LINC00115	5.34888350080838	5.41734230185166	4.61158900159066	5.26111845735047	4.61411913070821
LINC01128	10.7789703409496	12.8719856679563	8.66834852185666	5.91075679090349	4.23879905265127
NOC2L	66.3904131514792	111.123040580243	146.89631968327	124.455591668417	98.0740184435032
KLHL17	23.7958974228313	30.3099457073915	66.4188384378135	76.3494686590135	74.0383797588651
PLEKHN1	1.8403541903555	2.75217958204302	1.92094305335243	1.75080669282019	3.3722070101513
HES4	706.312989433897	620.951296753174	125.866072433652	24.1888699813806	1.05394794243882
ISG15	851.75421210233	675.056323763065	280.66981074979	186.408876367227	186.543902413499
AGRN	7.8438635760125	16.1330903635974	13.7075128726626	6.3966333067587	8.30559409831905
C1orf159	23.6038246854304	30.7016195250392	51.0400505364207	57.2172721156212	31.8275600257984
TNFRSF18	58.5572871161717	88.5056128952999	36.4901742092391	10.7824368949004	7.36869740569322
TNFRSF4	172.954896544698	149.071404433645	19.1367525239284	9.34370925160047	4.95382641465476
SDF4	181.158872352852	230.335738512113	269.482364748769	247.524756090425	217.632587409815
B3GALT6	17.6746544888162	30.4492876438517	40.2945909439237	35.0565949150738	38.7060840320817
FAM132A	3.80819694962424	9.85807987067363	8.11784470824227	5.23481862798772	3.45599549691379
UBE2J2	42.5155018056773	89.9595110001987	124.21640777394	111.197878825259	93.4319887486602
SCNN1D	12.5825106006379	12.323524226523	8.87588079777607	10.3976664252013	17.5059698360292
ACAP3	72.7632744203764	83.6189830970554	129.376519775547	118.700791586809	85.085950011247
PUSL1	38.7604729100293	43.3352543478444	47.0975394991357	39.1787830307072	33.8377900665069
CPSF3L	94.6423774284259	140.707615432265	225.984994472	211.832060571358	153.095277957375
GLTPD1	10.7213010410949	27.3979035901887	36.0236969540371	34.5924669883141	30.873094047666
TAS1R3	1.40852616998499	0.808885946312948	0.762471528584713	0.94497600348434	1.2702359449068
