KB528_3	KB528_6	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	74.7474935641477	94.3485883964206	0.33597572937988	0.270248935154382
LOC729737	21.7649138200148	21.7431988583866	-0.00144010246028997	0.998112772725518
LOC100133331	3.80487941252697	4.31035077933955	0.179954550280607	0.447398946650487
LOC100288069	7.03659626456125	9.67467824835763	0.459335943653657	0.583525615553041
LINC00115	4.61158900159066	5.26111845735047	0.19010559213047	0.113303715349173
LINC01128	8.66834852185666	5.91075679090349	-0.552414300530975	0.00867426403970575
NOC2L	146.89631968327	124.455591668417	-0.239167200640825	0.0653448272359317
KLHL17	66.4188384378135	76.3494686590135	0.201025624300506	0.420009357420989
PLEKHN1	1.92094305335243	1.75080669282019	-0.133794946624615	0.786119889332829
HES4	125.866072433652	24.1888699813806	-2.37947417442523	2.40916765840089e-05
ISG15	280.66981074979	186.408876367227	-0.590403334344852	0.0173723870091894
AGRN	13.7075128726626	6.3966333067587	-1.09958214161701	0.0966334062940302
C1orf159	51.0400505364207	57.2172721156212	0.164820959967443	0.312678481780146
TNFRSF18	36.4901742092391	10.7824368949004	-1.75882476596285	0.00439603961607616
TNFRSF4	19.1367525239284	9.34370925160047	-1.03427873991381	0.0280026003046077
SDF4	269.482364748769	247.524756090425	-0.122618041380644	0.248930946860504
B3GALT6	40.2945909439237	35.0565949150738	-0.200900315208864	0.134291202498581
FAM132A	8.11784470824227	5.23481862798772	-0.632957189385499	0.0220245601970723
UBE2J2	124.21640777394	111.197878825259	-0.159726484125692	0.381155811574786
SCNN1D	8.87588079777607	10.3976664252013	0.228297579444792	0.238689346440581
ACAP3	129.376519775547	118.700791586809	-0.124246253938374	0.683579023859695
PUSL1	47.0975394991357	39.1787830307072	-0.265579106192359	0.0982617719469015
CPSF3L	225.984994472	211.832060571358	-0.0933060237632684	0.636080414364349
GLTPD1	36.0236969540371	34.5924669883141	-0.0584883420240196	0.37866937115935
TAS1R3	0.762471528584713	0.94497600348434	0.309594227356325	0.35425224802888
DVL1	94.2757738427217	105.027086330625	0.155802452215536	0.33523841114115
MXRA8	0.178033335220911	0.207061588132935	0.217912546110563	0.705633890886036
AURKAIP1	274.801612707629	265.463382986944	-0.0498775959510463	0.80749141996866
CCNL2	420.231219443183	431.569775030455	0.0384104838759623	0.889981334642478
LOC148413	65.2118389448318	62.5949365257467	-0.0590879453049497	0.419744668757233
MRPL20	204.348543906813	173.30885795925	-0.237686569696972	0.131514915516148
ATAD3B	171.425178783633	142.82866059736	-0.263293521180257	0.285195905454466
ATAD3A	61.380099879576	47.3983800245552	-0.372933241674349	0.000428114144840716
TMEM240	0.605238157411523	1.61462671227278	1.41562581420351	0.11796838199647
SSU72	159.716966141877	178.205209127478	0.158021935942794	0.0938008823411529
C1orf233	4.96426843305137	5.8406424337872	0.234545936703682	0.550392454579971
MIB2	46.7228519475268	64.8769988585731	0.473578745013506	0.0735019008243145
MMP23B	1.1609825769323	0.817360630678203	-0.506301660876762	0.372122568908458
MMP23A	0.503979881558092	0.365411545764336	-0.463843924782596	0.624369148085905
CDK11B	99.4613284121939	97.3656245537051	-0.0307231888791161	0.878221456240918
SLC35E2B	47.7211808235627	61.1180213334301	0.356968095727737	0.272738328565618
CDK11A	141.78296084308	150.004299836484	0.0813196926596508	0.770345825551252
SLC35E2	36.1967543823113	48.9568841631533	0.435651398901327	0.187445478678375
NADK	51.5490999298944	47.1203372998369	-0.129597371321193	0.0971360309120321
GNB1	222.393073123919	229.526891556456	0.0455513377155969	0.822364899337828
CALML6	1.22382146992562	1.10252956847784	-0.15057576661186	0.800678279880615
TMEM52	4.81254559832003	1.55874555864519	-1.62641476076014	0.0759423717203422
PRKCZ	23.3228943246629	24.9095957193935	0.0949547717266277	0.24818583600652
C1orf86	12.0609175121524	13.6256913992453	0.175989775657122	0.117519834575875
SKI	84.0634962084874	49.4472815965959	-0.765588249692377	0.00631418815151588
MORN1	2.55397127690394	5.13292381934057	1.00703854890251	0.152827545949553
LOC100129534	2.09206739189228	5.16086738689745	1.30268423380384	0.00636582790442413
RER1	122.173047656687	146.689757805587	0.263842092167531	0.104354744375358
PEX10	17.6713349814422	18.2734733891992	0.048339852489224	0.459584784378683
PLCH2	9.52255408849633	6.52351718458092	-0.54569856742984	0.150677035393084
PANK4	46.7226752590147	51.4561195393409	0.139219780415453	0.198172150022296
LOC115110	2.47961195761731	2.03275703818936	-0.286676576500591	0.318545169733682
LOC100133445	1.84846113141126	1.8453978277772	-0.00239284391935359	0.995585609594013
TNFRSF14	236.608538436188	213.038116018119	-0.151390561426592	0.527738883352943
FAM213B	14.930418997563	19.9453914911733	0.417800788244978	0.0450944380622246
MEGF6	27.4859132712779	27.935700728049	0.0234175923024089	0.848977406196638
TPRG1L	111.006140767604	106.622560839862	-0.0581267494910825	0.644029628716959
WRAP73	95.7408027584836	93.0806731082362	-0.0406522591240835	0.618108552615078
TP73-AS1	18.029261780608	22.2255015011403	0.30187564678342	0.047540890714284
SMIM1	1.27535183098604	1.83245492549285	0.522882413648779	0.359855524175228
LRRC47	102.895823565124	94.825791451993	-0.117833012961222	0.123800601959646
CEP104	31.7387563003458	30.6254081713943	-0.0515165242337688	0.833023767462776
DFFB	19.2154259217296	20.1987266066735	0.0719993886852498	0.304318254455019
C1orf174	77.1198784084489	81.1610426610419	0.0736846223171583	0.632364921252174
LINC01134	0.534615611253824	1.15090873321294	1.10619956134088	0.10720082588959
NPHP4	20.0183433800902	21.1486915509533	0.0792458192140705	0.230196709889122
KCNAB2	53.7284000629405	36.6460148042273	-0.552028561668821	0.00954070084591423
RPL22	642.759398137334	627.270644840063	-0.0351907510030105	0.652821293512591
RNF207	1.80340279467927	2.38639847711318	0.4041132996958	0.370433068774114
ICMT	25.7094489506756	25.8689346865544	0.00892195518069107	0.9809327361206
LINC00337	0.699870961055027	0.725922424686281	0.052726434429683	0.93620138159947
GPR153	1.18874675469443	1.98942240426559	0.742908226530875	0.100938687477988
ACOT7	15.773258100282	8.32059877037948	-0.922721434776987	0.000433867754937306
ESPN	1.60080218917491	1.31903460509397	-0.279312630881141	0.656037299810637
TNFRSF25	142.078040132494	147.596707940861	0.0549769573136501	0.785957792278127
PLEKHG5	2.60319185869909	2.97537585119906	0.192790277802258	0.448504866579603
NOL9	30.3804309589889	26.1818898615052	-0.214573097538074	0.0114513984096666
ZBTB48	84.7721687725015	92.3372281704954	0.123321728613222	0.422406114580176
KLHL21	51.5556232699668	37.0015989750119	-0.478542177429005	0.134847650592894
PHF13	20.6717437354175	28.1724295049221	0.446623892348799	0.00634884008749301
THAP3	36.7199138994291	37.4305976116474	0.0276554063520156	0.796690591763711
DNAJC11	69.1441155969117	68.8165674906782	-0.0068505447472524	0.968834433181167
CAMTA1	6.98779708709483	8.57301575856017	0.294965079678183	0.084704651849037
VAMP3	80.4861080321962	74.5787968702998	-0.109974271107322	0.269965238789443
PER3	5.09380494679631	3.85301328709168	-0.402756555513765	0.0238118376607283
UTS2	0.617678241225827	0.376866977622328	-0.712800123531437	0.0962524889424021
TNFRSF9	0.891747374538439	0.352005970925636	-1.3410351622651	0.000320778217580166
PARK7	204.147054450535	222.316357303557	0.123005349316857	0.38325980157699
ERRFI1	8.99176174015243	6.37953429378447	-0.495152697102558	0.12786910340436
SLC45A1	1.75590134457688	2.16267334469547	0.300603984436458	0.333535013222437
RERE	12.4647472438444	20.5793445973178	0.723343407974944	0.0428166807985211
ENO1	254.303076771616	227.407847826879	-0.161266874685308	0.485305671069044
MIR6728	1.64495374962416	2.83186235405568	0.783704122298317	0.475173177016882
CA6	0.119897392880306	0.586497971601132	2.29032583043183	0.0296293175112351
SLC2A5	0.560101824493155	0.20636537203722	-1.44048821990581	0.0551447913537565
GPR157	1.17583081389618	1.6025313386514	0.446672079196588	0.445798321922476
H6PD	17.0470022372539	20.9505937744604	0.297473073247114	0.398515148106116
SPSB1	7.82003444901439	5.02530577774003	-0.637963579466307	0.0589658404607606
SLC25A33	32.3586165574427	25.4736214161057	-0.345145856298637	0.0133027117549408
TMEM201	11.1531022537507	8.92610167943951	-0.321342908072525	0.0824962177701298
PIK3CD	51.2469546422767	79.2787345495181	0.629467659546557	0.0505047617650247
CLSTN1	95.7602898883541	109.699846233426	0.196062078743596	0.192608349310097
CTNNBIP1	21.9249068067648	18.6349025918939	-0.234563432563582	0.00383930141594124
LZIC	23.2908211494501	25.4413262221184	0.127412373721206	0.670810364395577
NMNAT1	7.56413682836709	7.71737686344932	0.0289350981728257	0.745865580300793
RBP7	14.3376174345313	7.22672461646297	-0.988391478184869	0.139813919399292
UBE4B	40.5645981979862	43.1051941525579	0.087640525526095	0.444614286002488
KIF1B	10.9802602000322	8.3973202106235	-0.386911335068858	0.0105351395407644
PGD	204.198020967348	285.868099698281	0.485380753127213	0.0647671651120496
APITD1	2.18829038690601	2.04716399551723	-0.0961775176507947	0.429110298628785
CORT	0.871288254757775	1.01344963598951	0.218052394545692	0.293152267059774
DFFA	28.2444842740364	25.8439980895126	-0.128139884733688	0.0212162196313868
PEX14	39.7565391997261	39.0063056725729	-0.0274848102993623	0.692482477477526
CASZ1	10.6405042946699	9.29013972294407	-0.195794327460114	0.267663218791489
C1orf127	0.133629108478342	0.0743486787388097	-0.845855295567027	0.202293274361646
TARDBP	93.0882476039945	108.861255644715	0.225819637762075	0.0628515613458295
SRM	108.102140622279	87.9263400692844	-0.298027768402642	0.00952583629479481
EXOSC10	165.6071167467	149.808137092418	-0.144648683636529	0.219356291696242
MTOR	52.388812739346	54.9612182179166	0.0691552145884895	0.629885049902999
UBIAD1	18.2717447352638	18.3492681274686	0.00610812054672224	0.968273647457316
PTCHD2	2.60527808628404	0.931567451772118	-1.48370523446153	0.0255586251685669
FBXO2	4.10491650215417	7.4518579505546	0.86024729694324	0.0917877924452987
FBXO44	35.1264506189377	55.3478099429403	0.655968426528178	0.00238043090408061
FBXO6	20.8108876327654	27.2721266974747	0.39008870621544	0.0679862311593598
MAD2L2	64.3424954548193	65.6681501658518	0.0294219254613345	0.456261520563041
DRAXIN	0.628387499848243	0.454411747538853	-0.467654350062328	0.483992834174534
AGTRAP	17.0096172881723	18.650454690823	0.132860122137671	0.380089207925567
MTHFR	18.719180143831	21.6956913206581	0.21289130788307	0.100910702445791
CLCN6	15.0972652728094	17.4706848111065	0.210648917108456	0.0258022490422391
NPPA-AS1	2.22804740865409	4.54405674933593	1.02820092149369	0.0774801478306107
KIAA2013	75.0714840573657	83.2847144552646	0.149786733524545	0.182507584007884
PLOD1	32.3908618290666	33.4976925916666	0.0484748677284951	0.890804447094485
MFN2	83.7915218037186	79.2170971727496	-0.0809924403281361	0.028938246608551
MIIP	83.9642710802624	92.1658597830581	0.134456889069774	0.235281294778237
TNFRSF8	0.168044417987476	0.055437089785897	-1.59991919159206	0.0039547345988589
TNFRSF1B	55.9718744100615	31.5416140595317	-0.82744557397139	0.0613990913787512
VPS13D	14.4593784249935	21.2252358285617	0.553775047787987	0.0366333967730566
DHRS3	8.31694339962945	7.39463383351395	-0.169574703979211	0.724722317766677
MIR6730	1.8519694864184	2.00996198206817	0.118107884908012	0.910264091448328
PRDM2	37.6574791487075	35.9373984433487	-0.0674504529018742	0.655627611478545
TMEM51	1.59780745481665	0.473032316360954	-1.75608291222535	0.221711103114184
EFHD2	168.431975926348	122.692292647972	-0.457121428649517	0.00587838321132757
CTRC	12.1624079345559	7.55023690356789	-0.68783506665716	0.0872194209793657
CASP9	20.8725776602789	24.5080825441403	0.231648838273089	0.0272984642150077
DNAJC16	12.6127090090058	13.3880319534722	0.0860657225846146	0.676413513897614
AGMAT	2.98342647665325	2.94340504734064	-0.0194841358210402	0.931725652204319
DDI2	3.81097851941056	2.62911998735507	-0.53558149147634	0.352490629834516
RSC1A1	12.1734350488481	7.84705543256609	-0.633513022409533	0.0159159495299822
PLEKHM2	143.355006904496	119.720737476174	-0.259919222971761	0.129001898070186
SLC25A34	14.1125626918297	12.8403391626902	-0.13629667977262	0.7277381009331
UQCRHL	9.10232255650077	9.40283836310321	0.0468616062828943	0.882449655277123
FLJ37453	7.0497511023025	8.81130491254684	0.321783368487932	0.0138354462800339
SPEN	38.9453096296297	38.7557334224299	-0.0070398333393158	0.93265056406395
ZBTB17	122.334916749196	107.29453088884	-0.189259696034679	0.322371829314772
EPHA2	0.143188173669106	0.0713669291392753	-1.00458474016918	0.0692090838674326
ARHGEF19	17.1547844765633	18.0541540489007	0.0737198217303518	0.697219120463795
RSG1	7.63360883890136	7.09703671254644	-0.105148492587054	0.82728084959922
FBXO42	52.1370291484982	45.8128091212424	-0.18655735029687	0.0183232684866431
SZRD1	71.8729187741668	76.1719914611406	0.0838123390145645	0.603348608534642
NECAP2	160.106340638621	165.966907242901	0.0518651623718097	0.429970408673992
CROCCP3	5.27626614065017	7.4027258822281	0.488539270039518	0.171158402144757
NBPF1	28.9568840105718	32.5377250091399	0.168207017985518	0.706820579301657
CROCCP2	168.375730404663	177.827679300883	0.0787956965247429	0.744114432935479
MST1P2	6.33166920731392	13.1016704851532	1.04909297937092	0.0238951198704755
ESPNP	0.449213696308974	0.879387634827872	0.969097331304718	0.112500888075754
MST1L	1.08259361926211	2.20044926909712	1.02330632104253	0.275485694314333
CROCC	37.5268855050117	54.6434615286819	0.54212431710257	0.0570150737662921
ATP13A2	79.7754889613556	70.8696050551188	-0.170778536971657	0.175939821108708
SDHB	121.203480011651	124.900792508111	0.0433515087484168	0.765232666696414
PADI2	1.03692057841478	0.241891186099207	-2.09987528978642	0.0214829731138638
PADI4	4.88843117368507	2.06518160552827	-1.24310288736477	0.175702398744589
RCC2	97.0285434640188	75.4825835549029	-0.362265412776474	0.00040373011986395
ARHGEF10L	1.07018128957442	0.941804657244676	-0.184355449107309	0.730566545832596
ALDH4A1	15.6401886904841	12.7928489956606	-0.28992032672616	0.162808138679788
IFFO2	15.0062026232975	13.5479806756083	-0.147481109537066	0.53908854364394
UBR4	104.451140346108	90.1199022440831	-0.212910589375181	0.230089443696505
EMC1	24.8947205767463	20.2594607828008	-0.297244045909273	0.151810889949038
MRTO4	39.9576202100974	24.8165985118652	-0.687165275914379	0.00480126663525689
AKR7L	1.07313621749029	1.26811539570707	0.240852818727007	0.477066676481343
AKR7A3	4.75999873046062	4.61984628740893	-0.0431163379942683	0.906957248380226
LOC100506730	2.23418392899172	2.61311321804398	0.226021673037358	0.543518147713537
AKR7A2	25.2616881345264	30.5340133336148	0.273466175434305	0.500166310455941
PQLC2	12.6405270560646	14.947433353191	0.241841159302642	0.402452053613692
CAPZB	135.056029666491	164.411040142518	0.283749127361411	0.00206453513769237
MINOS1	20.3846864880992	24.5824724279543	0.270144256077743	0.0692252153308881
RPS14P3	20.4856232152135	23.9772680122963	0.227055503107231	0.528596429968351
NBL1	0.0833025593149387	0.0649883478288881	-0.358179748944822	0.737203216631291
TMCO4	13.9518226389788	22.1891199878895	0.669398846688615	0.0163446755861448
OTUD3	28.7552104730103	22.3962634864372	-0.360565339324818	0.0436996050920291
UBXN10-AS1	1.55506715850173	1.01788286376431	-0.611405339137377	0.331089344413602
CAMK2N1	8.7645303373724	9.58609807777159	0.129266916877967	0.349900832869185
MUL1	40.231862366649	37.3482675191854	-0.107297201060831	0.550077237970789
CDA	6.62027064456179	1.68779625560292	-1.97174943947948	0.014158882393231
PINK1	56.7939258916042	63.3833311110946	0.1583668407574	0.241819774962411
PINK1-AS	6.97326600751173	8.02349674592002	0.202396602475902	0.391684671274157
DDOST	102.678064397259	113.102337235856	0.139500737845926	0.7208047179615
HP1BP3	140.373625067676	191.233699823859	0.446064890351505	0.0127519134022155
EIF4G3	12.8077053744765	26.1797569082269	1.03143967529841	0.00897150936422396
ECE1	41.5770205652718	22.7325478525361	-0.871026987738372	0.00226115004731601
LOC100506801	0.418205981527166	0.318636837196728	-0.392300632059116	0.470569619576485
NBPF3	12.3050415826756	11.8083912360595	-0.0594371064040091	0.829067391463509
USP48	59.3615649338624	73.2289832114496	0.302885638214441	0.086550805899219
LINC00339	10.3770339931879	14.4314318773239	0.475820304651735	0.234679324063606
CDC42	183.278929962943	184.940662410757	0.0130215202377281	0.861617678426851
ZBTB40	44.6442306239558	68.1837436240899	0.610954064887985	0.0143394874517143
C1QC	0.389671171974343	0.116213105782298	-1.74548442833207	0.227485823389186
EPHB2	1.92129151071946	0.655302790681991	-1.55184284985666	0.0566404767314907
KDM1A	53.5292186841793	51.784251452707	-0.0478131807330015	0.822397268798498
LUZP1	10.2562934657504	8.50409757909382	-0.270279391752532	0.214542508154894
LINC01355	5.40747743805122	8.33789184279814	0.624726917206677	0.0650118172018285
HNRNPR	110.994034564067	99.6226021366927	-0.155937140486468	0.49402363749604
ZNF436	10.8725534836989	9.84548504992761	-0.143156616514183	0.601044760557676
C1orf213	2.71015108979612	3.29961950218	0.283926385253624	0.159056269250335
TCEA3	2.84098793855971	4.83240582385026	0.766348910239782	0.125748862399048
ASAP3	3.07365279889423	2.26389248178801	-0.441148764384721	0.226589631886346
E2F2	0.266517007273928	0.138082270148362	-0.948699510227969	0.131012885540447
ID3	20.3620074457749	15.3909758664116	-0.403795091779605	0.00160630233832699
MDS2	0.989182316844163	1.11436256706976	0.171910347130752	0.301954563025633
RPL11	5817.92225963729	5902.74922986636	0.0208830332276445	0.777873405316438
TCEB3	47.6743493961238	43.2813450850524	-0.139467914936082	0.0522440598939203
