DMSO_0	KB528_1	KB528_3	KB528_6	KB528_24
DDX11L1	0.058910298156661	0.104173373076802	0.00517836261035669	0.0346735864319842	0.0319122469233376
WASH7P	32.1701679513853	43.2552533382055	74.7474935641477	94.3485883964206	78.5632929160985
MIR6859-2	0	0	0	0	0
MIR6859-1	0	0	0	0	0
FAM138A	0	0	0	0	0
FAM138F	0	0	0	0	0
OR4F5	0	0	0	0	0
LOC729737	34.5470193502921	37.3609414432878	21.7649138200148	21.7431988583866	20.9570986173376
LOC100132287	0	0	0	0	0
LOC100133331	2.72806618174028	3.1682443262405	3.80487941252697	4.31035077933955	3.27534612033384
LOC100132062	0	0	0	0	0
OR4F16	0	0	0	0	0
OR4F29	0	0	0	0	0
OR4F3	0	0	0	0	0
MIR6723	2.30981535096455	1.40876247048512	1.32417360282951	1.54467575517329	2.36939469291477
LOC100288069	9.09823837636952	7.02623375027621	7.03659626456125	9.67467824835763	8.44986935384748
FAM87B	0.29880049524432	0.160414276125817	0.0486559050612388	0.0217685913816678	0.0180792290525904
LINC00115	5.34888350080838	5.41734230185166	4.61158900159066	5.26111845735047	4.61411913070821
LINC01128	10.7789703409496	12.8719856679563	8.66834852185666	5.91075679090349	4.23879905265127
FAM41C	0.0362297915736218	0	0.0147739719192928	0.0134306508607291	0
LOC100130417	0	0.054945446322023	0	0.0923898805177573	0
SAMD11	0.0579000268445026	0.126114845733354	0.077229028906327	0.0872400059441414	0.0492598479474168
NOC2L	66.3904131514792	111.123040580243	146.89631968327	124.455591668417	98.0740184435032
KLHL17	23.7958974228313	30.3099457073915	66.4188384378135	76.3494686590135	74.0383797588651
PLEKHN1	1.8403541903555	2.75217958204302	1.92094305335243	1.75080669282019	3.3722070101513
PERM1	0.126255797612212	0.161411274479877	0.0376985268260452	0	0.0343129906719483
HES4	706.312989433897	620.951296753174	125.866072433652	24.1888699813806	1.05394794243882
ISG15	851.75421210233	675.056323763065	280.66981074979	186.408876367227	186.543902413499
AGRN	7.8438635760125	16.1330903635974	13.7075128726626	6.3966333067587	8.30559409831905
RNF223	0.123462711382534	0.0659246825538551	0	0	0
C1orf159	23.6038246854304	30.7016195250392	51.0400505364207	57.2172721156212	31.8275600257984
LINC01342	0.183907517170195	0.163863288219336	0.063446143626521	0.0228304848337714	0
MIR200B	0	0	0	0	0
MIR200A	0	0	0	0.431232250612409	0
MIR429	0	0.28141296656447	0.366433905496538	0.233800617801909	0
TTLL10	0.287012918676259	0.254915174721013	0.0973714139836329	0.0135244939744207	0.0334962708313017
TNFRSF18	58.5572871161717	88.5056128952999	36.4901742092391	10.7824368949004	7.36869740569322
TNFRSF4	172.954896544698	149.071404433645	19.1367525239284	9.34370925160047	4.95382641465476
SDF4	181.158872352852	230.335738512113	269.482364748769	247.524756090425	217.632587409815
B3GALT6	17.6746544888162	30.4492876438517	40.2945909439237	35.0565949150738	38.7060840320817
FAM132A	3.80819694962424	9.85807987067363	8.11784470824227	5.23481862798772	3.45599549691379
