KB528_1Hr_RPMI8226	KB528_3Hr_RPMI8226	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	22.1501223056143	22.1914525846016	0.00268944014500421	0.920714302847173
LOC100288069	4.81113667175914	3.26918261520455	-0.557447815468617	0.188994388796475
LINC00115	3.94424155894914	2.61438489018353	-0.59327635946298	0.0281415745793719
LINC01128	6.07430766297223	8.61835001101421	0.504691708110607	0.00840929910709977
LOC100130417	1.12996569776074	0.705059084119799	-0.680462911697776	0.0415861420990574
SAMD11	1.06877316970604	0.704864205900326	-0.600538446137176	0.146306358369922
NOC2L	365.332616051845	360.59320542611	-0.0188383472703177	0.816302996185275
KLHL17	13.9617637011537	10.195702845636	-0.453519967930925	0.00577990223451045
PLEKHN1	7.19196515772623	3.85208348620092	-0.900747060524823	0.0299911021455662
HES4	43.2099393770948	43.7552225577156	0.0180920182886521	0.835953798322735
ISG15	37.6395083875538	36.5164677651876	-0.0437005647383564	0.414090639751542
AGRN	27.1729501136797	20.8510334076329	-0.382052317109721	0.0538818396459224
RNF223	2.00972166338215	1.07790130502457	-0.898770621175739	0.0224524541646788
C1orf159	34.8128399061898	26.5676367627964	-0.389949605412899	2.31016752676499e-05
TNFRSF18	303.725796655291	267.241689696642	-0.184624361852836	0.0610472616356292
TNFRSF4	0.443736294580799	0.582806511599405	0.393314435953661	0.629138979962034
SDF4	361.19120984662	357.304340555409	-0.0156093430253062	0.753663677661821
B3GALT6	35.1439366068169	37.7715528528844	0.104024294458434	0.00138353223128057
FAM132A	3.64702729702977	3.0349878104108	-0.265030275786479	0.159405413954927
UBE2J2	80.9302746865541	87.0077331297137	0.104464139300512	0.00396180997811557
ACAP3	148.340905279349	104.871092286222	-0.500299424616704	0.00626475264696338
PUSL1	106.91006488463	114.892800005419	0.103890711581321	0.0185253349200499
CPSF3L	143.46341005697	138.32919100238	-0.0525771942435429	0.523262260430281
CPTP	100.953462728779	73.0252424773597	-0.467223247729865	0.00985457960283548
DVL1	94.1513476475634	83.7103473235625	-0.169575781796733	0.0780205512325465
AURKAIP1	445.750277046798	474.137023699748	0.0890683579387686	0.196456781318663
CCNL2	109.089923334984	117.191718707018	0.103352780359269	0.2017259604101
LOC148413	41.4058326179136	37.1412566295159	-0.156811378822693	0.22605394569981
MRPL20	352.053494824507	397.282264460932	0.174369725594522	0.136040098765002
ATAD3C	14.3599493752247	13.8588512904214	-0.051242980365154	0.443376501996428
ATAD3B	129.841541010177	145.495613263935	0.164223628535221	0.115305553502613
ATAD3A	196.521005688206	211.278239678563	0.104460659312942	0.303463511631381
TMEM240	0.707675990552285	1.03154044215913	0.543639505380701	0.0798736022141829
SSU72	441.378292130866	420.466110207004	-0.0700261535526511	0.0370609269098789
C1orf233	43.0955458214496	37.5150247181042	-0.200070257176604	0.0826497602145278
MIB2	32.7784063583261	32.8243964767291	0.00202277109366826	0.961359468566053
CDK11B	47.0099012650057	47.0061263224924	-0.000115854519408756	0.999007167644665
SLC35E2B	21.6740839950951	14.0410576056314	-0.626319415640619	0.0140713223034481
CDK11A	17.6818528913282	17.2539834768714	-0.0353399839708797	0.767644568729974
SLC35E2	2.46380650788217	2.10399338934496	-0.227758788387261	0.126265255011811
NADK	153.511271912331	122.17567639743	-0.329387500876338	0.00516398870934659
GNB1	314.896429117944	291.563314210864	-0.11106819280697	0.121526490632885
CALML6	1.64045702306815	1.34158151718207	-0.290163080112548	0.403578922236913
TMEM52	33.6891612391785	27.5908457389861	-0.288094829920091	0.00787343386639637
PRKCZ	8.93167572519016	6.20593538650799	-0.525282197166958	0.00120566459313456
FAAP20	12.6743213128498	12.16103341314	-0.0596426650869466	0.183113943606575
SKI	18.5168992917609	26.6617365325975	0.525928213747133	0.0631896654785249
MORN1	2.18176134177415	1.92505258043452	-0.180595445175296	0.107282646133438
RER1	93.3174955364529	96.287842599202	0.0452060647671069	0.472792936742339
PEX10	47.2497617694358	46.2187574055145	-0.0318285819960505	0.653652666032847
PANK4	23.9765694645301	23.3710637649338	-0.0369018528506037	0.448345836628716
LOC115110	1.64380291508384	1.08241756428102	-0.602780181358705	0.0271948303649747
TNFRSF14	19.1604413887686	13.2309160404763	-0.534217846197484	0.00500294402432223
FAM213B	37.9857401702695	33.240383168741	-0.19252092067189	0.0941036426258982
ARHGEF16	8.53712121470378	5.42134329301893	-0.655099298713074	0.0162941373745473
MEGF6	9.77799817295099	6.46109267160715	-0.59776096797481	0.0118286209639215
TPRG1L	37.5323716431989	41.6024594817842	0.148533365136577	0.00460609106035243
WRAP73	37.9712426610233	40.2764453838868	0.0850291493475277	0.0802224671816649
TP73-AS1	1.18808864294026	0.703301617977101	-0.756427037794914	0.0478446839001556
SMIM1	6.46736661197995	6.15515852884184	-0.071382379507766	0.287796684447632
LRRC47	88.9674279126626	105.003047507653	0.239082050724963	0.0308788341197096
CEP104	25.9951528826143	26.1960054287573	0.0111041951230936	0.85302211515577
DFFB	9.23631843992951	6.7736302431542	-0.447388678081354	0.0315372487122813
C1orf174	25.7421991510646	34.7626076635017	0.433400999779105	0.00332284267218369
LINC01134	1.10342962699311	1.31181750160618	0.249572405659149	0.142819977717016
NPHP4	12.848666231216	11.7200341716913	-0.132641830593343	0.29214131886236
KCNAB2	96.5660699414103	78.1290805878762	-0.305656726883316	0.0468141047796487
RPL22	460.19260682546	473.652837638607	0.0415922213589463	0.746172339987597
LOC102724450	41.2218057464768	31.0263524884821	-0.409913603284495	0.0251089190299415
RNF207	13.3033980977273	9.0634296731791	-0.553665815689871	0.0169529653144039
ICMT	59.0424930406568	75.5449220223558	0.355581143808167	0.00118159438541853
LINC00337	0.674612624848486	0.63418148885331	-0.089163550341825	0.75602693480424
GPR153	1.97023186828683	1.20063049817331	-0.714573203782676	0.0283176421581612
ACOT7	118.650831250124	114.381706455546	-0.0528658735577473	0.0201038275703959
ESPN	5.24642973527071	5.34941255935334	0.0280444883780282	0.848504049548732
TNFRSF25	71.1495168703868	59.598722158913	-0.255572561830511	0.00298354002502707
PLEKHG5	1.90075621845328	1.50795559622819	-0.333979563810049	0.179165099938285
NOL9	15.6437323367901	17.5679884072335	0.167364250470887	0.0157626742396955
ZBTB48	31.3898414299819	33.9307041702338	0.112293629909071	0.182870568146915
KLHL21	89.4025949141481	87.1857209941536	-0.0362248320535403	0.739714507481073
PHF13	9.84641566150556	12.0767768533703	0.2945649194441	0.0993388582058379
THAP3	8.41590294685734	13.3541154527131	0.666094445669134	0.00371109537329269
DNAJC11	81.775183555924	83.758170870843	0.0345668440805473	0.542414301508956
CAMTA1	8.25464594409776	8.2054989395711	-0.00861527658638696	0.839907798577884
VAMP3	37.293857351929	48.434667950668	0.377102026504092	0.000558187876494649
PARK7	728.821094601187	741.466388651534	0.0248165791540417	0.720282650444224
ERRFI1	1.83828622978744	2.07943515709574	0.177830279709924	0.367622447592465
RERE	45.1995835203131	23.3220719822263	-0.95461351305472	0.0126315771207081
ENO1	2339.05739899833	2367.63609727363	0.0175200926162811	0.307939839340029
MIR6728	5.35763853804277	6.45727628610581	0.269328506038238	0.507671697001962
ENO1-AS1	2.53006546195785	2.36117801274132	-0.0996679005455279	0.70585684864195
SLC2A5	7.77673835849355	5.2645142581485	-0.562864777400588	0.00149462428754661
GPR157	2.88358479546637	2.32783706767295	-0.308873364086276	0.384371119960911
H6PD	5.3690089537714	4.99907769802684	-0.102993860605974	0.434052085122996
SPSB1	9.80040231810699	5.99467003249484	-0.709160629913245	0.000349189843480585
SLC25A33	49.6701019757166	63.4306790407614	0.352803077934649	0.00365625000271596
TMEM201	24.7849120987588	28.8752218740568	0.22036988987359	0.205339643300085
PIK3CD	1.55801126839546	0.734803934596167	-1.08427441113538	0.00299874901459193
PIK3CD-AS2	13.8107109997901	12.4794771220761	-0.146230106045286	0.201556330210656
CLSTN1	86.5618037687833	74.508186546877	-0.216331612631212	0.146611563773705
CTNNBIP1	9.19235655594881	10.5982291918931	0.20531656793732	0.00847548680700745
LZIC	37.1756607848483	37.6655838648221	0.0188885072019956	0.780228284850312
NMNAT1	3.3508833167467	5.8278489405509	0.798422032425028	1.68101263978952e-05
UBE4B	46.9327651596542	35.2514771142965	-0.41291175193999	0.0388904128472195
KIF1B	5.38464876001084	4.33099897831196	-0.31415240894316	0.0714788752069764
RNU6-2	1.10719743764049	0.774674992541697	-0.515249435724854	0.122741761747334
PGD	328.623130599639	328.860758942055	0.00104283998911218	0.972397476381461
APITD1	5.56668249520813	5.74494199604731	0.0454745276460942	0.568942276716862
DFFA	50.2889896275545	43.6126680089379	-0.205495317932886	0.00847054735935249
PEX14	30.7259131264524	33.0572219157967	0.10550960169256	0.474397675241401
TARDBP	108.806843611373	90.2994396476536	-0.268980360248354	0.000191925537998
SRM	1167.81296177163	1206.84417677293	0.0474301836344465	0.368784384002058
EXOSC10	84.0427734714551	95.137495015863	0.178890266667658	0.0207025459356044
MTOR	42.8687376153978	34.8518115719467	-0.298692285480394	0.0654898760250255
UBIAD1	52.3319345443677	64.5138882975499	0.301918179953265	0.0159057514231606
PTCHD2	1.46861299956189	1.36930392214121	-0.101011581576228	0.521862817306869
FBXO2	0.870277540460191	0.777427029435486	-0.162768296733657	0.571495287012222
FBXO44	3.25992166741443	2.27358701563478	-0.51986707784292	0.00303349295690983
FBXO6	0.554439314254071	0.649962216151911	0.229326293380418	0.686889798595953
MAD2L2	161.124270231572	156.472211000791	-0.0422673627487015	0.325282862868289
AGTRAP	80.5556412442391	64.6488337775042	-0.317361278198282	0.00049755833140583
MTHFR	19.663218962827	8.93072460324459	-1.13865037737001	6.54094152868171e-05
CLCN6	12.7252496053862	7.13678333391459	-0.834348075612248	0.0119415049294366
NPPA-AS1	2.61653796165769	1.25312496820905	-1.06212889526677	0.00101901010085167
KIAA2013	203.692390793911	190.359185569268	-0.0976679002634502	0.12546917773615
PLOD1	142.164225763872	112.666532140881	-0.335499447354725	0.00987361114537655
MFN2	97.5258491583399	101.300677736396	0.0547872663233632	0.526345715847889
MIIP	77.3930337716384	72.3253924837534	-0.097701466555366	0.0599315994266678
TNFRSF8	25.9939333322088	22.6080009284125	-0.201341525039254	0.144265003912438
TNFRSF1B	58.5620904431452	37.424226874735	-0.645994540451965	0.0109040689373465
VPS13D	5.95102884422503	3.99673780119498	-0.574316180016239	0.0197406561862816
