KB528_3_MM1S	KB528_6_MM1S	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	34.4201890200485	43.0662107457514	0.323301371145984	0.0596713514662762
LOC100133331	0.614233434570208	0.793764540622798	0.369924070434621	0.0276980335385176
LOC100288069	2.64366366491139	3.12633490475782	0.241933689153204	0.217039623358927
LINC00115	4.26081124479296	3.61738058844721	-0.236182747657746	0.0475471653305568
LINC01128	6.21114563114743	4.82674254487261	-0.363809518210267	0.0521232207252292
NOC2L	137.891119831969	119.506981814006	-0.206434644971402	0.0098510017296469
KLHL17	16.4508170533869	19.9567896449979	0.278720420510712	0.0435872400744857
PLEKHN1	2.4506147141767	2.17784885222857	-0.170239850273521	0.270577298358908
ISG15	10.5058313950729	12.1354358540416	0.208035588572078	0.0552352422427225
C1orf159	19.0403231073183	17.3318605101982	-0.135631430150001	0.078678143344236
SDF4	246.41143564344	244.640426544829	-0.0104063840044289	0.650969007522175
B3GALT6	22.5448806790719	18.0680687469322	-0.319357566206833	0.00163813686502877
UBE2J2	87.4009501318129	76.4733023657533	-0.192692787596816	0.00490862200212641
SCNN1D	0.304965400889352	0.442572631353258	0.537268663292693	0.00626716033978698
ACAP3	33.6649868835476	28.5375889893295	-0.238385449488813	0.0143333495591203
PUSL1	71.5126163110342	54.5607269085314	-0.390334920309608	0.000922735245198643
CPSF3L	92.4920059581538	86.4769708773711	-0.0970126904294055	0.0840189980671268
CPTP	61.4256224065118	56.3088971131627	-0.125477677027354	0.232545789031601
TAS1R3	0.356871610950778	0.337206436887496	-0.0817730639635206	0.639958223094933
DVL1	33.7785950504144	29.334800948521	-0.20349612089652	0.0681049687401072
AURKAIP1	301.167245315254	305.550359121748	0.0208453043673341	0.389567969303867
CCNL2	78.8208049804592	83.7832120777889	0.0880847117607363	0.133821657189635
LOC148413	49.774223877157	52.6500445709195	0.0810359321961042	0.125098160632001
MRPL20	277.284015500184	250.088899891846	-0.148923426784944	0.0601423078813611
ATAD3C	13.5320947117132	14.1970165216491	0.069202601961534	0.120332380542656
ATAD3B	62.7605698018473	40.199775371791	-0.642671010623529	0.00592897612835485
ATAD3A	92.1373607472559	63.3310938584982	-0.540872274940551	0.000530333896765607
SSU72	200.699052710841	166.837499065129	-0.266590216119812	0.00046350089033646
MIB2	8.27406905606413	7.61303429714388	-0.120125420836973	0.0705962368504045
CDK11B	34.5905559875866	42.2902067949917	0.289945412121178	0.078145754693186
SLC35E2B	22.3079669819172	23.8756990557159	0.0979839336259974	0.123604275035485
CDK11A	15.8013253381011	17.7200020692357	0.16533320266133	0.00380026076002792
SLC35E2	3.90551839997917	4.37402940016849	0.163448859965039	0.101589018654949
NADK	50.0125002122289	47.6336611393081	-0.0703072907005955	0.226756125979402
GNB1	164.997658976775	177.597748375938	0.106167735652417	0.000122676153250939
TMEM52	8.25598122998386	5.76086304053213	-0.519154731375083	0.165305094330634
FAAP20	8.14485964831281	8.59154292410251	0.0770274044737607	0.183697255193814
SKI	14.9368497441141	9.58917496076621	-0.639397310423474	0.00257227608805292
MORN1	1.00662904694408	1.11875224498973	0.152358443958913	0.121682099887596
RER1	94.0045029760564	100.211670492893	0.0922487611916583	0.0399835625701956
PEX10	33.3491601815596	33.0510059099723	-0.0129562501218486	0.716072659681482
PANK4	23.371453676368	30.9087014272432	0.403265572455114	0.00579880166979111
LOC115110	4.53208514335534	3.00067736701882	-0.594886756397726	0.0111248233206039
TNFRSF14	30.7017245995105	25.6520928377938	-0.259243164409849	0.0032805897525986
FAM213B	8.45249586758171	8.91288002240413	0.076514279907521	0.339564053128571
TPRG1L	58.2545019078266	69.2486826076201	0.249417079933128	0.000443311162388137
WRAP73	56.6011033804487	56.4064665391885	-0.00496961192105222	0.919087069505396
TP73	20.8476790909958	16.0621039188545	-0.376225902923864	0.0396790437127892
TP73-AS1	2.54967100107542	3.09738598988553	0.280740080175425	0.0182101579387915
SMIM1	1.62842671585285	2.11361398861107	0.376233124434987	0.29031482085118
LRRC47	77.3779294993841	64.1742589899377	-0.269927392929494	0.00500985697038837
CEP104	22.7714895137562	24.624706950866	0.112877892530199	0.0387777756290582
DFFB	6.26090033379483	5.83762489567528	-0.100988623848827	0.401863496863863
C1orf174	34.2435780318773	38.4586425088936	0.16747438668773	0.0133463883487626
LINC01134	2.7708316974386	3.11657331473343	0.16964156830498	0.148554458158743
NPHP4	9.95896457208185	9.42269188661375	-0.0798564842251919	0.21247867841281
KCNAB2	71.1059558864085	46.2373573412651	-0.620911461960761	0.00094512983254927
RPL22	396.050779421795	398.325291299121	0.00826166873407616	0.874289640792957
LOC102724450	0.72386320025594	0.885946423994304	0.291502382612905	0.755488201439651
RNF207	0.80796168643593	1.14528297517769	0.503345314693652	0.00364601248483272
ICMT	83.5337726507041	79.7565629948596	-0.0667563561951176	0.0316207904325098
LINC00337	1.4347679255051	1.67737812877895	0.225390551034011	0.0972546833543218
ACOT7	81.6034562858036	91.6868013357729	0.168083808987854	0.00778350662202397
PLEKHG5	1.25502105793895	0.856951508186564	-0.550426096470764	0.222550406642939
NOL9	13.8366415727626	10.3949967348707	-0.4126045097375	0.00211367769433717
ZBTB48	23.787607695351	19.9672288561921	-0.252576065306438	0.0136601405115426
KLHL21	36.7178369987038	30.5042728707389	-0.267469732301	0.0470723487222248
PHF13	24.3312154415116	25.6437646235789	0.0757996813643169	0.351589903787217
THAP3	18.354368217906	19.6502253405609	0.0984224010175369	0.0680725717701267
DNAJC11	60.0033677938812	47.3035527428782	-0.343094935237971	0.00145277450826708
CAMTA1	6.20689645697827	6.18116025719563	-0.00599440930432298	0.838899224382399
VAMP3	53.1099739522657	57.2759777264674	0.108947359324951	0.302178112448204
PARK7	411.728851757317	437.317061297304	0.0869850856338493	0.0177214643327021
ERRFI1	2.11807014648571	2.0215955489689	-0.0672559765012484	0.559502277206703
RERE	4.61972700658717	4.63440973073753	0.00457799829296057	0.970411967256438
ENO1	794.724019126234	677.120501888553	-0.231041346085494	0.00160536214506715
ENO1-AS1	0.694798326194679	0.937522131951877	0.432258469869836	0.193246252201562
H6PD	2.12468006224618	2.50608848490521	0.238191739940189	0.211793627024814
SPSB1	0.890034952578634	0.772647375409178	-0.204051853166444	0.359191514673838
SLC25A33	22.9978859610428	15.1375352480575	-0.603370930871308	0.000314308566159978
TMEM201	19.6011745948856	13.3876401840585	-0.550038428287943	0.0598480464856195
PIK3CD	2.3157789815812	2.86738682693471	0.308238976758246	0.0641808173272475
CLSTN1	73.8778063216812	79.3506862067644	0.103101670682602	0.101698744048766
CTNNBIP1	22.4900898810022	25.816972067768	0.199030377895806	0.0257758068626209
LZIC	22.4136672677756	29.4185092377956	0.392345422601825	0.0083452132206168
NMNAT1	7.25537981733753	9.43195889823778	0.378506290484391	0.00697221355341351
UBE4B	32.0608533653825	40.2483266261955	0.3281159763574	0.092738947211057
KIF1B	5.99964730575621	6.92475952860671	0.206886279357501	0.0418526202557283
RNU6-2	1.37106241414249	1.41688326972325	0.0474266587174599	0.880466013968266
PGD	181.339756297041	169.392253285994	-0.0983273529237012	0.0971427756226371
APITD1	6.88857977532174	8.51409408183579	0.305646460318511	0.0940322210949219
DFFA	19.5785155340468	21.8690160772259	0.159616930375978	0.120662576779536
PEX14	32.6034575537752	33.0041891623529	0.0176241862992622	0.494808645878794
TARDBP	91.3656400479049	109.493188666329	0.261117508821446	0.00501406144665088
SRM	530.967145904517	393.24031198274	-0.433211372370483	0.0566767906862355
EXOSC10	115.28851476898	130.711350899447	0.181135632890187	0.00208736008720712
MTOR	27.6442568015987	30.2742298265941	0.131110472102339	0.0165799373727352
UBIAD1	37.1472589750455	20.9873037541272	-0.823738925968327	0.0265384824729665
PTCHD2	0.875421574270733	0.704980892943702	-0.312393782059112	0.201274905706688
FBXO2	3.52312819751612	4.25746586079686	0.273137989731985	0.43617803805557
FBXO44	11.8578173862185	16.258581940829	0.455362948216653	0.0115582774493142
FBXO6	10.8518339337508	16.6420952513974	0.616898205970954	0.0133968276202923
MAD2L2	106.266660434994	132.876187871251	0.32239354504818	0.004519526854419
AGTRAP	83.4332111725897	56.6853939253251	-0.557644727724215	0.00237840417235064
C1orf167	1.83425481433968	1.9875065454813	0.115765539867578	0.530776248561241
MTHFR	9.7454197691254	9.758027087722	0.00186515939311619	0.923711667448195
CLCN6	4.49219766059612	4.78806201770715	0.092020430041411	0.196903765725905
NPPA-AS1	0.712037541747644	1.00153617848769	0.49218932302868	0.302410158464307
KIAA2013	87.901024122237	91.4077171815611	0.0564359971963991	0.135511627977856
PLOD1	46.3380877465559	53.3499690452171	0.20328892484231	0.0308514185359651
MFN2	80.4262296339565	77.6148335040655	-0.0513336862388313	0.0661730915391554
MIIP	45.9106898780699	46.6228095953613	0.0222058362298906	0.450318897446569
TNFRSF8	1.65681057318443	0.757455356927519	-1.12917589915225	0.145515756612909
