KB528_1_MM1S	KB528_3_MM1S	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	32.4148092598351	34.4201890200485	0.0866019364085955	0.555592719288073
LOC100133331	0.386658776566089	0.614233434570208	0.667726084271873	0.197258288089993
LOC100288069	1.60270067801948	2.64366366491139	0.722033632901811	0.262366228873687
LINC00115	3.17169359013849	4.26081124479296	0.425874738714284	0.0309233694128852
LINC01128	4.1982928450238	6.21114563114743	0.565056591720206	0.110811917578662
NOC2L	117.654816779173	137.891119831969	0.228969164897389	0.270945467693416
KLHL17	12.2145391214354	16.4508170533869	0.429559810342036	0.14348701780221
PLEKHN1	3.26619716872169	2.4506147141767	-0.414468202489431	0.45260372028118
ISG15	11.5270243601971	10.5058313950729	-0.133829800615489	0.671117622262344
C1orf159	18.9442870211711	19.0403231073183	0.00729511662645772	0.946569099493556
SDF4	228.540893654448	246.41143564344	0.108616876181161	0.111525436738947
B3GALT6	24.9811131379721	22.5448806790719	-0.148037889294624	0.1401297007033
UBE2J2	75.2879416741072	87.4009501318129	0.215230145930593	0.0674437684943734
SCNN1D	0.200665049006405	0.304965400889352	0.60385621845728	0.197912702708906
ACAP3	29.5744363000454	33.6649868835476	0.186898232216998	0.354702721294283
PUSL1	74.8747195703307	71.5126163110342	-0.066280908840056	0.453513412683079
CPSF3L	81.7457459890405	92.4920059581538	0.178185024164563	0.224433101513711
CPTP	58.2154238185709	61.4256224065118	0.0774391340790418	0.494623663692112
TAS1R3	0.283962192143397	0.356871610950778	0.329706283558599	0.466018668338583
DVL1	31.3553745646539	33.7785950504144	0.107396569707469	0.465408578405946
AURKAIP1	326.106240576753	301.167245315254	-0.11477717738405	0.670396763695229
CCNL2	56.4965405133114	78.8208049804592	0.48041395467667	0.0667324301647998
LOC148413	47.9188681560819	49.774223877157	0.0548049883048817	0.600852421357825
MRPL20	279.108864481836	277.284015500184	-0.00946349283378456	0.964517639592717
ATAD3C	16.0476369142321	13.5320947117132	-0.245975689974493	0.258333640009169
