KB528_1_MM1S	KB528_24_MM1S	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	32.4148092598351	67.6359526521884	1.06113724757764	0.000776427356059097
LOC100133331	0.386658776566089	1.09327978527073	1.49952978816549	0.0128182065606181
LOC100288069	1.60270067801948	4.84652398619961	1.59644537998194	0.0264078632037516
LINC00115	3.17169359013849	5.15799842969568	0.701557931514689	0.00462641227178396
LINC01128	4.1982928450238	3.41256646593457	-0.298945657549353	0.40771829483586
NOC2L	117.654816779173	94.7815507021591	-0.311882215671805	0.229579177809067
KLHL17	12.2145391214354	34.0908517151929	1.48078521485737	0.000866452620102812
PLEKHN1	3.26619716872169	8.61424887021646	1.39911312050279	0.0221234605974186
ISG15	11.5270243601971	16.0026827623229	0.47329364830065	0.15782983990495
C1orf159	18.9442870211711	17.4208341790791	-0.120949136646094	0.39898989022284
SDF4	228.540893654448	289.048273361383	0.338858119338372	0.00382383478377463
B3GALT6	24.9811131379721	26.2394233454928	0.070898251017424	0.354113161162758
UBE2J2	75.2879416741072	84.0409408783286	0.158673496405262	0.103238968212575
SCNN1D	0.200665049006405	0.818348120307046	2.02792533139214	0.0109556234854355
ACAP3	29.5744363000454	24.9829804041256	-0.24340507356094	0.311235323000336
PUSL1	74.8747195703307	37.1906297486948	-1.00953951725658	0.00604611877508085
CPSF3L	81.7457459890405	106.488311371598	0.38147952205646	0.0528581101631331
CPTP	58.2154238185709	69.3181167321454	0.251831022241892	0.0707629677657231
TAS1R3	0.283962192143397	0.889753139883106	1.64770626256865	0.0107771468032353
DVL1	31.3553745646539	37.72349205432	0.266750478302354	0.127721631345735
AURKAIP1	326.106240576753	228.714357206463	-0.511795118036191	0.192810331778259
CCNL2	56.4965405133114	151.144760045775	1.41969652990404	0.000455679217164752
LOC148413	47.9188681560819	88.0174447386591	0.877195656955042	0.000587849317095615
MRPL20	279.108864481836	204.739219894108	-0.44704045320184	0.175648022720379
ATAD3C	16.0476369142321	23.8994902335493	0.574618976694027	0.0263620944740679
ATAD3B	60.4843013169339	36.9966307671407	-0.709166847440926	0.0025550042139921
ATAD3A	95.9954387539297	34.9198290103943	-1.4589193628291	0.00044771419961711
SSU72	199.859564850511	256.987171728064	0.362709726138631	0.00482315432507526
MIB2	7.51765835105188	31.3482454547009	2.06002944139487	1.10771244317732e-05
CDK11B	27.3630838405177	43.878484219893	0.681282856548421	0.00191329867059879
SLC35E2B	25.5207825458467	70.4652975442616	1.46524037271239	0.0146658515746266
CDK11A	11.9206183159079	27.60577673136	1.21151112462609	0.000242964543343982
SLC35E2	3.51230302026066	14.9051862805499	2.08532518345445	0.000163463528771833
NADK	57.1438101685803	74.0017129016417	0.372961431053026	0.099784163161113
GNB1	125.913447567162	217.40461592259	0.787950200669096	0.0509621435127456
TMEM52	11.4820226205605	1.35680622238106	-3.08109020654345	0.019084454965052
FAAP20	9.22749920836839	16.0394126359846	0.797609697388551	0.019432285511688
SKI	6.31535223714503	6.57376199578907	0.0578560221343366	0.880806479828329
MORN1	0.721236285367603	1.96522555094478	1.44615101593422	0.00236979172575261
RER1	84.4649616878014	116.788795070685	0.467476963736078	0.00197378312966006
PEX10	30.5368312670195	54.0045912194425	0.822531698786513	0.0130456436497276
PANK4	21.2193516826485	27.0841280956965	0.352067069581286	0.149137664029201
LOC115110	6.30517280096235	35.6745297725743	2.50028659857665	5.47335648969927e-05
TNFRSF14	37.1186784815334	64.482532227147	0.796763051768433	0.0014422859225707
FAM213B	7.05373017927414	7.17310446884747	0.0242112517301929	0.919775455084884
TPRG1L	43.2227450330927	93.3684234586923	1.11114402392872	0.000115810159325441
WRAP73	41.1872846489884	45.1823628336793	0.133560702249917	0.0952552475104052
TP73	9.55486876265254	3.41256341840823	-1.4853802006946	0.115483324103342
TP73-AS1	1.57544106632931	4.43531868941869	1.49328198229679	0.00616504148737737
SMIM1	1.49936666023612	6.62460504828204	2.14348121722883	0.00406370750363508
LRRC47	54.7067508438896	77.5628798431505	0.503647497083235	0.0911953111537177
CEP104	12.7651123656054	28.1493689354653	1.14089634251296	0.0244037393340735
DFFB	4.79800867820047	6.2820980770123	0.388810699677794	0.174166187161263
C1orf174	27.9038253698051	28.0540993939553	0.00774868301519046	0.940105508086248
LINC01134	1.68261580859652	4.77773060757111	1.50561970576389	0.00625029857832064
NPHP4	7.21969184655353	10.1838414030778	0.496272690957904	0.228820947543207
KCNAB2	67.1284282799334	52.9675972438012	-0.341813798587421	0.403697187188217
RPL22	419.467779474383	449.049256059673	0.0983137050040919	0.579578385302529
LOC102724450	0.479080996810085	1.26201140822351	1.39738345804396	0.00688363711129115
RNF207	0.774911373129518	5.03578031275205	2.7001121230524	0.00113037044275927
ICMT	53.1266499472057	34.1297567319052	-0.638405611103251	0.130073448195599
LINC00337	0.820178967197308	0.792025906025074	-0.0503911278827961	0.873469057094437
ACOT7	69.5294224186552	31.0486120856684	-1.16309482560665	0.000201201492037483
PLEKHG5	0.841363971636142	1.24055467399835	0.560183373050835	0.0480504122352033
NOL9	10.6916448015999	8.8680229349698	-0.269799407697199	0.224715501512735
ZBTB48	14.7367644315632	37.5465089283141	1.34925896773572	0.000292604785737378
KLHL21	47.4346875933582	31.1518811400878	-0.606623160970099	0.260461585975703
PHF13	16.7874954531816	16.3504350184582	-0.0380579884342737	0.87341569271634
THAP3	12.6818750178623	22.1737157830532	0.806082487548553	0.00268214213190269
DNAJC11	49.1946491827647	52.6043073045104	0.0966795293307916	0.684823834775351
CAMTA1	6.1102940324637	4.28374662917695	-0.51236865390003	0.134071974279801
VAMP3	32.5475868171359	55.1523528193354	0.760871851720702	0.004477357801043
PARK7	397.652474752446	406.982750191267	0.0334594982780048	0.815361374555399
ERRFI1	1.20959548102371	2.10170641559908	0.797036500482242	0.046707614860839
RERE	5.99638500981023	8.01775272766197	0.419104907227691	0.318720597913098
ENO1	785.791100964397	295.857514972413	-1.40924328851568	0.0029982463709716
ENO1-AS1	0.548524934522286	1.71687925788073	1.64615947479598	0.13731845705467
H6PD	1.38039795294986	8.66739123818904	2.65051358858622	9.96303191928376e-05
SPSB1	0.81624175372027	1.41457860907445	0.793303933815355	0.0419910561805142
SLC25A33	19.6310042482635	10.6972719998731	-0.875891047645065	0.00316608126538176
TMEM201	16.7805384430653	4.6415413455824	-1.85411313401663	0.0630767249638197
PIK3CD	1.10385198008448	5.03549597362868	2.189587155829	0.000793850614929377
CLSTN1	55.1800187200864	101.655543390661	0.881471037859395	0.0667485283705962
CTNNBIP1	15.9163970543709	33.1188025481338	1.05713671691069	4.55700310853114e-05
LZIC	15.8186238365705	28.0399188347024	0.825858077295123	0.0209548459790054
NMNAT1	4.29160459077862	12.196935761344	1.5069296808684	1.75373931788268e-06
UBE4B	22.8860571726268	35.0916975642966	0.616660804241724	0.168130067261916
KIF1B	5.24318653002389	7.64525348704491	0.544120464917157	0.227935200531615
RNU6-2	1.67702325678856	1.81176861160112	0.111496018459658	0.533469521994857
PGD	146.15554145355	91.9698190887842	-0.668272121983636	0.0806634528013608
APITD1	6.29220628640967	3.84584674523808	-0.71026469620377	0.185540773301551
DFFA	17.7779967402621	27.2231639321315	0.61474198196938	0.00140595294642229
PEX14	22.224821964873	37.1250257358414	0.740220163834417	0.000651280224625605
TARDBP	84.1187440850181	98.7563030669367	0.231445519922305	0.294462816474809
SRM	525.105463057344	111.282140064013	-2.23838513546777	3.73457069972651e-06
EXOSC10	68.9579555182589	91.1519759811657	0.402556929468553	0.330203861529229
MTOR	16.5517369735064	26.8511492218859	0.698001212109422	0.198889269092295
UBIAD1	36.4642701326566	19.6308036989663	-0.893364278484734	0.0499748794694229
PTCHD2	0.808135450922746	0.698454235625646	-0.210431532242892	0.682123959700262
FBXO2	3.58202502532618	9.72376356703664	1.44073939816482	0.000768707629824201
FBXO44	10.0091560279456	29.8087533870616	1.57441571130402	0.000181155233981567
FBXO6	9.62168573578668	18.7056755286862	0.959114483805232	0.00804879564878315
MAD2L2	91.1003822418173	66.7050236532864	-0.449661690361233	0.0235220239334059
AGTRAP	110.004854765132	68.3026362431117	-0.687554026887004	0.0109519620363823
C1orf167	2.97545939105847	2.58813698304037	-0.201198450826864	0.123403681556088
MTHFR	9.55254921667034	22.1110624979949	1.21081066155356	0.0178633884863901
CLCN6	4.86748592414913	8.52404464466733	0.808361342303129	0.0959392360573659
NPPA-AS1	1.17149751699804	1.79944522762529	0.619198293092927	0.0477584314014638
KIAA2013	92.4489781890049	140.091196626211	0.599637020065985	0.0183716924778468
PLOD1	38.9319381577043	64.418586188776	0.726522829375548	0.0572302181992618
MFN2	50.7851547086858	57.7845703218188	0.186277478261214	0.603576559560885
MIIP	46.7278396684369	48.2073313642391	0.0449702282451677	0.487585888761182
TNFRSF8	2.04925454599663	0.185553097796478	-3.46519520628019	0.0255462451495856
TNFRSF1B	13.6867956940699	2.25820811536317	-2.59953437185945	0.0520427609486476
VPS13D	2.50600716717131	6.17697329277718	1.30150955219264	0.0402110898313355
PRDM2	11.572282011263	13.1246916129784	0.181610137963396	0.65407869373291
KAZN	2.33830321223552	1.6086330516133	-0.539626751372547	0.236345788381319
TMEM51	2.59835230549985	1.82087119465814	-0.512968184120826	0.047851367949783
EFHD2	49.1093004566785	38.4195935948089	-0.354154013883516	0.00165515479036897
CASP9	6.91705606233307	18.688005908887	1.43388258094981	0.000142578259807512
DNAJC16	4.62950324236455	14.6090316949057	1.65793125565362	0.00287813682543185
AGMAT	18.794633216712	6.89891089849738	-1.44588022810544	0.000537015638891409
DDI2	3.1725359525665	4.19586536629251	0.403331873155771	0.538302491904053
RSC1A1	4.72364275878158	4.56282603963334	-0.0499722089885353	0.893347128680548
PLEKHM2	47.9052217344755	102.566631555174	1.09830662370314	0.018269384471721
SLC25A34	0.571097597259015	2.153095700233	1.91460322549644	0.002096167148795
UQCRHL	23.8177387856653	22.0350252105617	-0.112237905544551	0.534399569739237
FLJ37453	2.53737375696933	3.99060173639461	0.653270259440934	0.0311101150312127
SPEN	12.0398112340757	11.745523926431	-0.0357017046842787	0.948827908909011
ZBTB17	18.0761788338856	37.2432687729404	1.04288996586104	0.0109952592725007
ARHGEF19	5.77644261536141	4.61347475085751	-0.324327530867448	0.0280171125484107
RSG1	3.84572883888092	8.86242435726654	1.20444436639171	0.0164400098600118
FBXO42	8.65851288992419	15.8397098203754	0.871354739117742	0.033417663597701
SZRD1	94.3957436432682	96.7822873453255	0.0360212270345028	0.819304242515257
NECAP2	62.7055177920579	142.590133456015	1.18520985361622	0.000113708066788627
CROCCP3	0.898993591533197	3.70023572138754	2.0412344430747	0.00313698703925541
NBPF1	2.37496717159658	11.0363585037095	2.21628475010602	0.000237163301321869
CROCCP2	54.1555760087088	122.282213750802	1.17503278109012	0.000824824890214817
MST1P2	2.90672244590678	19.0636500885851	2.71335915176068	0.00040705352401667
MST1L	0.773083989761016	4.4084727801961	2.51158188617618	0.000852531893397653
CROCC	7.04404435572964	24.8043031234353	1.81611452646754	0.000568181075592525
ATP13A2	12.8714986545156	38.3298424871286	1.57428803030354	0.00731328410063656
SDHB	154.655519092684	141.286245525209	-0.130437295378752	0.397897813536335
RCC2	106.822923105643	60.7521355515171	-0.814214239673661	0.0477513074588565
ALDH4A1	12.1594866145462	14.682871633842	0.272051835859607	0.0931518134675013
IFFO2	8.4809835026044	8.87648640897024	0.0657571482039417	0.84756590598982
UBR4	15.3252243782279	24.6328133311492	0.684673211753659	0.220223828952599
EMC1	26.1211410127778	36.192030347306	0.470454126688857	0.172936632658702
MRTO4	126.709393578849	35.3516584917549	-1.84167367789393	0.00754183089227182
AKR7A3	0.532992722983322	1.06865227155085	1.00360475036615	0.0281983510335665
