DMSO_MM1S	KB528_24_MM1S	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	37.8063782529313	67.6359526521884	0.839160681467861	0.00342233662430674
LOC100133331	0.444741116895876	1.09327978527073	1.29762495867578	0.00260515602221899
LOC100288069	1.67667737667142	4.84652398619961	1.53134527671399	0.00697938702843277
LINC00115	3.23168687156123	5.15799842969568	0.674523916370373	0.0050812441338573
LINC01128	3.72442382196097	3.41256646593457	-0.126160108752602	0.335726167871016
NOC2L	124.327920380898	94.7815507021591	-0.39147214957046	0.0343035658149621
KLHL17	14.6042855453734	34.0908517151929	1.22299286180049	0.00142889980721941
PLEKHN1	3.78885085081107	8.61424887021646	1.18496465554168	8.15748186075854e-05
ISG15	10.5766325240114	16.0026827623229	0.597433421981572	0.0597791797166371
C1orf159	20.3802714672535	17.4208341790791	-0.226359560885745	0.087819510644692
SDF4	234.90541178215	289.048273361383	0.299230503664606	0.000869343548803554
B3GALT6	20.7614099863506	26.2394233454928	0.337831588774014	0.00117816357727627
UBE2J2	71.1783240727035	84.0409408783286	0.239654349448247	0.0117261664823698
SCNN1D	0.285784261957534	0.818348120307046	1.51778821752997	0.0149511974249181
ACAP3	32.0956945063626	24.9829804041256	-0.361434182297846	0.017710838850398
PUSL1	68.964642052378	37.1906297486948	-0.890917709081319	0.00216639998733867
CPSF3L	84.6953793997998	106.488311371598	0.330339912704659	0.00128746629495164
CPTP	51.3229712806349	69.3181167321454	0.433627763289582	0.00162868300336757
TAS1R3	0.252807167375453	0.889753139883106	1.81536775275742	0.00939579233319982
DVL1	31.2832792470995	37.72349205432	0.270071482082191	0.00723152976831029
AURKAIP1	326.463360884935	228.714357206463	-0.513374154963115	0.0220026923709076
CCNL2	57.5017880592608	151.144760045775	1.39425224033269	0.000167428799069015
LOC148413	60.8175574341338	88.0174447386591	0.533301613269628	0.0030607834410909
MRPL20	288.979307135079	204.739219894108	-0.497178697898633	0.00912478921890403
ATAD3C	15.8190141647124	23.8994902335493	0.595320152058326	0.000973829650655621
ATAD3B	60.6077750782211	36.9966307671407	-0.712108989489011	1.08831766798957e-05
ATAD3A	95.8112556321698	34.9198290103943	-1.4561486549672	3.42936401382996e-05
SSU72	210.080732156757	256.987171728064	0.290752495523536	0.0053050081985952
MIB2	7.3993003799346	31.3482454547009	2.08292392605659	3.54546155071506e-06
CDK11B	29.4714281425903	43.878484219893	0.574196715710241	0.00165368012731421
SLC35E2B	30.0210777201124	70.4652975442616	1.23093717108726	0.00199667454152524
CDK11A	13.0824596095807	27.60577673136	1.07733638934106	0.000545256574970949
SLC35E2	5.27507603987736	14.9051862805499	1.49855061037453	0.000153359828039556
NADK	64.2443027133215	74.0017129016417	0.203990145383805	0.0580765715512015
GNB1	137.245650367315	217.40461592259	0.663622144304319	0.00717025033403341
TMEM52	11.3389507779352	1.35680622238106	-3.06300055378765	0.00197852185831596
FAAP20	9.55989234939809	16.0394126359846	0.746555033476376	0.00131113914524252
SKI	5.80987422228172	6.57376199578907	0.178212293210981	0.346879755314655
MORN1	0.790871842386014	1.96522555094478	1.31317906577241	0.00110814931304195
RER1	91.000919537295	116.788795070685	0.359948837569405	0.0155218814948112
PEX10	32.0302593870648	54.0045912194425	0.753646582344012	0.000855919015498695
PANK4	24.1600230204457	27.0841280956965	0.164825818365987	0.104100994355969
LOC115110	8.34061857752574	35.6745297725743	2.0966681241462	9.17778539242798e-05
TNFRSF14	41.9867110458425	64.482532227147	0.618975617915304	0.00497771188616677
FAM213B	7.53335636741404	7.17310446884747	-0.0706951357302602	0.54525677578431
TPRG1L	42.333781857943	93.3684234586923	1.14112534661077	0.000799692774274933
WRAP73	40.9036664212754	45.1823628336793	0.143529553465416	0.0751494870244667
TP73	8.55356690794431	3.41256341840823	-1.32567030416028	0.00896248194898236
TP73-AS1	1.7603847712236	4.43531868941869	1.33314697331795	0.000266974063430172
SMIM1	1.81365232468584	6.62460504828204	1.86893652603135	0.00416841161535062
LRRC47	56.4842057140209	77.5628798431505	0.457518857338985	0.000968628268843159
CEP104	14.4910921002746	28.1493689354653	0.957936254091613	0.00929126833963196
DFFB	5.78711202202667	6.2820980770123	0.118402895876152	0.155274022293435
C1orf174	30.4444427772563	28.0540993939553	-0.11796730815763	0.101565677052252
LINC01134	2.2618495112724	4.77773060757111	1.0788225647071	0.00860416182625628
NPHP4	7.64188974599717	10.1838414030778	0.414280508521016	0.0705958621018295
KCNAB2	70.8967551882241	52.9675972438012	-0.420609534028018	0.0731833458915183
RPL22	431.234565493714	449.049256059673	0.0584008808044216	0.246408729398973
LOC102724450	0.368044825005556	1.26201140822351	1.77777156076757	0.00214828235838795
RNF207	0.960105920109453	5.03578031275205	2.39094986679392	0.00277376181555526
ICMT	49.5060688386437	34.1297567319052	-0.536575261487439	0.0193687484214325
LINC00337	0.507788785452619	0.792025906025074	0.641319086224471	0.11456250645189
ACOT7	73.122402754068	31.0486120856684	-1.23578469768873	1.94792085413134e-06
PLEKHG5	0.880472439226838	1.24055467399835	0.494635569137273	0.0293820493354707
NOL9	9.53537910479021	8.8680229349698	-0.104677796534731	0.226451248553553
ZBTB48	15.5598831418727	37.5465089283141	1.27084754688546	0.0035539044939904
KLHL21	34.7980825626387	31.1518811400878	-0.159688528572311	0.217358701735251
PHF13	16.3064590534712	16.3504350184582	0.00388548554642099	0.968030127559443
THAP3	12.3473108402296	22.1737157830532	0.844653684639906	0.00862217578911406
DNAJC11	52.2942453652219	52.6043073045104	0.0085287377861352	0.935091979525265
CAMTA1	6.6251500271131	4.28374662917695	-0.629079973383528	0.00285615361104891
VAMP3	27.9926688791882	55.1523528193354	0.978373390012285	0.000309235975460934
PARK7	431.085048686142	406.982750191267	-0.0830048787137617	0.229016992160826
ERRFI1	0.509941541401381	2.10170641559908	2.04315738111409	0.0142217917056133
RERE	6.24439308403616	8.01775272766197	0.360636566878346	0.182434868621228
ENO1	825.081672406729	295.857514972413	-1.47963439362223	2.09856979325506e-05
ENO1-AS1	0.82866848323449	1.71687925788073	1.05092162492573	0.220721256541659
H6PD	1.82072034237398	8.66739123818904	2.25108848269133	0.000142542645963543
SPSB1	0.726559651014524	1.41457860907445	0.961219196461329	0.00504616745626774
SLC25A33	14.152674655294	10.6972719998731	-0.403831797883793	0.00544078799590927
TMEM201	14.4644913781739	4.6415413455824	-1.63983971921464	0.0138462066870938
PIK3CD	1.68207336788503	5.03549597362868	1.58189325042215	0.000250281751080925
CLSTN1	59.5811422351545	101.655543390661	0.770761202109765	0.0143817980155411
CTNNBIP1	16.4417644307369	33.1188025481338	1.01028538269522	0.000552975607029061
LZIC	17.6752289277281	28.0399188347024	0.665753272488795	0.00714917425829308
NMNAT1	5.05061282889336	12.196935761344	1.27198838808734	1.37951980378242e-06
UBE4B	27.3677075194928	35.0916975642966	0.358655148818532	0.131448105033069
KIF1B	5.41790749414435	7.64525348704491	0.496828575527283	0.124319618617753
RNU6-2	1.576206023117	1.81176861160112	0.200942595398591	0.245119900218839
PGD	164.563612066216	91.9698190887842	-0.839412957911942	0.000909352488696433
APITD1	5.40437485628127	3.84584674523808	-0.490826472559633	0.0351988917595063
DFFA	19.5371580751347	27.2231639321315	0.478614125106528	0.00722054222452121
PEX14	24.0269622198456	37.1250257358414	0.62773776903798	0.000454937967580669
