DMSO_RPMI8226	KB528_6Hr_RPMI8226	LOG2_FOLD_CHANGE	P_VALUE
WASH7P	22.3276921536931	27.3272649072652	0.291506934375032	0.0481774809393936
LOC100288069	3.93523408270756	5.16737471279671	0.392982049480291	0.279379512827657
LINC00115	3.07425965300574	2.60525962461215	-0.238811870645799	0.31501883373457
LINC01128	4.05569346436311	7.03850952251506	0.795321340227269	0.00181886389122488
LOC100130417	1.15173244031506	0.170269233435045	-2.75791592443285	0.0194288491270115
SAMD11	1.12582712577205	0.363461727525207	-1.63110995250442	0.013623443443988
NOC2L	364.904924401179	389.329235624726	0.0934700637707382	0.264527506403011
KLHL17	16.974826983072	18.5127434180911	0.125121835380112	0.371145720190439
PLEKHN1	7.84969880227744	3.23460966389859	-1.27904567229446	0.0186323626630486
HES4	43.8331504846951	31.9404152147133	-0.456639308114397	0.00123131160856021
ISG15	45.6491432677028	30.1322466506716	-0.599279540481705	0.0083343367344379
AGRN	22.2659948258564	15.036056067705	-0.566415871471948	0.0416210472698512
RNF223	1.48783239156768	0.525333275124366	-1.50190713779772	0.0136993954410429
C1orf159	30.3113827353625	30.1354297488814	-0.00839902742789483	0.917478427184948
TNFRSF18	339.191922101126	233.393261963436	-0.539338901136902	0.000400444751426806
TNFRSF4	0.471805203779325	0.260871825805377	-0.854850189584663	0.211530885916563
SDF4	348.019965981841	377.331665957862	0.116663101104483	0.157404601603368
B3GALT6	32.7945439019266	37.0469278565394	0.175898100391808	0.0294332743400179
FAM132A	2.18172945325759	2.2157637304497	0.022331842840892	0.927099335826344
UBE2J2	75.3474066695354	102.56879452939	0.444962110333456	0.00401270892636136
ACAP3	132.301405471865	84.6942169129839	-0.643493019828473	0.00706919396848316
PUSL1	110.59544105262	116.28273564022	0.072345001232644	0.246276266766228
CPSF3L	144.819553084949	142.555565420348	-0.0227320400560132	0.791242480779653
CPTP	110.173043197625	103.445233607727	-0.0909041004684372	0.356764134487603
DVL1	97.4905159763086	97.321877656142	-0.00249772331669241	0.974148136812163
AURKAIP1	492.074156092231	482.688184691133	-0.0277842348828929	0.570411949206
CCNL2	79.2590841202006	108.988763459163	0.459531202040821	0.00779530197793288
LOC148413	49.8567565872657	41.7617027225096	-0.255608496727954	0.005125362792344
MRPL20	385.365595655809	395.054894959955	0.0358253596261852	0.536344033053209
ATAD3C	14.6539766287745	13.5138979693089	-0.11684835203238	0.177961038289063
ATAD3B	121.4306304918	119.435805608059	-0.0238969763897328	0.797681959640783
ATAD3A	184.082055499692	212.301400819458	0.205764892342403	0.0474993327447802
TMEM240	0.618009797091099	0.867296511667481	0.488895598072622	0.298636564674684
SSU72	443.770809280972	420.623802501757	-0.0772842794454953	0.123598838063952
C1orf233	40.4940515072198	29.9749905137849	-0.433950697562585	0.0147082942334574
MIB2	33.7750490602462	31.4303602603252	-0.103799056495819	0.184657476229111
CDK11B	42.8119259537449	56.4934474938585	0.400070804717156	0.00295379531107866
SLC35E2B	20.1210936039984	20.350246559486	0.0163375546322501	0.906580282081329
CDK11A	14.5824995403256	20.7380285631436	0.508040723848732	0.019264064172628
SLC35E2	3.23880749396472	3.34313179559036	0.0457375103878343	0.779337843839412
NADK	144.506770629404	122.869415279813	-0.234011245454045	0.0427537884727324
GNB1	297.465275802361	334.043320616127	0.167313944398595	0.0979223410659766
CALML6	1.21085034709834	0.882541064417788	-0.456285255412402	0.0723545151066851
TMEM52	28.0427495545524	20.2210075517158	-0.471772926459611	0.045973499119947
PRKCZ	8.6295140227518	7.60348989785936	-0.182617567431927	0.106525768025864
FAAP20	12.8531679765773	12.6305096449604	-0.0252111371203256	0.727596072822393
SKI	14.8846218025635	24.4433394035953	0.715618831759314	0.00926809620538404
MORN1	2.18473618025393	2.07762585850612	-0.0725232010471114	0.455352959073853
RER1	94.970443276857	100.303740439853	0.0788249141535313	0.132446420358333
PEX10	49.2224811846711	45.7362792086112	-0.105978379645473	0.212338156463529
PANK4	24.7089190157503	30.6608333775253	0.311365014790409	0.0456897796199132
LOC115110	1.82545957257933	0.680602999654507	-1.42337430368633	0.0109628898599872
TNFRSF14	19.2837097502746	12.2219924611875	-0.657903123963757	0.00173549414641126
FAM213B	40.3304305095504	30.555553834251	-0.400434175148839	0.0166104272568277
ARHGEF16	8.30082240105579	4.66812197094837	-0.830412021072222	0.000952047472409839
MEGF6	7.7242461573187	3.34619515952463	-1.20687255115388	0.00238072832612184
TPRG1L	39.6207675794292	56.6653750406358	0.516210626169954	0.00074026166868558
WRAP73	38.1159992236652	53.83507196713	0.49814965514095	0.00573911368591208
TP73-AS1	1.30606776182086	0.994546221208477	-0.393119422679498	0.036450228946063
SMIM1	6.93106189068621	3.68160003666195	-0.912743497959826	0.0400453109205354
